DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
5523060;1;1;1;60;66;66;1;2;1; ;1; ;1;1;1;1;3; ;1; ;2;700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;4;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;20;1; ;2; ; ; ; ; ; ; ;1;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;53;56;1;1;5611;700000;08;66;375,560237696917; 
5523060;1;2;1;60;66;66;1;2;1; ;1; ;1;1;1;1;184; ;2; ;2;1000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;500000;1;500000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;7; ;1; ;1;1;1;20;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;1;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;50;56;1;1;5611;1000000;08;66;375,560237696917; 
5523062;1;1;1;60;66;66;1;1; ; ;1; ;1;2;2;2;60; ;1; ;2;1100000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;3;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;72;1; ;2; ; ; ; ; ; ; ;2;13;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;93;45;1;1;4520;1100000;08;66;362,121089855226; 
5523064;1;1;1;60;66;66;1;1; ; ;1; ;1;2;2;2;60; ;1; ;2;1400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;4;7; ;1; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;1;2;1;0;60;1; ;2; ; ; ; ; ; ; ;3;3;3; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;21;10;1;1;1081;1400000;08;66;458,209011144991; 
5523066;1;1;1;60;66;66;2; ; ; ; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2020;2;800000;1; ;3; ;6;2; ; ; ; ;3;3;2;48; ;.;0;1; ;1;1; ;1; ;3; ; ; ; ;.; ; ; ; ; ; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;41;47;1;4;4711;800000;08;66;356,951144887463; 
5523069;1;1;1;60;66;66;1;1; ; ;1; ;1;2;2;2;24; ;1; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;7; ;1; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;1;2;1;4;12;1; ;2; ; ; ; ; ; ; ;3;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;21;31;1;1;3110;1200000;08;66;390,22287436151; 
5523071;1;1;1;60;66;66;1;1; ; ;1; ;1;2;2;2;60; ;1; ;2;1000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;50;2; ;2;4; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1;2;1;3;16;1; ;2; ; ; ; ; ; ; ;3;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;98;49;1;1;4923;1000000;08;66;482,682141893357; 
5523071;1;3;1;60;66;66;1;1; ; ;1; ;1;2;2;2;12; ;1; ;2;700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;2;4; ;11; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;97;49;1;1;4923;700000;08;66;482,682141893357; 
5523072;1;1;1;60;66;66;2; ; ; ; ; ; ; ; ; ;624; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;1;800000;1; ;3; ;12;2; ; ; ; ;3;3;2;54; ;.;54; ; ;1;1; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;84;2; ;2; ; ; ; ; ; ; ;10;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;92;18;1;4;1812;800000;08;66;284,500828881471; 
5523073;1;1;1;60;66;66;1;2;9; ;1; ;1;1;2;1;24; ;2; ;2;908000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;108000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;900000;2; ;1;450000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;7; ;1; ;1;2;1;98;1; ; ; ; ; ; ; ; ;1;1;1;1;1;12;1; ;2; ; ; ; ; ; ; ;1;2;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;2; ;79;14;1;1;1410;908000;08;66;284,500828881471; 
5523074;1;1;1;60;66;66;1;2;2;6;2;4;2;2;2;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;1100000;1; ;3; ;12;2; ; ; ; ;1;1;1;40; ;.;40; ; ;9;7; ;1; ;1;1;2;4;1;1; ; ; ; ; ; ; ; ;1;2;1;0;7;1; ;2; ; ; ; ; ; ; ;1;3;35; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;55;85;1;4;8530;1100000;08;66;359,75566831062;8413
5523074;1;2;1;60;66;66;1;2;1; ;1; ;1;1;1;1;12; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;454263;1;438900;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;40;2; ;4;7; ;1; ;1;1;1;8;1;1; ; ; ; ; ; ; ; ;1;1;1;6;12;1; ;2; ; ; ; ; ; ; ;7;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;45;45;1;1;4530;908526;08;66;359,75566831062; 
5523075;1;1;1;60;66;66;1;2;1; ;1; ;1;1;1;1;1; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;1; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;1;12;12;1; ;2; ; ; ; ; ; ; ;1;3;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;38;82;1;1;8220;908526;08;66;380,322086304534; 
5523075;1;2;1;60;66;66;1;2;1; ;1; ;1;1;1;1;2; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;2; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;38;82;1;1;8220;908526;08;66;380,322086304534; 
5523076;1;1;1;60;66;66;1;2;9; ;1; ;1;1;2;1;7; ;1; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;403000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;0;1;1; ;1; ; ; ; ; ; ;1;1;1;0;6;1; ;2; ; ; ; ; ; ; ;3;2;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;79;14;1;1;1410;908526;08;66;383,80956887564; 
5523076;1;2;1;60;66;66;1;2;9; ;1; ;1;1;2;1;6; ;1; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;378000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;0;1;1; ;1; ; ; ; ; ; ;1;1;1;0;7;1; ;2; ; ; ; ; ; ; ;3;2;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;79;14;1;1;1410;908526;08;66;383,80956887564; 
5523080;1;4;1;60;66;66;1;2;1; ;1; ;1;1;2;1;12; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;893000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;1;1;2;18;2; ;2; ; ; ; ; ; ; ;1;13;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;97;22;1;1;2229;908526;08;66;277,373558729247; 
5523081;1;1;1;60;66;66;1;2;2;12;1; ;1;1;1;1;2; ;2; ;2;908526;2; ; ;2; ;2; ;1;106454;2; ;2; ; ;1;106454;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;2; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;10;12;1; ;2; ; ; ; ; ; ; ;1;7;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;85;27;1;1;2711;908526;08;66;446,386492121418; 
5523082;1;2;1;60;66;66;1;1; ; ;1; ;1;2;2;2;60; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;113600;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;4;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;4; ;2; ; ; ; ; ; ; ;2;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;57;96;1;1;9602;900000;08;66;415,005488095564; 
5523082;1;3;1;60;66;66;1;1; ; ;1; ;1;2;2;2;12; ;2; ;2;950000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;3;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;6;1; ;2; ; ; ; ; ; ; ;1;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;53;56;1;1;5613;950000;08;66;415,005488095564; 
5523083;1;2;1;60;66;66;2; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3;1000000;1; ;3; ;12;2; ; ; ; ;3;3;2;40; ;.;40; ; ;1;1; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;120;1; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;21;70;1;4;7020;1000000;08;66;284,500828881471; 
5523084;1;1;1;60;66;66;2; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;3;900000;1; ;3; ;12;1;1;1;0;0;3;3;2;60; ;.;60; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;12;1; ;2; ; ; ; ; ; ; ;10;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;87;45;1;5;4520;900000;08;66;388,979513843403; 
5523087;1;2;1;60;66;66;2; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;400000;1; ;3; ;12;2; ; ; ; ;3;1;1;30;1; ;30; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;1;18;1;1;1;1;2;1;2;2;2;2;2;2;2; ;1;1;2;2;2;2;1;1;3; ;77;56;1;4;5619;400000;08;66;285,642761603175; 
5523089;1;2;1;60;66;66;1;2;1; ;1; ;1;1;1;1;48; ;2; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;1;35000;2;2; ; ;2; ; ;2; ; ;1;600000;1;600000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;15;1;1; ; ; ; ; ; ; ; ;1;1;1;0;60;1; ;2; ; ; ; ; ; ; ;9;8;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;33;86;1;2;8610;1200000;08;66;358,073205913962; 
5523092;1;2;1;60;66;66;1;2;1; ;1; ;1;1;1;1;48; ;1; ;2;1000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;1;37000;2;2; ; ;2; ; ;2; ; ;1;500000;1;1000000;1;500000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;44; ;.;44; ; ;9;7; ;1; ;1;2;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;1;6;1; ;2; ; ; ; ; ; ; ;1;5;35; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;33;35;1;2;3511;1000000;08;66;358,073205913962; 
5523094;1;1;1;60;66;66;2; ; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;850000;1; ;3; ;12;2; ; ; ; ;3;1;1;48; ;.;40;2; ;1;5; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;1; ;2; ; ; ; ; ; ; ;1;3;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;57;96;1;4;9602;850000;08;66;386,174990420246; 
5523095;1;1;1;60;66;66;1;2;1; ;1; ;1;1;1;1;4; ;2; ;2;950000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;220000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;7; ;1; ;1;2;1;30;1;1; ; ; ; ; ; ; ; ;1;1;1;4;12;1; ;2; ; ; ; ; ; ; ;7;2;45; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;77;47;1;1;4711;950000;08;66;305,475343235531; 
5523095;1;2;1;60;66;66;1;2;1; ;1; ;1;1;1;1;96; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;454263;1;438900;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;7; ;1; ;1;1;1;8;1;1; ; ; ; ; ; ; ; ;1;1;1;4;14;1; ;2; ; ; ; ; ; ; ;1;2;50; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;33;55;1;1;5511;908526;08;66;305,475343235531; 
5523095;1;3;1;60;66;66;1;2;1; ;1; ;1;1;1;1;96; ;2; ;2;1500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;750000;1;750000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;40;2; ;9;7; ;1; ;1;1;1;8;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2;45; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;30;82;1;1;8220;1500000;08;66;305,475343235531; 
5523097;1;1;1;60;66;66;1;2;2;12;1; ;1;1;2;1;36; ;2; ;2;1200000;9; ; ;2; ;2; ;2; ;2; ;2; ; ;9; ; ;2; ; ;2; ; ;9; ; ;9; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;60; ; ;9;7; ;1; ;1;2;1;20;1;1; ; ; ; ; ; ; ; ;1;1;1;24;24;2; ;2; ; ; ; ; ; ; ;1;2;60; ;2; ; ; ;1;1;1;1;1;2;2;1;2;2;2; ;2;2;1;2;2;2;1;2;1; ;59;86;1;1;8610;1200000;08;66;372,75571427376; 
5523098;1;1;1;60;66;66;2; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;3;900000;1; ;3; ;12;1;2;0;0;2;3;3;2;40; ;.;40; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;120;1; ;2; ; ; ; ; ; ; ;10;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;79;31;1;4;3110;900000;08;66;388,124116683606; 
5523098;1;2;1;60;66;66;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;80000;1; ;3; ;1;2; ; ; ; ;2;4;2;40; ;.;40; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;48;7;1; ;1;66;8;6; ; ;2;7;9;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;79;14;1;4;1410;80000;08;66;388,124116683606; 
5523098;1;4;1;60;66;66;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;100000;1; ;1; ;2;2; ; ; ; ;3;1;2;40; ;.;40; ; ;1;6; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;10;12;4; ;1;66;8;6; ; ;2;7;11;13;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;45;47;1;4;4781;100000;08;66;388,124116683606; 
5523099;1;1;1;60;66;66;1;2;1; ;1; ;1;1;1;1;60; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;454263;1;438900;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;40;2; ;4;7; ;1; ;1;1;1;14;1;1; ; ; ; ; ; ; ; ;1;1;1;2;8;1; ;2; ; ; ; ; ; ; ;1;5;70; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;97;47;1;1;4721;908526;08;66;390,22287436151; 
5523101;1;1;1;60;66;66;1;1; ; ;1; ;1;2;2;2;36; ;1; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;55; ;.;55; ; ;2;7; ;1; ;1;2;2;23;1;1; ; ; ; ; ; ; ; ;1;2;1;0;144;1; ;2; ; ; ; ; ; ; ;2;2;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;45;47;1;1;4721;800000;08;66;300,305398267768; 
5523102;1;1;1;60;66;66;2; ; ; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3;900000;1; ;3; ;12;2; ; ; ; ;3;3;2;48; ;.;48; ; ;1;5; ;1; ;1;1;2;10;1;1; ; ; ; ; ; ; ; ;2;2;1;0;12;8; ;2; ; ; ; ; ; ; ;1;11;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;61;81;1;4;8130;900000;08;66;272,203613761484; 
5523102;1;3;1;60;66;66;1;2;1; ;1; ;1;1;1;1;1; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;4; ;2; ; ; ; ; ; ; ;8;2;45; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;79;14;1;1;1410;908526;08;66;272,203613761484; 
5523103;1;2;1;60;66;66;1;2;1; ;1; ;1;1;1;1;72; ;2; ;2;908526;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;2;2; ; ;2; ; ;2; ; ;2; ; ;1;454000;1;436000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;5; ;1; ;1;2;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;2;36;1; ;2; ; ; ; ; ; ; ;1;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;97;47;1;1;4752;908526;08;66;458,209011144991; 
