DIRECTORIO;SECUENCIA_P;ORDEN;P6016;P3271;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;HOGAR;CLASE;P3038;P3039;AREA;LGB_Numerica;LGB_sectores;Trans_numerica;LGBT_Numerica;Discapacidad;Dificultad;Campesina;POB_MAY18;MES;PERIODO;DPTO;pt;FEX_C18;PER;REGIS
5045449;1;2;2;2;9;1970;51;2;2;;2;;1;;1;6;;;3;1;1;;1;1;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;558.39147744;2022;10
5045449;1;3;2;2;12;2009;12;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;1;;;;;1;9;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;2;;;;;;;;0;0;1;;02;20220208;66;1;558.39147744;2022;10
5045450;1;1;1;1;7;1959;62;1;3;;2;;1;;1;6;;;2;1;2;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;662.15547291;2022;10
5045450;1;2;2;2;9;1963;58;2;2;;3;;1;;1;6;;;2;1;1;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;662.15547291;2022;10
5045450;1;3;3;2;12;1984;37;3;1;2;1;1;1;;1;6;;;4;;;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;662.15547291;2022;10
5045451;1;1;1;2;10;1997;24;1;2;;2;;1;;1;6;;;2;1;2;1;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;515.68882828;2022;10
5045451;1;2;2;1;3;1994;27;2;2;;2;;1;;1;6;;;2;1;1;1;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;515.68882828;2022;10
5045451;1;3;3;1;6;2016;5;3;1;1;1;2;1;;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;1;2;;;;;;;;0;0;1;;02;20220208;66;1;515.68882828;2022;10
5045452;1;1;1;2;2;1975;47;1;2;;3;;1;;1;6;;;4;;;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;485.04718145;2022;10
5045453;1;1;1;1;12;1967;54;1;2;;2;;1;;1;6;;;3;1;2;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;535.95332795;2022;10
5045453;1;2;2;2;7;1969;52;2;2;;2;;1;;1;6;;;3;1;1;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;535.95332795;2022;10
5045453;1;3;2;1;3;2005;16;9;2;;2;;1;;1;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;1;2;;;;;;;;0;0;1;;02;20220208;66;1;535.95332795;2022;10
5045454;1;1;1;1;9;1972;49;1;2;;2;;1;;1;6;;;3;1;2;;;;1;1;1;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;660.74001975;2022;10
5045454;1;2;2;2;10;1971;50;2;3;;3;;1;;1;6;;;3;1;1;;;;;;;;;;;1;;1;1;1;125000;4;4;4;4;4;4;4;4;1;2;;11;2;112;8;112;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;660.74001975;2022;10
5045454;1;3;3;1;8;2001;20;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;660.74001975;2022;10
5045454;1;4;4;1;6;2008;13;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;2;;;;;;;;0;0;1;;02;20220208;66;1;660.74001975;2022;10
5045455;1;1;1;1;4;1955;66;1;3;;3;;1;;1;6;;;3;1;2;1;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;700.16204873;2022;10
5045455;1;2;2;2;10;1966;55;2;2;;2;;1;;1;6;;;3;1;1;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;700.16204873;2022;10
5045455;1;3;3;2;9;2011;10;8;2;;2;;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;2;;;;;;;;0;0;1;;02;20220208;66;1;700.16204873;2022;10
5045456;1;1;1;1;9;1998;23;1;2;;2;;1;;1;6;;;2;1;2;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;443.7460572;2022;10
5045456;1;2;2;2;4;2004;17;2;2;;3;;1;;1;6;;;2;1;1;;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;1;2;;;;;;;;0;0;1;;02;20220208;66;1;443.7460572;2022;10
5045457;1;1;1;1;12;1957;64;1;2;;3;;1;;1;6;;;2;1;2;;;;;;;;;;;1;;1;3;;;4;4;4;4;2;4;4;4;2;2;;1;0;;;;1;2;2;1;;0;;0;0;1;1;1;1;02;20220208;66;1;625.84886562;2022;10
5045457;1;2;2;2;5;1966;55;2;3;;3;;1;;1;6;;;2;1;1;;;;;;;;;;;1;;1;3;;;4;4;1;4;4;4;4;4;1;2;;3;4;;;;1;2;1;2;;0;;0;0;1;1;1;1;02;20220208;66;1;625.84886562;2022;10
5045458;1;1;1;1;8;1953;68;1;3;;3;;1;;1;6;;;3;1;2;1;1;1;;1;;;;;;;;1;3;;;4;4;4;3;4;4;4;4;1;2;;3;2;;;;1;1;2;1;;0;;0;0;0;1;1;1;02;20220208;66;1;149.24300241;2022;10
5045458;1;2;2;2;4;1961;60;2;3;;3;;1;;1;6;;;3;1;1;1;;1;1;;;;;;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;2;;;;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;149.24300241;2022;10
5045459;1;1;1;2;8;1988;33;1;2;;2;;1;;1;5;;;6;;;1;1;1;1;;;;;1;;;;1;1;3;117000;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;136.0776364;2022;10
5045460;1;1;1;2;2;1993;29;1;2;;2;;2;2;1;6;;;2;1;2;;;;1;;;;;;;;;1;1;1;86000;4;4;4;4;4;4;4;4;1;2;;10;10;411;7;411;1;1;1;2;;0;;0;0;0;0;0;1;02;20220208;66;1;211.88386418;2022;10
5045460;1;2;1;1;4;1993;28;2;2;;2;;1;;1;6;;;2;1;1;;;;1;;;;;;;;;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;211.88386418;2022;10
5045460;1;3;1;2;7;2019;2;3;1;1;1;2;1;;1;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;3;2;4;;;;;;;;;1;1;;;;;;;;;;1;;02;20220208;66;1;211.88386418;2022;10
5045461;1;1;1;1;2;1976;45;1;3;;3;;1;;1;6;;;4;;;1;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;202.36472493;2022;10
5045462;1;1;1;1;9;1982;39;1;2;;3;;2;2;2;6;;;3;1;2;;;;1;;;1;;;;;;1;1;3;125000;4;4;4;4;4;4;4;4;1;2;;10;8;231;3;;1;1;2;1;;0;;0;0;0;0;0;1;02;20220208;66;1;205.02651783;2022;10
5045462;1;2;2;2;11;1993;28;2;2;;2;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;9;5;229;6;229;1;1;1;2;;0;;0;0;0;0;0;1;02;20220208;66;1;205.02651783;2022;10
5045463;1;1;1;1;2;1993;29;1;2;;2;;2;2;2;6;;;2;1;2;;;;1;;;;;;;;;1;1;1;46000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;;0;;0;0;0;0;0;1;02;20220208;66;1;163.38587203;2022;10
5045463;1;2;2;2;6;1997;24;2;2;;2;;1;;1;6;;;2;1;1;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;188;5;188;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;163.38587203;2022;10
5045464;1;1;1;2;2;1985;36;1;2;;3;;1;;2;6;;;6;;;;1;1;;;;;1;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;2;2;;1;2;0;1;0;0;0;1;02;20220208;66;1;121.19155087;2022;10
5045464;1;2;2;1;9;2013;8;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;2;4;4;4;4;4;4;1;1;1;3;2;;;;1;1;;;;;;;;1;1;0;;02;20220208;66;1;121.19155087;2022;10
5045465;1;1;1;2;9;1985;36;1;3;;1;6;1;;1;6;;;4;;;;1;1;1;;;;;;;;;1;1;1;46000;4;4;4;4;4;4;4;4;1;1;1;10;9;113;7;113;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;230.25964547;2022;10
5045465;1;2;2;1;10;2000;21;3;1;1;2;;1;;1;6;;;6;;;;1;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;230.25964547;2022;10
5045465;1;3;3;1;10;2003;18;3;1;1;2;;2;2;1;6;;;6;;;;;;1;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;1;2;1;;0;;0;0;0;0;0;1;02;20220208;66;1;230.25964547;2022;10
5045465;1;4;1;1;4;2006;15;3;1;1;2;;2;2;1;6;;;6;;;;;;1;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;1;;;;;;;;0;0;0;;02;20220208;66;1;230.25964547;2022;10
5045465;1;5;1;2;11;2011;10;3;1;1;2;;2;2;1;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;1;;;;;;;;0;0;0;;02;20220208;66;1;230.25964547;2022;10
5045465;1;6;6;1;4;1952;69;4;3;;3;;1;;1;6;;;5;;;;;;1;;;1;;1;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;230.25964547;2022;10
5045466;1;1;1;1;3;1993;28;1;2;;2;;2;1;1;1;281_01;;2;1;2;;1;;1;;;1;;;;;;1;1;1;46000;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;2;1;;0;;0;0;0;0;0;1;02;20220208;66;1;768.5706241;2022;10
5045466;1;2;2;2;9;2001;20;2;2;;2;;1;;1;1;281_01;;2;1;1;;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;768.5706241;2022;10
5045466;1;3;2;1;10;2017;4;3;1;2;1;1;1;;1;1;281_01;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;;;;;;;;;;1;;02;20220208;66;1;768.5706241;2022;10
5045466;1;4;2;1;6;2019;2;3;1;2;1;1;1;;1;1;281_01;;;;;;;;;;;;;;;;;1;3;;;4;2;4;4;4;1;2;4;;;;;;;;;1;2;;;;;;;;;;1;;02;20220208;66;1;768.5706241;2022;10
5045467;1;1;1;2;11;1972;49;1;2;;2;;1;;1;5;;;2;2;;;1;1;1;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;513.81315705;2022;10
5045467;1;2;2;2;5;2006;15;9;2;;2;;1;;1;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;4;;;;1;2;;;;;;;;0;0;1;;02;20220208;66;1;513.81315705;2022;10
5045468;1;1;1;1;9;1963;58;1;2;;3;;1;;1;5;;;5;;;;;;1;;;;;;;;;1;1;4;;4;4;4;4;3;4;4;4;1;2;;4;1;;;;1;2;2;1;;0;;0;0;0;1;1;1;02;20220208;66;1;759.10291321;2022;10
5045469;1;1;1;2;2;1952;70;1;2;;2;;1;;2;5;;;4;;;;1;1;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;2;1;2;;0;;0;0;0;0;0;1;02;20220208;66;1;530.40441452;2022;10
5045470;1;1;1;1;1;1948;74;1;3;;3;;1;;1;5;;;2;1;2;;1;;1;;;;;;;;;1;3;;;4;4;3;3;3;4;4;4;1;2;;3;5;;;;1;2;2;1;;0;;0;0;0;1;1;1;02;20220208;66;1;751.01863874;2022;10
5045470;1;2;2;2;12;1949;72;2;3;;3;;1;;1;5;;;2;1;1;;1;1;1;;;;;;;;;1;3;;;4;4;4;3;3;4;4;4;2;2;;1;0;;;;1;2;1;2;;0;;0;0;0;1;1;1;02;20220208;66;1;751.01863874;2022;10
5045471;1;1;1;1;1;1974;48;1;3;;3;;1;;1;5;;;2;1;2;;1;1;1;1;1;1;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;797.17823339;2022;10
5045471;1;2;2;2;1;1998;24;2;2;;3;;1;;1;5;;;2;1;1;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;797.17823339;2022;10
5045471;1;3;2;1;7;2017;4;3;1;2;2;;1;;1;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;2;;;;;;;;;;1;;02;20220208;66;1;797.17823339;2022;10
5045471;1;4;2;2;3;2020;1;3;1;2;1;1;1;;1;5;;;;;;;;;;;;;;;;;;1;3;;;4;2;4;4;4;4;2;4;;;;;;;;;1;2;;;;;;;;;;1;;02;20220208;66;1;797.17823339;2022;10
5045471;1;5;2;2;11;2021;0;3;1;2;1;1;1;;1;5;;;;;;;;;;;;;;;;;;1;3;;;4;1;4;1;2;1;1;1;;;;;;;;;1;2;;;;;;;;;;1;;02;20220208;66;1;797.17823339;2022;10
5045472;1;1;1;2;4;1958;63;1;3;;3;;1;;1;5;;;3;1;2;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;528.07908544;2022;10
5045472;1;2;2;1;11;1969;52;2;3;;2;;1;;1;5;;;3;1;1;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;528.07908544;2022;10
5045472;1;3;3;1;1;1991;31;3;1;1;1;2;1;;1;5;;;2;2;;;1;1;1;;;;;;;;;1;1;1;98;4;4;4;4;4;4;4;4;1;2;;10;10;313;7;313;1;2;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;528.07908544;2022;10
5045473;1;1;1;1;2;1993;28;1;2;;2;;2;1;2;5;;;2;1;2;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;2;2;1;;0;;0;0;0;0;0;1;02;20220208;66;1;807.82696239;2022;10
5045473;1;2;2;2;12;1984;37;2;2;;2;;2;1;2;5;;;2;1;1;;1;1;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1;2;;0;;0;0;0;0;0;1;02;20220208;66;1;807.82696239;2022;10
5045473;1;3;3;1;12;1998;23;3;1;2;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1;1;;1;1;0;1;0;0;0;1;02;20220208;66;1;807.82696239;2022;10
5045473;1;4;4;2;6;2001;20;3;1;2;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;2;1;2;;0;;0;0;0;0;0;1;02;20220208;66;1;807.82696239;2022;10
5045473;1;5;4;2;6;2021;0;13;2;;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;1;2;;;;;;;;;;0;;02;20220208;66;1;807.82696239;2022;10
5045473;1;6;6;1;2;2004;17;3;1;2;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;;;;;;;;0;0;0;;02;20220208;66;1;807.82696239;2022;10
5045473;1;7;7;2;5;2006;15;3;1;2;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;;;;;;;;0;0;0;;02;20220208;66;1;807.82696239;2022;10
5045473;1;8;8;1;12;2008;13;3;1;2;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;2;;;;;;;;0;0;0;;02;20220208;66;1;807.82696239;2022;10
5045474;1;1;1;2;3;1952;69;1;3;;3;;1;;1;6;;;5;;;;1;1;1;;;;;1;;;;1;3;;;4;4;4;2;3;4;3;4;1;2;;3;2;;;;1;1;1;2;;0;;0;0;1;1;1;1;02;20220208;66;1;284.16071158;2022;10
5045474;1;2;2;1;7;1972;49;3;1;1;3;;1;;1;6;;;6;;;;1;1;1;1;;1;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;284.16071158;2022;10
5045474;1;3;3;2;12;1970;51;3;1;1;3;;1;;1;6;;;4;;;;1;1;1;1;;1;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;284.16071158;2022;10
5045474;1;4;4;1;11;2002;19;8;1;3;3;;1;;1;6;;;6;;;;1;1;;1;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;284.16071158;2022;10
5045475;1;1;1;1;9;1993;28;1;2;;3;;1;;1;6;;;6;;;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;217.84782938;2022;10
5045475;1;2;2;2;6;2000;21;6;2;;2;;2;2;1;6;;;6;;;;1;1;1;;;;;;;;;1;1;3;73000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;;0;;0;0;0;0;0;1;02;20220208;66;1;217.84782938;2022;10
5045476;1;1;1;1;10;1971;50;1;3;;3;;1;;1;6;;;2;2;;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;269.81963324;2022;10
5045477;1;1;1;2;9;1995;26;1;2;;3;;2;1;1;6;;;2;1;2;;;1;1;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;112;5;112;1;1;1;2;;0;;0;0;0;0;0;1;02;20220208;66;1;214.37874247;2022;10
5045477;1;2;2;1;11;1992;29;2;2;;2;;1;;1;6;;;2;1;1;;1;1;1;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;613;5;613;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;214.37874247;2022;10
5045477;1;3;3;1;2;2016;6;3;1;1;1;2;2;2;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;1;;;;1;1;;;;;;;;0;0;0;;02;20220208;66;1;214.37874247;2022;10
5045478;1;1;1;2;12;1974;47;1;2;;3;;1;;1;6;;;2;1;2;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;236.10635325;2022;10
5045478;1;2;2;1;3;1986;35;2;2;;2;;1;;1;6;;;2;1;1;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;236.10635325;2022;10
5045478;1;3;3;1;5;1994;27;3;1;1;3;;1;;1;6;;;6;;;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;236.10635325;2022;10
5045478;1;4;4;1;5;2010;11;3;1;1;2;;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;1;;;;;;;;0;0;1;;02;20220208;66;1;236.10635325;2022;10
5045479;1;1;1;1;11;1958;63;1;2;;2;;2;2;2;6;;;5;;;1;1;;1;;;;;;;;;1;1;5;;4;4;2;4;4;4;4;4;1;2;;3;2;;;;1;1;2;1;;0;;0;0;1;1;0;1;02;20220208;66;1;180.94474638;2022;10
5045479;1;2;2;1;11;1998;23;3;2;;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;3;4;4;2;4;3;2;2;;1;0;;;;1;1;2;1;;0;;0;0;1;1;0;1;02;20220208;66;1;180.94474638;2022;10
5045480;1;1;1;1;6;1996;25;1;2;;2;;2;1;1;6;;;2;1;2;;1;1;1;;1;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;1;2;1;;0;;0;0;0;0;0;1;02;20220208;66;1;239.46059071;2022;10
5045480;1;2;2;2;7;2001;20;2;2;;2;;1;;1;6;;;2;1;1;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;239.46059071;2022;10
5045480;1;3;2;2;12;2019;2;3;1;2;1;1;2;2;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;2;4;;;;;;;;;1;1;;;;;;;;;;0;;02;20220208;66;1;239.46059071;2022;10
5045480;1;4;1;1;12;2012;9;6;2;;2;;1;;1;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;;;;;;0;0;1;;02;20220208;66;1;239.46059071;2022;10
5045481;1;1;1;1;5;1988;33;1;2;;2;;1;;1;6;;;2;1;2;1;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;214.37874247;2022;10
5045481;1;2;2;2;12;1987;34;2;2;;2;;1;;1;6;;;2;1;1;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;415;5;415;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;214.37874247;2022;10
5045481;1;3;2;1;12;2015;6;3;1;2;1;1;2;2;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;1;;;;1;1;;;;;;;;0;0;0;;02;20220208;66;1;214.37874247;2022;10
5045482;1;1;1;1;1;1977;45;1;3;;3;;1;;1;6;;;3;1;2;;;;;;;;;;;1;;1;1;3;117000;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;194.18201134;2022;10
5045482;1;2;2;2;9;1974;47;2;2;;2;;1;;1;6;;;3;1;1;;;;;;;;;1;;;;1;1;1;46000;4;4;4;4;4;4;4;4;1;2;;9;6;322;6;322;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;194.18201134;2022;10
5045482;1;3;3;1;6;2003;18;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;;0;;0;0;0;0;1;1;02;20220208;66;1;194.18201134;2022;10
5045482;1;4;2;1;10;2006;15;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;1;;;;;;;;0;0;1;;02;20220208;66;1;194.18201134;2022;10
5045482;1;5;5;2;3;1936;85;9;2;;3;;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;1;1;2;;0;;0;0;0;0;1;1;02;20220208;66;1;194.18201134;2022;10
5045485;1;1;1;2;3;1985;36;1;2;;2;;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;1;1;98;4;4;4;4;4;4;4;4;1;2;;11;4;421;8;421;1;1;1;2;;0;;0;0;0;0;0;1;02;20220206;05;1;417.61256819;2022;10
5045485;1;2;2;2;10;2013;8;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;2;2;0;;;;1;1;;;;;;;;0;0;0;;02;20220206;05;1;417.61256819;2022;10
5045486;1;1;1;2;5;1951;70;1;3;;3;;2;2;2;6;;;6;;;1;;;;;;;;1;;;;1;3;;;4;4;4;2;4;4;4;4;2;2;;3;1;;;;1;1;1;2;05;0;;0;0;1;1;0;1;02;20220207;05;1;1446.6171525;2022;10
5045487;1;1;1;2;1;1996;26;1;2;;2;;2;2;2;6;;;6;;;;;;1;;;;;;;;;1;1;1;25000;4;4;4;4;4;4;4;4;1;2;;8;4;919;5;919;1;1;1;2;05;0;;0;0;0;0;0;1;02;20220207;05;1;1480.1652747;2022;10
5045488;1;1;1;1;12;1990;31;1;1;2;2;;2;2;2;6;;;6;;;;1;;1;;;;;;;;;1;1;4;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;2;1;05;0;;0;0;0;0;0;1;02;20220207;05;1;1640.1772487;2022;10
