DIRECTORIO;SECUENCIA_P;ORDEN;P6016;P3271;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;HOGAR;CLASE;P3038;P3039;AREA;LGB_Numerica;LGB_sectores;Trans_numerica;LGBT_Numerica;Discapacidad;Dificultad;Campesina;POB_MAY18;MES;PERIODO;DPTO;pt;FEX_C18;PER;REGIS
5035325;1;3;1;2;7;2010;11;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;69.842234078;2022;10
5035326;1;1;1;2;6;1998;23;1;2;;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;1;3;200000;4;4;4;4;4;4;4;4;1;2;;10;10;919;7;919;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;47.755032812;2022;10
5035326;1;2;2;2;7;1996;25;13;2;;2;;2;2;2;6;;;6;;;1;;;;;;;;1;;;;1;1;3;200000;4;4;4;4;4;4;4;4;1;2;;10;10;919;7;919;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;47.755032812;2022;10
5035327;1;1;1;1;5;1985;36;1;2;;2;;1;;2;5;;;2;1;2;;;;;;;;;;;1;;1;1;4;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.600440199;2022;10
5035327;1;2;2;2;3;1989;32;2;2;;2;;1;;2;6;;;2;1;1;;;;;;;;;;;1;;1;1;4;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.600440199;2022;10
5035327;1;3;1;1;5;2014;7;3;1;2;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;3;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;69.600440199;2022;10
5035327;1;4;1;2;9;2021;0;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;69.600440199;2022;10
5035328;1;1;1;2;11;1989;32;1;2;;3;;2;2;2;6;;;2;1;2;;;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.544980882;2022;10
5035328;1;2;2;1;8;1988;33;2;2;;2;;2;2;2;6;;;2;1;1;;;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.544980882;2022;10
5035328;1;3;1;2;8;2006;15;3;2;;1;2;2;2;2;6;;;6;;;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;1;1;4;4;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;69.544980882;2022;10
5035328;1;4;1;1;4;2013;8;3;1;1;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;2;1;1;3;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;69.544980882;2022;10
5035328;1;5;1;1;9;2014;7;3;1;1;1;2;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;3;4;4;4;4;4;4;2;1;1;3;0;;;;1;1;;;27;;;;;0;1;0;;02;20220205;27;1;69.544980882;2022;10
5035328;1;6;6;1;3;2006;15;6;2;;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;69.544980882;2022;10
5035329;1;1;1;2;11;1964;57;1;2;;3;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;67.737536401;2022;10
5035329;1;2;1;2;7;2007;14;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;3;4;4;4;1;1;1;4;3;;;;1;1;;;27;;;;;0;1;0;;02;20220205;27;1;67.737536401;2022;10
5035330;1;1;1;1;8;1958;63;1;2;;3;;2;2;2;5;;;5;;;1;;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;100.04142259;2022;10
5035330;1;2;2;1;5;1980;41;3;3;;1;1;2;2;2;5;;;6;;;;;;;;;;;1;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;10;4;239;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;100.04142259;2022;10
5035330;1;3;3;1;4;1983;38;3;3;;1;1;2;2;2;5;;;6;;;;;;1;;;;;;;;;1;3;;;3;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;1;0;1;02;20220205;27;1;100.04142259;2022;10
5035331;1;1;1;2;;;36;1;2;;2;;1;;2;6;;;6;;;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;47.755032812;2022;10
5035331;1;2;2;2;;;19;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;47.755032812;2022;10
5035332;1;1;1;2;11;1979;42;1;2;;2;;1;;1;6;;;3;1;2;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;2;112;5;112;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;26.040174222;2022;10
5035332;1;2;1;1;11;1975;46;2;3;;3;;1;;1;5;;;3;1;1;;;;;;;;;;;1;;1;1;2;120000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;0;1;1;02;20220205;27;1;26.040174222;2022;10
5035332;1;3;3;2;10;1998;23;3;1;1;2;;1;;1;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;6;313;2;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;26.040174222;2022;10
5035332;1;4;1;2;10;2009;12;3;1;1;1;2;1;;1;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;1;;;27;;;;;0;0;1;;02;20220205;27;1;26.040174222;2022;10
5035332;1;5;1;1;10;2011;10;3;1;1;1;2;1;;1;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;27;;;;;0;0;1;;02;20220205;27;1;26.040174222;2022;10
5035333;1;1;1;2;12;1992;29;1;3;;3;;1;;1;5;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;25.239850137;2022;10
5035333;1;2;1;1;9;2021;0;3;1;1;2;;1;;1;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;27;;;;;;;1;;02;20220205;27;1;25.239850137;2022;10
5035334;1;1;1;2;11;1952;69;1;3;;3;;2;2;2;5;;;3;2;;;;;;;;;;;;1;;1;1;2;120000;4;4;4;4;4;4;4;4;1;2;;11;2;114;8;114;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;40.764568644;2022;10
5035334;1;2;1;2;3;1979;42;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;1;5;;4;2;4;1;1;1;1;2;2;2;;1;0;;;;1;1;1;2;27;0;;0;0;1;1;0;1;02;20220205;27;1;40.764568644;2022;10
5035334;1;3;3;2;11;1972;49;10;2;;2;;1;;1;5;;;6;;;;;;;;;;;;;1;;1;1;4;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;40.764568644;2022;10
5035335;1;1;1;2;8;1947;74;1;3;;3;;1;;2;5;;;4;;;;;;;;;;;1;;;;1;1;2;180000;4;4;3;4;4;3;4;4;1;2;;3;3;;;;1;1;1;2;27;0;;0;0;0;1;0;1;02;20220205;27;1;33.257064891;2022;10
5035335;1;2;2;2;7;1972;49;3;1;1;2;;1;;2;5;;;4;;;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;112;5;112;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;33.257064891;2022;10
5035335;1;3;3;2;3;2001;20;8;1;2;2;;2;2;2;5;;;4;;;;;;;;;;1;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;4;521;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;33.257064891;2022;10
5035335;1;4;2;2;4;2005;16;8;1;2;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;33.257064891;2022;10
5035335;1;5;5;2;3;1978;43;3;1;1;2;;1;;2;5;;;4;;;1;;;;;;;;;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;9;6;521;6;521;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;33.257064891;2022;10
5035336;1;1;1;1;11;1978;43;1;2;;2;;2;2;2;5;;;3;1;2;1;;;;;;;;;;;;1;1;3;120000;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.600440199;2022;10
5035336;1;2;2;2;8;1979;42;2;2;;2;;2;2;2;5;;;3;1;1;1;;;;;;;;;;;;1;1;1;180000;4;4;4;4;4;4;4;4;1;2;;10;10;411;7;411;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;69.600440199;2022;10
5035336;1;3;1;2;12;2014;7;3;1;2;1;1;2;2;2;5;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;2;3;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;69.600440199;2022;10
5035336;1;4;4;1;11;2017;4;3;1;2;1;1;2;2;2;5;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;69.600440199;2022;10
5035337;1;1;1;2;4;1935;86;1;3;;3;;1;;2;5;;;5;;;;;;;;;;;;;1;;1;1;2;100000;3;4;3;3;4;4;4;4;1;2;;3;2;;;;1;1;1;2;27;0;;0;0;0;1;0;1;02;20220205;27;1;68.417537201;2022;10
5035337;1;2;2;1;4;1990;31;8;2;;2;;2;2;2;5;;;6;;;;;1;;;;;;;;;;1;1;3;120000;4;4;4;4;4;4;4;4;1;2;;10;10;521;7;521;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;68.417537201;2022;10
5035337;1;3;3;2;1;1993;29;8;2;;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;10;14;313;7;421;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;68.417537201;2022;10
5035337;1;4;4;1;2;2001;20;8;3;;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;0;411;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;68.417537201;2022;10
5035338;1;1;1;2;5;1984;37;1;2;;2;;2;2;2;5;;;4;;;1;;;;;;;;1;;;;1;1;3;150000;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;56.32381468;2022;10
5035339;1;1;1;2;12;1957;64;1;3;;3;;2;2;2;5;;;6;;;;;;;;;;;1;;;;1;1;2;150000;4;4;4;3;4;4;4;4;1;2;;8;4;415;5;415;1;1;1;2;27;0;;0;0;0;1;0;1;02;20220205;27;1;67.737536401;2022;10
5035339;1;2;1;2;5;2011;10;8;2;;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;67.737536401;2022;10
5035340;1;1;1;2;1;1950;72;1;3;;3;;1;;2;5;;;5;;;1;;;;;;;;1;;;;1;1;2;100000;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;74.943488177;2022;10
5035340;1;2;2;1;3;1995;26;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;731;7;731;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;74.943488177;2022;10
5035340;1;3;1;2;1;1985;37;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;2;4;4;4;2;4;2;2;2;;1;0;;;;1;1;1;2;27;0;;0;0;1;1;0;1;02;20220205;27;1;74.943488177;2022;10
5035340;1;4;1;1;3;2001;20;8;1;3;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;1;4;3;3;1;3;1;2;2;;1;0;;;;1;1;2;1;27;0;;0;0;1;1;0;1;02;20220205;27;1;74.943488177;2022;10
5035340;1;5;5;1;2;1997;25;8;2;;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;9;732;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;74.943488177;2022;10
5035341;1;1;1;2;1;1967;55;1;2;;2;;2;2;2;5;;;4;;;1;;;;;;;;;;;;1;1;2;150000;4;3;4;4;4;4;4;4;1;2;;10;10;113;7;113;1;1;1;2;27;0;;0;0;0;1;0;1;02;20220205;27;1;73.418774871;2022;10
5035341;1;2;2;1;11;2005;16;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;73.418774871;2022;10
5035342;1;1;1;1;8;1990;31;1;3;;2;;2;2;2;5;;;2;1;2;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;10;10;913;7;913;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;68.513933815;2022;10
5035342;1;2;2;2;6;1988;33;2;2;;2;;2;2;2;5;;;2;1;1;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;10;10;411;7;411;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;68.513933815;2022;10
5035342;1;3;2;1;9;2017;4;3;1;2;1;1;2;2;2;5;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;68.513933815;2022;10
5035342;1;4;2;1;3;2020;1;3;1;2;1;1;2;2;2;5;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;68.513933815;2022;10
5035343;1;1;1;2;7;1983;38;1;3;;3;;1;;2;5;;;2;2;;;;;;;;;;;;1;;1;3;;;4;4;3;3;4;4;4;4;2;2;;1;0;;;;1;1;1;2;27;0;;0;0;0;1;0;1;02;20220205;27;1;63.074489223;2022;10
5035343;1;2;1;1;2;2009;12;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;63.074489223;2022;10
5035343;1;3;1;2;2;2014;8;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;2;4;4;4;4;4;1;1;1;3;2;;;;1;1;;;27;;;;;1;1;0;;02;20220205;27;1;63.074489223;2022;10
5035344;1;1;1;1;8;1965;56;1;2;;3;;1;;1;5;;;6;;;;;;;;;;;;;1;;1;1;1;85000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;0;1;1;02;20220205;27;1;60.702522317;2022;10
5035344;1;2;2;2;5;1988;33;9;2;;2;;1;;1;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;2;112;5;112;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;60.702522317;2022;10
5035344;1;3;2;2;1;2011;11;9;1;2;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;60.702522317;2022;10
5035344;1;4;2;1;4;2012;9;9;1;2;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;60.702522317;2022;10
5035344;1;5;2;1;1;2015;7;9;1;2;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;60.702522317;2022;10
5035344;1;6;2;1;12;2002;19;9;1;2;2;;2;2;2;5;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;60.702522317;2022;10
5035344;1;7;7;1;;;27;9;2;;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;9;719;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;60.702522317;2022;10
5035345;1;1;1;2;12;1986;35;1;2;;2;;2;2;2;5;;;6;;;;;;;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;721;5;721;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;44.78702211;2022;10
5035345;1;2;2;1;1;2007;15;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;2;4;3;4;2;4;2;1;1;1;3;5;;;;1;1;;;27;;;;;1;1;0;;02;20220205;27;1;44.78702211;2022;10
5035345;1;3;3;1;12;1990;31;6;2;;2;;2;2;2;5;;;6;;;;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;8;4;919;5;919;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;44.78702211;2022;10
5035347;1;1;1;2;1;1990;32;1;2;;2;;2;9;9;5;;;6;;;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;11;3;313;8;313;1;1;1;2;27;0;;0;0;0;0;9;1;02;20220205;27;1;48.193924115;2022;10
5035347;1;2;2;2;1;2015;7;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;3;4;3;3;3;1;2;;3;1;;;;1;1;;;27;;;;;0;1;0;;02;20220205;27;1;48.193924115;2022;10
5035348;1;1;1;2;3;1988;33;1;2;;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;44.256494725;2022;10
5035348;1;2;2;1;3;2005;16;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;44.256494725;2022;10
5035348;1;3;3;2;10;2011;10;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;44.256494725;2022;10
5035348;1;4;1;2;8;2014;7;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;44.256494725;2022;10
5035349;1;1;1;2;4;1970;51;1;3;;2;;1;;1;5;;;4;;;1;1;;1;1;;;;1;;;;1;3;;;4;4;3;3;4;4;4;4;1;2;;3;5;;;;1;1;1;2;27;0;;0;0;0;1;1;1;02;20220205;27;1;29.321427949;2022;10
5035349;1;2;2;2;2;1992;30;3;1;1;2;;1;;1;5;;;6;;;;1;;1;1;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;919;5;919;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;29.321427949;2022;10
5035350;1;1;1;1;10;1981;40;1;2;;2;;2;2;2;5;;;2;1;2;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;37.666341616;2022;10
5035350;1;2;2;2;3;1982;39;2;2;;3;;2;2;2;5;;;2;1;1;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;37.666341616;2022;10
5035350;1;3;2;2;11;2005;16;3;1;2;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;2;4;4;4;4;4;2;2;;1;0;;;;1;1;;;27;;;;;1;1;0;;02;20220205;27;1;37.666341616;2022;10
5035350;1;4;2;1;11;2008;13;3;1;2;1;1;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;37.666341616;2022;10
5035350;1;5;2;1;1;2010;12;3;1;2;1;1;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;37.666341616;2022;10
5035350;1;6;2;1;6;2016;5;3;1;2;1;1;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;37.666341616;2022;10
5035351;1;1;1;1;6;1955;66;1;3;;3;;1;;1;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;1;2;1;27;0;;0;0;0;0;1;1;02;20220205;27;1;69.591616513;2022;10
5035352;1;1;1;1;1;1978;44;1;3;;2;;1;;1;5;;;2;1;2;;;;;;;;;;;1;;1;1;1;80000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;27;0;;0;0;0;0;1;1;02;20220205;27;1;42.41216795;2022;10
5035352;1;2;2;2;8;1979;42;2;2;;2;;1;;1;5;;;2;1;1;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;27;0;;0;0;0;0;1;1;02;20220205;27;1;42.41216795;2022;10
5035352;1;3;2;2;4;2009;12;3;1;2;1;1;1;;1;5;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;1;1;;;27;;;;;0;0;1;;02;20220205;27;1;42.41216795;2022;10
5035352;1;4;2;2;10;2012;9;3;1;2;1;1;2;2;2;5;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;27;;;;;0;0;0;;02;20220205;27;1;42.41216795;2022;10
5035353;1;1;1;2;5;1938;83;1;3;;3;;1;;1;5;;;5;;;;;;;;;;;;;1;;1;1;2;110000;4;4;2;3;4;4;4;4;1;2;;4;1;;;;1;1;1;2;27;0;;0;0;1;1;1;1;02;20220205;27;1;51.05515675;2022;10
5035354;1;1;1;2;9;1978;43;1;2;;2;;2;2;2;5;;;2;2;;;;;;;;;;1;;;;1;3;;;4;4;4;3;4;4;4;4;1;2;;3;5;;;;1;1;1;2;27;0;;0;0;0;1;0;1;02;20220205;27;1;32.43159636;2022;10
5035354;1;2;2;1;11;1996;25;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;1;;;;1;3;;;4;4;4;3;3;4;4;4;1;2;;5;2;;2;;1;1;1;1;27;1;1;0;1;0;1;0;1;02;20220205;27;1;32.43159636;2022;10
5035354;1;3;3;2;1;2002;20;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;3;3;3;4;4;1;1;1;5;1;;1;;1;1;1;2;27;0;;0;0;0;1;0;1;02;20220205;27;1;32.43159636;2022;10
5035354;1;4;4;1;4;2014;7;3;1;1;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;3;3;4;3;4;1;2;;3;2;;;;1;1;;;27;;;;;0;1;0;;02;20220205;27;1;32.43159636;2022;10
5035354;1;5;5;2;12;2004;17;9;2;;2;;2;2;2;5;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;3;4;1;1;1;5;1;;1;;1;1;;;27;;;;;0;1;0;;02;20220205;27;1;32.43159636;2022;10
5035354;1;6;6;2;7;2018;3;9;1;5;2;;2;2;2;5;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;2;3;4;3;3;2;2;;1;0;;;;1;1;;;27;;;;;;;0;;02;20220205;27;1;32.43159636;2022;10
5035355;1;1;1;2;7;1965;56;1;2;;3;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;3;4;4;4;4;4;1;2;;10;10;411;7;411;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;34.112262574;2022;10
5035355;1;2;2;2;8;1991;30;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;1;1;95000;4;4;3;4;4;4;4;4;1;2;;10;10;411;7;411;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;34.112262574;2022;10
5035355;1;3;4;2;11;1993;28;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;3;4;4;4;4;4;1;2;;10;10;732;7;732;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;34.112262574;2022;10
5035355;1;4;5;1;2;1996;25;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;6;731;2;;1;1;2;1;27;0;;0;0;0;0;0;1;02;20220205;27;1;34.112262574;2022;10
5035355;1;5;5;2;6;1997;24;3;1;1;2;;2;2;2;5;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;3;411;2;;1;1;1;2;27;0;;0;0;0;0;0;1;02;20220205;27;1;34.112262574;2022;10
