DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,CLASE,ESC,MES,DPTO,fex_c_2011
5416324,1,3,1,10,2,1,7,2007,13,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,13,1,7,03,13,416.67110284
5416325,1,1,1,10,1,2,10,1978,42,1,5,,6,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,1,52000,2,1,2,,6,3,3,,13,1,14,03,13,341.02409501
5416326,1,1,1,10,2,1,4,1983,37,1,6,,2,2,,2,,1,2,,,,,,,1,,,,,,1,1,,,3,,,2,1,2,,6,2,3,,13,1,13,03,13,597.13132546
5416326,1,2,1,10,2,2,2,1992,29,2,6,,2,2,,2,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,4,7,,,13,1,7,03,13,597.13132546
5416326,1,3,1,10,2,2,8,2010,10,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,13,1,4,03,13,597.13132546
5416326,1,4,1,10,2,2,10,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,13,1,0,03,13,597.13132546
5416326,1,5,1,10,2,2,10,2004,16,5,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,13,1,9,03,13,597.13132546
5416328,1,1,1,10,1,1,8,1947,73,1,5,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,5,11,2,,13,1,11,03,13,341.33176384
5416328,1,2,1,10,2,2,1,1952,69,2,5,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,13,1,5,03,13,341.33176384
5416328,1,3,1,10,3,2,6,1972,48,3,5,,4,1,1,1,2,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,341.33176384
5416328,1,4,1,10,4,2,11,1996,24,4,5,,6,2,,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,4,2,2,13,1,15,03,13,341.33176384
5416328,1,5,1,10,2,1,6,1974,46,3,5,,4,1,1,1,2,,,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,6,5,4,,13,1,16,03,13,341.33176384
5416329,1,1,1,10,1,2,8,1938,82,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,3,,,2,1,2,,3,2,,,13,1,2,03,13,330.84276666
5416329,1,2,1,10,4,1,10,1930,90,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,13,1,5,03,13,330.84276666
5416329,1,3,1,10,4,2,9,1960,60,3,6,,4,1,2,1,1,,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,4,7,,,13,1,7,03,13,330.84276666
5416329,1,4,1,10,4,2,4,1985,35,4,6,,2,2,,1,3,1,5,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,13,1,11,03,13,330.84276666
5416329,1,5,1,10,4,1,1,1979,42,5,6,,2,2,,2,,1,4,,,,,,,,,1,,,,,1,,,1,1,52000,2,1,2,,6,1,3,,13,1,12,03,13,330.84276666
5416329,1,6,1,10,4,1,6,1964,56,3,6,,4,1,2,1,1,,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,330.84276666
5416329,1,7,1,10,4,1,12,1985,35,4,6,,6,2,,2,,,,,,,,,,,,1,,,,,1,,,1,1,48000,2,1,2,,6,1,3,,13,1,12,03,13,330.84276666
5416330,1,1,1,10,1,1,7,1962,58,1,6,,4,2,,2,,,,,,,,,,,,1,,,,2,1,,,3,,,2,1,2,,4,6,,,13,1,6,03,13,406.37529859
5416331,1,1,1,10,2,2,5,1968,52,1,5,,3,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,1,1,80000,2,1,2,,6,3,3,,13,1,14,03,13,425.14777707
5416331,1,2,1,10,2,1,5,1965,55,2,5,,3,3,,2,,1,1,,,,1,,,,,,,,,,1,,,1,5,,2,1,2,,6,5,4,,13,1,16,03,13,425.14777707
5416331,1,3,1,10,2,1,7,1995,25,3,5,,6,1,2,1,1,,,,,,,,,,1,,,,,,2,1,6,,,,2,1,2,,6,2,3,,13,1,13,03,13,425.14777707
5416331,1,4,1,10,4,2,4,1997,23,3,5,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,4,2,2,13,1,15,03,13,425.14777707
5416331,1,5,1,10,5,1,4,1999,21,3,5,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,6,3,3,,13,1,14,03,13,425.14777707
5416331,1,6,1,10,6,1,7,2001,19,3,5,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,2,2,2,13,1,13,03,13,425.14777707
5416332,1,1,1,10,1,1,3,1951,70,1,6,,2,3,,3,,2,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,406.37529859
5416334,1,1,1,10,2,1,3,1977,44,1,6,,3,2,,2,,1,2,,,,,,,,,1,,,,2,1,,,1,3,98,2,1,2,,6,5,4,,13,1,16,03,13,438.72396365
5416334,1,2,1,10,2,2,7,1974,46,2,6,,3,3,,2,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,6,5,4,,13,1,16,03,13,438.72396365
5416334,1,3,1,10,2,2,3,1999,22,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,4,2,2,13,1,15,03,13,438.72396365
5416334,1,4,1,10,2,2,3,2007,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,13,1,8,03,13,438.72396365
5416334,1,5,1,10,2,1,12,2009,11,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,0,,,13,1,5,03,13,438.72396365
5416335,1,1,1,10,1,1,11,1979,41,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,99,2,1,2,,6,6,5,,13,1,17,03,13,433.32563065
5416335,1,2,1,10,2,2,9,1977,43,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,99,2,1,2,,6,6,5,,13,1,17,03,13,433.32563065
5416335,1,3,1,10,1,2,1,2006,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,9,,,13,1,9,03,13,433.32563065
5416335,1,4,1,10,1,1,9,2010,10,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,3,4,,,13,1,4,03,13,433.32563065
5416336,1,1,1,10,2,1,5,1978,42,1,6,,2,3,,3,,1,2,,,,,,,,,1,,,,2,2,1,14,,,,1,1,2,,6,1,3,,13,1,12,03,13,431.00563888
5416336,1,2,1,10,2,2,11,1978,42,2,6,,2,2,,2,,1,1,,,,,,,,,1,,,,,2,1,14,,,,1,1,2,,6,1,3,,13,1,12,03,13,431.00563888
5416336,1,3,1,10,2,1,8,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,2,1,14,,,,1,1,2,,5,11,2,,13,1,11,03,13,431.00563888
5416336,1,4,1,10,2,1,12,2013,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,1,14,,,,1,1,1,2,3,1,,,13,1,1,03,13,431.00563888
5416336,1,5,1,10,2,1,4,1953,67,5,6,,3,3,,3,,2,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,4,9,,,13,1,9,03,13,431.00563888
5416337,1,1,1,10,1,2,12,1987,33,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,99,2,1,2,,6,6,5,,13,1,17,03,13,427.92729765
5416337,1,2,1,10,2,1,1,1979,42,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,3,99,2,1,2,,6,5,4,,13,1,16,03,13,427.92729765
5416337,1,3,1,10,1,1,12,2017,3,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,2,2,0,,,13,1,0,03,13,427.92729765
5416338,1,1,1,10,1,1,9,1956,64,1,5,,3,3,,2,,1,2,,,,1,,,,,,,,,2,1,,,1,5,,2,1,2,,3,5,,,13,1,5,03,13,344.6377934
5416338,1,2,1,10,1,2,4,1963,57,2,5,,3,3,,2,,1,1,,,,1,,,,,,,,,,1,,,1,3,98,2,1,2,,3,5,,,13,1,5,03,13,344.6377934
5416339,1,1,1,10,1,2,11,1955,65,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,160000,2,1,2,,5,11,2,,13,1,11,03,13,344.6377934
5416339,1,2,1,10,2,1,5,1953,67,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,13,1,11,03,13,344.6377934
5416340,1,1,1,10,2,1,8,1968,52,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,1,1,,,1,1,52000,2,1,2,,4,9,,,13,1,9,03,13,337.71806544
5416340,1,2,1,10,2,2,8,1969,51,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,7,,,13,1,7,03,13,337.71806544
5416340,1,3,1,10,2,2,7,1991,29,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,5,4,,13,1,16,03,13,337.71806544
5416340,1,4,1,10,2,2,12,1997,23,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,6,0,2,2,13,1,11,03,13,337.71806544
5416341,1,1,1,10,1,1,10,1984,36,1,6,,3,1,6,1,5,1,2,,,,,,,,,,,1,,1,1,,,1,5,,2,1,2,,5,11,2,,13,1,11,03,13,440.02325668
5416341,1,2,1,10,2,2,11,1986,34,2,6,,3,3,,3,,1,1,,,,1,,,,,,,,,,1,,,1,1,36341,2,1,2,,5,11,2,,13,1,11,03,13,440.02325668
5416341,1,3,1,10,2,1,7,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,13,1,8,03,13,440.02325668
5416341,1,4,1,10,2,2,9,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,0,,,13,1,0,03,13,440.02325668
5416341,1,5,1,10,1,2,11,1961,59,5,6,,3,3,,3,,1,6,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,440.02325668
5416341,1,6,1,10,1,1,8,1953,67,5,6,,3,3,,3,,1,5,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,440.02325668
5416342,1,1,1,10,1,2,7,1980,40,1,6,,2,2,,2,,1,2,1,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,526.37620247
5416342,1,2,1,10,1,1,8,1976,44,2,6,,2,2,,2,,1,1,1,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,526.37620247
5416342,1,3,1,10,3,2,3,2000,21,3,6,,6,1,2,1,1,,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,526.37620247
5416342,1,4,1,10,1,1,7,2010,10,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,3,,,13,1,3,03,13,526.37620247
5416342,1,5,1,10,1,2,6,2016,4,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,13,1,0,03,13,526.37620247
5416343,1,1,1,10,1,2,11,1979,41,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,6,3,3,,13,1,14,03,13,427.92729765
5416343,1,2,1,10,2,1,10,1980,40,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,6,3,3,,13,1,14,03,13,427.92729765
5416343,1,3,1,10,3,1,10,2012,8,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,13,1,2,03,13,427.92729765
5416344,1,1,1,10,1,2,3,1962,59,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,1,2,150000,2,1,2,,4,9,,,13,1,9,03,13,481.81421381
5416344,1,2,1,10,1,1,6,1986,34,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,2,1,100000,2,1,2,,6,7,5,,13,1,18,03,13,481.81421381
5416344,1,3,1,10,3,1,12,1988,32,3,6,,6,3,,1,1,,,1,,,,,,,,,,,,,2,1,13,,,,2,1,1,2,6,5,4,,13,1,16,03,13,481.81421381
5416345,1,1,1,10,1,2,6,1982,38,1,6,,3,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,6,3,3,,13,1,14,03,13,504.08075364
5416345,1,2,1,10,2,1,8,1975,45,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,6,2,3,,13,1,13,03,13,504.08075364
5416345,1,3,1,10,3,2,4,2006,14,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,13,1,9,03,13,504.08075364
5416345,1,4,1,10,4,2,11,2011,9,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,13,1,3,03,13,504.08075364
5416346,1,1,1,10,1,2,3,1973,48,1,6,,2,2,,3,,1,2,,,1,1,,,1,,1,,,,2,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,509.72167466
5416346,1,2,1,10,1,1,1,1969,52,2,6,,2,3,,2,,1,1,,,1,,1,,1,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,509.72167466
5416346,1,3,1,10,1,1,11,1999,21,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,1,1,36341,2,1,2,,6,2,2,2,13,1,13,03,13,509.72167466
5416346,1,4,1,10,1,2,5,2010,10,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,13,1,5,03,13,509.72167466
5416347,1,1,1,10,1,2,1,1967,54,1,6,,4,2,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,6,,,13,1,6,03,13,481.27885665
5416347,1,2,1,10,1,1,10,1996,24,3,6,,6,2,,1,1,,,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,6,2,2,2,13,1,13,03,13,481.27885665
5416347,1,3,1,10,1,1,5,1985,35,3,6,,4,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,2,3,,13,1,13,03,13,481.27885665
5416347,1,4,1,10,1,1,1,1988,33,3,6,,4,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,2,3,,13,1,13,03,13,481.27885665
5416348,1,1,1,10,1,1,2,1956,65,1,6,,3,3,,3,,1,2,,,1,,,,,,,,,,1,1,,,1,3,113565,2,1,2,,6,3,3,,13,1,14,03,13,338.46151522
5416348,1,2,1,10,1,2,8,1967,53,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,13,1,11,03,13,338.46151522
5416348,1,3,1,10,1,2,2,1998,23,3,6,,6,1,1,1,2,,,,,,,1,,,,,,,,,2,1,16,,,,2,1,2,,6,3,3,,13,1,14,03,13,338.46151522
5416349,1,1,1,10,1,1,9,1936,84,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,2,2,312500,2,1,2,,3,3,,,13,1,3,03,13,470.98305241
5416349,1,2,1,10,1,1,8,1988,32,3,6,,6,1,1,3,,,,,,,1,,,,,,,,,,1,,,1,1,36341,2,1,2,,5,11,2,,13,1,11,03,13,470.98305241
5416350,1,1,1,10,1,2,1,1937,84,1,6,,4,3,,3,,,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,13,1,5,03,13,229.1236958
5416350,1,2,1,10,3,2,9,1960,60,3,6,,6,3,,1,1,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,229.1236958
5416350,1,3,1,10,3,2,1,1963,58,3,6,,6,3,,1,1,,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,13,1,11,03,13,229.1236958
5416351,1,1,1,10,1,2,5,1952,68,1,6,,4,3,,3,,,,,,,,,,,,,,1,,2,1,,,2,2,669000,2,1,2,,6,7,5,,13,1,18,03,13,442.34324845
5416351,1,2,1,10,1,2,8,1974,46,3,6,,3,2,,1,1,1,3,,,,,,,,,1,,,,,1,,,1,3,113565,2,1,2,,6,3,3,,13,1,14,03,13,442.34324845
5416351,1,3,1,10,1,1,7,1969,51,5,6,,3,3,,2,,1,2,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,13,1,11,03,13,442.34324845
5416351,1,4,1,10,4,2,8,1996,24,4,6,,6,1,3,1,2,,,,,,,,,,1,1,,,,,2,1,3,,,,2,1,2,,6,5,4,,13,1,16,03,13,442.34324845
5416351,1,5,1,10,1,2,3,2012,9,4,6,,,1,3,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,1,,,13,1,1,03,13,442.34324845
5416352,1,1,1,10,2,2,12,1972,48,1,6,,4,3,,3,,,,,,,1,,,,,,,,,1,1,,,1,5,,2,1,2,,6,2,3,,13,1,13,03,13,351.82076101
5416352,1,2,1,10,2,2,7,1997,23,3,6,,6,2,,1,1,,,,,,1,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,4,3,,13,1,15,03,13,351.82076101
5416352,1,3,1,10,2,2,11,2002,18,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,2,,5,11,2,,13,1,11,03,13,351.82076101
5416353,1,1,1,10,1,2,6,1964,56,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,1,3,210000,2,1,2,,6,7,5,,13,1,18,03,13,344.6377934
5416353,1,2,1,10,1,1,8,1963,57,2,6,,3,3,,3,,1,1,,,,,,,,1,,,,,,1,,,1,1,200000,2,1,2,,6,7,5,,13,1,18,03,13,344.6377934
5416354,1,1,1,10,1,1,8,1977,43,1,6,,3,2,,3,,1,2,,,,1,,,,,,,,,2,1,,,1,3,113565,2,1,2,,3,5,,,13,1,5,03,13,438.96655167
5416354,1,2,1,10,2,2,6,1986,34,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,2,3,,13,1,13,03,13,438.96655167
5416354,1,3,1,10,3,1,10,2003,17,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,13,1,10,03,13,438.96655167
5416354,1,4,1,10,4,1,9,2009,11,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,7,,,13,1,7,03,13,438.96655167
5416355,1,1,1,10,2,1,10,1981,39,1,6,,3,2,,2,,1,2,,,,1,,,,,1,,,,2,1,,,1,3,98,2,1,2,,6,5,4,,13,1,16,03,13,520.97786947
5416355,1,2,1,10,2,2,4,1985,36,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,5,4,,13,1,16,03,13,520.97786947
5416355,1,3,1,10,2,1,3,2014,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,1,,,13,1,1,03,13,520.97786947
5416355,1,4,1,10,2,2,11,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,13,1,,03,13,520.97786947
5416359,1,1,1,10,1,1,10,1989,31,1,6,,6,1,2,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,6,2,3,,13,1,13,03,13,397.67093603
5416359,1,2,1,10,1,1,12,1948,72,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,2,2,312000,2,1,2,,6,2,3,,13,1,13,03,13,397.67093603
5416359,1,3,1,10,1,2,9,1993,27,5,6,,6,1,2,3,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,2,6,4,2,2,13,1,15,03,13,397.67093603
5416360,1,1,1,10,2,1,7,1967,53,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,200000,2,1,2,,6,7,5,,13,1,18,03,13,405.63184882
5416360,1,2,1,10,2,2,12,1967,53,2,6,,3,2,,2,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,6,3,3,,13,1,14,03,13,405.63184882
5416362,1,1,1,10,1,1,1,1954,67,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,240000,2,1,2,,6,5,4,,13,1,16,03,13,689.2755868
5416362,1,2,1,10,1,2,6,1955,65,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,2,216000,2,1,2,,6,5,4,,13,1,16,03,13,689.2755868
5416363,1,1,1,10,1,2,1,1964,57,1,6,,4,3,,2,,,,,,,,,,,,1,,,,2,1,,,1,1,160000,2,1,2,,6,7,5,,13,1,18,03,13,715.99407838
5416363,1,2,1,10,1,2,10,1997,23,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,1,68000,2,1,2,,6,6,4,,13,1,17,03,13,715.99407838
5416364,1,1,1,10,2,1,10,1980,40,1,6,,2,2,,2,,1,2,,,1,,,,1,,,,,,1,1,,,1,3,113565,2,1,2,,6,3,3,,13,1,14,03,13,1008.1615073
5416364,1,2,1,10,2,2,11,1980,40,2,6,,2,2,,2,,1,1,,,,,,,1,,,,,,,1,,,1,5,,2,1,2,,6,3,3,,13,1,14,03,13,1008.1615073
5416364,1,3,1,10,2,2,7,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,0,,,13,1,5,03,13,1008.1615073
5416364,1,4,1,10,2,2,5,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,0,,,13,1,0,03,13,1008.1615073
5416365,1,1,1,10,2,1,6,1964,56,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,98,2,1,2,,6,8,5,,13,1,19,03,13,689.2755868
5416365,1,2,1,10,2,2,2,1965,56,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,7,5,,13,1,18,03,13,689.2755868
5416366,1,1,1,10,2,1,9,1968,52,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,2,2,99,2,1,2,,6,3,3,,13,1,14,03,13,822.06036364
5416366,1,2,1,10,2,2,6,1973,47,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,99,2,1,2,,6,5,4,,13,1,16,03,13,822.06036364
5416366,1,3,1,10,2,2,2,1997,24,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,99,2,1,1,2,6,4,2,2,13,1,15,03,13,822.06036364
5416367,1,1,1,10,1,1,6,1961,59,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,1,1,,,1,3,113565,2,1,2,,3,5,,,13,1,5,03,13,947.70660205
5416367,1,2,1,10,1,2,10,1962,58,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,2,72682,2,1,2,,6,5,4,,13,1,16,03,13,947.70660205
5416367,1,3,1,10,1,1,4,1991,29,3,6,,6,1,1,1,2,,,,,,,1,,,,,,,,,1,,,1,3,113565,2,1,2,,6,5,4,,13,1,16,03,13,947.70660205
5416367,1,4,1,10,1,1,5,1992,28,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,2,1,18,,,,2,1,1,2,6,6,4,,13,1,17,03,13,947.70660205
5416370,1,1,1,10,1,1,6,1953,67,1,6,,5,3,,3,,,,,,,,,,,,1,,,,2,1,,,2,2,98,2,1,2,,6,8,5,,13,1,19,03,13,812.75059719
5416376,1,1,1,10,1,1,5,1975,45,1,6,,3,2,,2,,1,2,,,,,,,1,,,,,,2,1,,,3,,,2,1,2,,6,5,4,,13,1,16,03,13,997.36484128
5416376,1,2,1,10,2,2,1,1982,39,2,6,,3,2,,2,,1,1,,,,1,,,,,,,,,,1,,,1,3,98,2,1,2,,6,5,4,,13,1,16,03,13,997.36484128
5416376,1,3,1,10,3,2,1,2013,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,13,1,2,03,13,997.36484128
5416383,1,1,1,10,1,2,12,1977,43,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,98,2,1,2,,6,3,2,2,17,1,14,03,17,155.69749934
5416383,1,2,1,10,2,1,12,1961,59,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,2,1,98,2,1,2,,5,11,2,,17,1,11,03,17,155.69749934
5416383,1,3,1,10,3,1,12,1999,21,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,5,4,,17,1,16,03,17,155.69749934
5416383,1,4,1,10,1,2,6,2004,16,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,5,11,1,,17,1,11,03,17,155.69749934
5416384,1,1,1,10,1,2,3,1960,61,1,6,,5,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,6,4,3,,17,1,15,03,17,199.49431725
5416385,1,1,1,10,1,2,2,2000,21,1,6,,6,2,,2,,,,,,1,,,,,,,,,,2,1,,,1,3,75000,2,1,1,2,6,3,2,2,17,1,14,03,17,293.25789395
5416385,1,2,1,10,1,1,8,2020,0,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,17,1,,03,17,293.25789395
5416386,1,1,1,10,1,1,4,1989,31,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,2,1,84500,2,1,2,,5,11,2,,17,1,11,03,17,194.62378071
5416386,1,2,1,10,2,2,6,1991,29,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,5,11,2,,17,1,11,03,17,194.62378071
5416387,1,1,1,10,1,1,12,1962,58,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,2,94000,2,1,2,,5,11,2,,17,1,11,03,17,247.44161362
5416387,1,2,1,10,1,2,11,1984,36,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,60000,2,1,2,,6,5,4,,17,1,16,03,17,247.44161362
5416387,1,3,1,10,1,2,9,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,17,1,,03,17,247.44161362
5416388,1,1,1,10,1,1,5,1976,44,1,6,,3,1,4,3,,1,2,,,1,1,,,,,,,,,2,1,,,3,,,2,1,2,,6,3,3,,17,1,14,03,17,195.96910524
5416388,1,2,1,10,2,2,12,1981,39,2,6,,3,2,,2,,1,1,,,1,1,,,,,,,,,,1,,,1,1,98,2,1,2,,6,2,3,,17,1,13,03,17,195.96910524
