DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,CLASE,ESC,MES,DPTO,fex_c_2011
5416388,1,3,1,10,3,1,8,2000,20,3,6,,6,1,1,1,2,,,,,,,1,,,,,,,,,1,,,1,1,80000,2,1,2,,6,2,3,,17,1,13,03,17,195.96910524
5416388,1,4,1,10,4,1,1,1939,82,5,6,,5,3,,3,,,,,,1,,,,,,,,,,,1,,,1,2,190000,2,1,2,,3,3,,,17,1,3,03,17,195.96910524
5416389,1,1,1,10,1,2,5,1988,32,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,300000,2,1,2,,6,5,4,,17,1,16,03,17,194.62378071
5416389,1,2,1,10,2,1,9,1980,40,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,1,2,2,17,1,12,03,17,194.62378071
5416390,1,1,1,10,1,1,3,1967,54,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,3,120000,2,1,2,,5,11,2,,17,1,11,03,17,206.86793168
5416390,1,2,1,10,2,2,12,1967,53,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,17,1,11,03,17,206.86793168
5416390,1,3,1,10,3,2,12,1994,26,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,17,1,11,03,17,206.86793168
5416390,1,4,1,10,3,1,9,2016,4,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,17,1,0,03,17,206.86793168
5416390,1,5,1,10,5,2,6,2002,18,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,6,2,2,2,17,1,13,03,17,206.86793168
5416391,1,1,1,10,1,1,7,1991,29,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,120000,2,1,2,,6,5,4,,17,1,16,03,17,194.62378071
5416391,1,2,1,10,2,2,12,1994,26,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,140000,2,1,2,,6,5,4,,17,1,16,03,17,194.62378071
5416392,1,1,1,10,1,2,2,1982,39,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,98,2,1,2,,5,11,2,,17,1,11,03,17,290.85969307
5416392,1,2,1,10,2,1,10,1978,42,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,5,11,2,,17,1,11,03,17,290.85969307
5416392,1,3,1,10,1,2,4,2014,7,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,17,1,1,03,17,290.85969307
5416393,1,1,1,10,1,1,5,1981,39,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,98,2,1,2,,6,2,3,,17,1,13,03,17,304.28050461
5416393,1,2,1,10,2,2,8,1982,38,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,2,3,,17,1,13,03,17,304.28050461
5416393,1,3,1,10,3,1,4,1999,22,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,3,2,2,17,1,14,03,17,304.28050461
5416393,1,4,1,10,1,2,9,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,17,1,0,03,17,304.28050461
5416395,1,1,1,10,1,1,5,1971,49,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,98,2,1,2,,3,5,,,17,1,5,03,17,208.04459225
5416395,1,2,1,10,2,2,6,1966,54,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,17,1,2,03,17,208.04459225
5416395,1,3,1,10,3,1,4,1998,22,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,6,5,2,2,17,1,16,03,17,208.04459225
5416396,1,1,1,10,1,1,10,1940,80,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,17,1,5,03,17,187.41883024
5416396,1,2,1,10,2,2,12,1947,73,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,17,1,5,03,17,187.41883024
5416398,1,1,1,10,1,1,11,1960,60,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,3,113566,2,1,2,,6,3,3,,17,1,14,03,17,151.20570126
5416398,1,2,1,10,2,2,5,1984,36,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,17,1,11,03,17,151.20570126
5416399,1,1,1,10,1,2,7,1947,73,1,6,,6,3,,3,,,,,,,,,,,,,,1,,1,1,,,1,5,,2,1,2,,5,11,2,,17,1,11,03,17,162.87746456
5416399,1,2,1,10,2,2,8,1944,76,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,17,1,5,03,17,162.87746456
5416399,1,3,1,10,3,2,7,1945,75,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,17,1,5,03,17,162.87746456
5416399,1,4,1,10,4,2,5,1955,65,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,17,1,5,03,17,162.87746456
5416399,1,5,1,10,5,1,1,1976,45,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,1,2,72600,2,1,2,,6,2,3,,17,1,13,03,17,162.87746456
5416400,1,1,1,10,1,2,11,1987,33,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,5,11,2,,17,1,11,03,17,163.28118828
5416402,1,1,1,10,1,2,7,1945,75,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,72682,2,1,2,,5,11,2,,17,1,11,03,17,169.25747993
5416402,1,2,1,10,2,1,5,1957,63,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,1,1,72000,2,1,2,,6,5,4,,17,1,16,03,17,169.25747993
5416402,1,3,1,10,3,2,5,1964,56,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,1,1,48000,2,1,2,,6,5,4,,17,1,16,03,17,169.25747993
5416402,1,4,1,10,4,2,7,1996,24,5,6,,6,2,,1,3,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,5,4,,17,1,16,03,17,169.25747993
5416402,1,5,1,10,3,1,8,2004,16,5,6,,6,2,,1,3,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,17,1,10,03,17,169.25747993
5416403,1,1,1,10,1,2,1,1946,75,1,6,,6,3,,3,,,,,,,,,,,,,,1,,2,1,,,2,2,120000,2,1,2,,6,6,5,,17,1,17,03,17,140.61470784
5416403,1,2,1,10,1,1,1,1951,70,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,1,5,,2,2,2,,1,0,,,17,1,0,03,17,140.61470784
5416403,1,3,1,10,3,2,4,1953,67,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,1,3,113566,2,1,2,,6,6,5,,17,1,17,03,17,140.61470784
5416403,1,4,1,10,1,1,1,1956,65,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,1,5,,2,2,2,,1,0,,,17,1,0,03,17,140.61470784
5416403,1,5,1,10,1,1,11,1960,60,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,1,5,,2,2,2,,1,0,,,17,1,0,03,17,140.61470784
5416404,1,1,1,10,1,1,10,1957,63,1,6,,6,3,,2,,,,,,,1,,,,,,,,,1,1,,,1,1,81000,2,1,2,,6,5,4,,17,1,16,03,17,210.07197862
5416406,1,1,1,10,1,1,11,1954,66,1,6,,3,3,,3,,1,2,1,,,,,,,,,,,,2,1,,,1,2,72600,2,1,2,,5,11,2,,17,1,11,03,17,200.83964178
5416406,1,2,1,10,2,2,7,1958,62,2,6,,3,3,,3,,1,1,1,,,,,,,,,,,,,1,,,1,5,,2,1,2,,5,11,2,,17,1,11,03,17,200.83964178
5416406,1,3,1,10,3,1,5,1997,23,3,6,,6,1,1,1,2,,,,,,1,,,,,,,,,,1,,,1,1,36341,2,1,2,,6,2,3,,17,1,13,03,17,200.83964178
5416409,1,1,1,10,1,1,11,1970,50,1,6,,3,3,,2,,1,2,,,,1,,,,,,,,,2,1,,,1,3,113566,2,1,2,,5,11,2,,17,1,11,03,17,230.83690968
5416409,1,2,1,10,2,2,1,1960,61,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,1,1,90000,2,1,2,,6,5,4,,17,1,16,03,17,230.83690968
5416410,1,1,1,10,1,2,1,1948,73,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,3,5,,,17,1,5,03,17,199.49431725
5416411,1,1,1,10,1,1,11,1938,82,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,17,1,5,03,17,151.20570126
5416411,1,2,1,10,2,2,11,1967,53,3,6,,4,1,1,3,,,,,,,,,,,,,,1,,,1,,,1,3,297000,2,1,2,,5,11,2,,17,1,11,03,17,151.20570126
5416412,1,1,1,10,1,2,11,1944,76,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,6,5,4,,17,1,16,03,17,212.97888274
5416412,1,2,1,10,2,1,7,1969,51,3,6,,4,3,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,5,4,,17,1,16,03,17,212.97888274
5416412,1,3,1,10,3,2,12,1998,22,4,6,,6,1,2,2,,,,,,,,,,,,,,1,,,1,,,1,1,98,1,1,2,,6,5,4,,17,1,16,03,17,212.97888274
5416412,1,4,1,10,4,2,4,2001,20,4,6,,6,1,2,2,,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,2,3,,17,1,13,03,17,212.97888274
5416416,1,1,1,10,1,2,6,1966,54,1,6,,6,3,,3,,,,,,,1,,1,,,,,,,1,1,,,1,5,,2,1,2,,3,5,,,17,1,5,03,17,154.3521748
5416416,1,2,1,10,2,2,12,1997,23,3,6,,6,2,,1,1,,,,,,1,,,,,,,,,,1,,,1,1,36341,2,1,2,,6,2,3,,17,1,13,03,17,154.3521748
5416418,1,1,1,10,1,2,1,1968,53,1,6,,4,2,,2,,,,,,,1,,,,,,,,,1,2,1,24,,,,2,1,2,,3,4,,,17,1,4,03,17,163.28118828
5416419,1,1,1,10,1,1,7,1973,47,1,6,,3,2,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,46960,2,1,2,,5,11,2,,17,1,11,03,17,185.69476724
5416419,1,2,1,10,2,2,10,1987,33,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,17,1,11,03,17,185.69476724
5416419,1,3,1,10,2,2,8,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,6,,,17,1,6,03,17,185.69476724
5416420,1,1,1,10,1,2,3,1997,24,1,6,,1,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,5,11,2,,17,1,11,03,17,250.58808716
5416420,1,2,1,10,2,2,10,1995,25,2,6,,1,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,17,1,11,03,17,250.58808716
5416420,1,3,1,10,2,2,11,2012,8,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,17,1,2,03,17,250.58808716
5416421,1,1,1,10,1,1,8,1975,45,1,6,,2,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,1,1,64000,2,1,2,,4,7,,,17,1,7,03,17,185.69476724
5416421,1,2,1,10,2,2,2,1986,35,2,6,,2,3,,2,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,4,6,,,17,1,6,03,17,185.69476724
5416421,1,3,1,10,2,2,3,2002,19,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,2,2,,1,0,,,17,1,0,03,17,185.69476724
5416422,1,1,1,10,1,1,6,1958,62,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,2,72682,2,1,2,,3,5,,,17,1,5,03,17,256.13105768
5416422,1,2,1,10,2,2,4,1964,56,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,3,,,17,1,3,03,17,256.13105768
5416422,1,3,1,10,3,1,3,1989,32,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,5,11,2,,17,1,11,03,17,256.13105768
5416422,1,4,1,10,4,2,6,1993,27,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,17,1,11,03,17,256.13105768
5416422,1,5,1,10,4,2,3,2011,10,4,6,,6,2,,1,4,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,17,1,4,03,17,256.13105768
5416423,1,1,1,10,1,1,7,1968,52,1,6,,6,3,,2,,,,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,4,7,,,17,1,7,03,17,253.49005806
5416424,1,1,1,10,1,2,10,1979,41,1,6,,2,2,,3,,1,2,,1,,1,,,1,,,,,,2,1,,,3,,,2,1,2,,4,9,,,17,1,9,03,17,164.62651281
5416424,1,2,1,10,2,1,10,1952,68,2,6,,2,3,,3,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,17,1,5,03,17,164.62651281
5416424,1,3,1,10,3,1,8,2000,20,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,5,11,2,,17,1,11,03,17,164.62651281
5416425,1,1,1,10,1,1,9,1981,39,1,6,,3,2,,2,,1,2,,,,1,,,1,,,,,,1,1,,,1,1,36341,2,1,2,,3,5,,,17,1,5,03,17,212.53639032
5416425,1,2,1,10,2,2,4,1982,38,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,17,1,11,03,17,212.53639032
5416425,1,3,1,10,2,1,3,2004,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,17,1,10,03,17,212.53639032
5416425,1,4,1,10,2,2,10,2005,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,17,1,8,03,17,212.53639032
5416425,1,5,1,10,2,1,4,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,0,,,17,1,5,03,17,212.53639032
5416426,1,1,1,10,1,2,6,1997,23,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,6,2,3,,17,1,13,03,17,208.78123675
5416426,1,2,1,10,2,2,5,2000,20,5,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,6,2,3,,17,1,13,03,17,208.78123675
5416426,1,3,1,10,1,1,10,2006,14,5,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,0,,,17,1,5,03,17,208.78123675
5416426,1,4,1,10,4,2,12,1998,22,5,6,,6,3,,2,,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,6,2,3,,17,1,13,03,17,208.78123675
5416427,1,1,1,10,1,1,1,1971,50,1,6,,4,2,,3,,,,,,,,,,,,,,1,,2,1,,,1,1,98,2,1,2,,5,11,2,,17,1,11,03,17,253.49005806
5416429,1,1,1,10,1,2,9,1972,48,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,5,11,2,,17,1,11,03,17,217.03735967
5416429,1,2,1,10,2,1,4,1969,51,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,5,11,2,,17,1,11,03,17,217.03735967
5416429,1,3,1,10,3,1,2,1994,27,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,6,2,3,,17,1,13,03,17,217.03735967
5416429,1,4,1,10,4,2,10,2000,20,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,2,3,,17,1,13,03,17,217.03735967
5416430,1,1,1,10,1,1,7,1982,38,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,3,5,,,17,1,5,03,17,304.28050461
5416430,1,2,1,10,2,2,6,1976,44,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,17,1,11,03,17,304.28050461
5416430,1,3,1,10,3,1,4,1999,22,3,6,,6,2,,1,2,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,5,11,2,,17,1,11,03,17,304.28050461
5416430,1,4,1,10,2,2,3,2013,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,17,1,2,03,17,304.28050461
5416431,1,1,1,10,1,1,11,1941,79,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,2,72682,2,1,2,,3,4,,,17,1,4,03,17,187.41883024
5416431,1,2,1,10,2,2,2,1952,69,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,2,,,17,1,2,03,17,187.41883024
5416432,1,1,1,10,1,1,3,1988,33,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,17,1,5,03,17,290.85969307
5416432,1,2,1,10,2,2,10,1991,29,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,2,3,,17,1,13,03,17,290.85969307
5416432,1,3,1,10,2,2,9,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,17,1,,03,17,290.85969307
5416433,1,1,1,10,1,1,10,1990,30,1,1,282_01,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,80000,2,1,1,2,6,6,3,,17,1,17,03,17,284.83265049
5416433,1,2,1,10,2,1,5,1978,42,9,1,282_01,3,2,,2,,2,,,,,,,,,,1,,,,,1,,,1,1,40000,2,1,2,,5,11,2,,17,1,11,03,17,284.83265049
5416435,1,1,1,10,1,1,8,1989,31,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,80000,2,1,2,,6,5,4,,17,1,16,03,17,253.49005806
5416436,1,1,1,10,1,2,3,1982,39,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,2,72682,2,1,2,,6,2,3,,17,1,13,03,17,304.28050461
5416436,1,2,1,10,2,1,11,1977,43,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,37600,2,1,2,,3,5,,,17,1,5,03,17,304.28050461
5416436,1,3,1,10,1,1,5,2004,16,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,9,,,17,1,9,03,17,304.28050461
5416436,1,4,1,10,1,2,8,2012,8,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,17,1,2,03,17,304.28050461
5416437,1,1,1,10,1,2,3,1949,72,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,72682,2,1,2,,3,3,,,17,1,3,03,17,288.45807788
5416437,1,2,1,10,2,1,11,1971,49,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,5,4,,17,1,16,03,17,288.45807788
5416437,1,3,1,10,3,2,8,1970,50,3,6,,4,3,,1,1,,,,,,,,,,,,,1,,,1,,,1,2,72682,2,1,2,,3,3,,,17,1,3,03,17,288.45807788
5416437,1,4,1,10,4,1,11,1992,28,4,6,,6,2,,1,3,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,5,11,2,,17,1,11,03,17,288.45807788
5416437,1,5,1,10,5,1,1,1996,25,4,6,,6,2,,1,3,,,,,,1,1,1,,,,,,,,1,,,1,1,36341,2,1,2,,5,11,2,,17,1,11,03,17,288.45807788
5416437,1,6,1,10,6,1,6,2002,18,4,6,,6,2,,1,3,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,17,1,11,03,17,288.45807788
5416437,2,1,2,10,1,2,3,1966,55,1,6,,4,3,,2,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,17,1,5,03,17,288.45807788
5416437,2,2,2,10,2,2,1,1984,37,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,17,1,11,03,17,288.45807788
5416437,2,3,2,10,3,2,10,2002,18,4,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,7,,,17,1,7,03,17,288.45807788
5416437,2,4,2,10,2,1,5,2006,14,4,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,17,1,8,03,17,288.45807788
5416437,2,5,2,10,5,2,10,1993,27,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,17,1,10,03,17,288.45807788
5416437,2,6,2,10,5,2,12,2011,9,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,4,,,17,1,4,03,17,288.45807788
5416437,2,7,2,10,5,1,3,2014,7,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,1,,,17,1,1,03,17,288.45807788
5416440,1,1,1,10,1,2,4,1940,80,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,6,3,2,2,17,1,14,03,17,187.41883024
5416440,1,2,1,10,2,1,1,1940,81,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,2,98,2,1,2,,6,2,2,2,17,1,13,03,17,187.41883024
5416441,1,1,1,10,1,2,3,1971,50,1,6,,5,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,6,3,3,,17,1,14,03,17,117.83572247
5416441,1,2,1,10,2,2,11,1967,53,5,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,3,3,,17,1,14,03,17,117.83572247
5416441,1,3,1,10,3,1,2,1999,22,5,6,,6,2,,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,2,6,7,2,2,17,1,18,03,17,117.83572247
5416443,1,1,1,10,2,2,11,1926,94,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,17,1,5,03,17,140.6280399
5416443,1,2,1,10,2,2,4,1966,54,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,7,5,,17,1,18,03,17,140.6280399
5416444,1,1,1,10,1,2,2,1947,74,1,6,,5,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,6,5,4,,17,1,16,03,17,199.49431725
5416445,1,1,1,10,1,1,4,1949,71,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,1,2,98,2,1,2,,6,5,4,,17,1,16,03,17,187.41883024
5416445,1,2,1,10,2,2,11,1950,70,2,6,,3,3,,3,,1,1,,,,1,,,,,,,,,,1,,,1,2,98,2,1,2,,6,5,4,,17,1,16,03,17,187.41883024
5416446,1,1,1,10,1,1,8,1975,45,1,6,,3,2,,2,,1,2,,,1,,,,,,,,,,2,1,,,1,1,98,2,1,1,1,6,7,5,,17,1,18,03,17,354.70266429
5416446,1,2,1,10,2,2,9,1979,41,2,6,,3,2,,2,,1,1,,,1,,,,,,,,,,,1,,,3,,,2,1,2,,6,5,4,,17,1,16,03,17,354.70266429
5416446,1,3,1,10,2,1,2,2016,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,2,2,0,,,17,1,0,03,17,354.70266429
5416446,1,4,1,10,2,1,1,2020,1,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,17,1,,03,17,354.70266429
5416447,1,1,1,10,1,1,8,1965,55,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,500000,2,1,2,,6,5,4,,17,1,16,03,17,155.69749934
5416447,1,2,1,10,2,2,6,1972,48,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,300000,2,1,2,,6,7,5,,17,1,18,03,17,155.69749934
5416447,1,3,1,10,2,2,9,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,2,5,11,1,,17,1,11,03,17,155.69749934
5416447,1,4,1,10,2,1,9,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,2,4,8,,,17,1,8,03,17,155.69749934
5416448,1,1,1,10,1,2,1,1967,54,1,6,,4,2,,2,,,,,,1,1,,,,,,,,,2,1,,,1,1,360000,2,1,2,,6,7,5,,17,1,18,03,17,122.4666896
5416448,1,2,1,10,2,1,12,2000,20,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,2,6,3,2,2,17,1,14,03,17,122.4666896
5416448,1,3,1,10,3,2,10,1996,24,5,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,5,4,,17,1,16,03,17,122.4666896
5416448,1,4,1,10,4,2,6,1933,87,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,1,2,80000,2,1,2,,5,11,2,,17,1,11,03,17,122.4666896
5416448,1,5,1,10,5,2,9,1950,70,6,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,1,2,37000,2,1,2,,5,11,2,,17,1,11,03,17,122.4666896
5416449,1,1,1,10,1,2,7,1974,46,1,6,,3,2,,1,5,1,2,,1,1,1,,,1,,,,,,2,1,,,3,,,2,1,1,1,6,6,5,,17,1,17,03,17,154.11260539
5416449,1,2,1,10,2,1,10,1970,50,2,6,,3,2,,2,,1,1,,1,1,1,,1,,,,,,,,1,,,1,3,98,2,1,2,,6,7,5,,17,1,18,03,17,154.11260539
5416449,1,3,1,10,3,2,7,2001,19,3,6,,6,1,2,1,1,,,,1,1,,1,,,,,,,,,1,,,3,,,2,1,1,2,6,3,2,2,17,1,14,03,17,154.11260539
5416449,1,4,1,10,1,2,3,2003,18,3,6,,6,1,2,1,1,,,,1,1,,1,,,,,,,,,1,,,3,,,2,1,1,2,6,2,2,2,17,1,13,03,17,154.11260539
5416449,1,5,1,10,5,2,6,1943,77,5,6,,4,2,,2,,,,,1,1,,,,,,,,,,,1,,,1,2,250000,2,1,2,,6,5,4,,17,1,16,03,17,154.11260539
5416450,1,1,1,10,1,1,10,1946,74,1,6,,3,3,,3,,2,,,,,,,,,,,,1,,2,1,,,1,3,286000,2,1,2,,6,5,4,,17,1,16,03,17,151.20570126
