DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,CLASE,ESC,MES,DPTO,fex_c_2011
5412240,1,1,1,10,1,2,12,1968,52,1,6,,6,3,,2,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,3,,,2,3,03,68,1029.1009699
5412240,1,2,1,10,2,2,12,2006,14,5,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,68,1029.1009699
5412240,1,3,1,10,3,1,3,2010,11,5,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,68,1029.1009699
5412241,1,1,1,10,1,1,1,1993,28,1,6,,2,2,,2,,1,2,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,4,7,,,2,7,03,68,4219.3139767
5412241,1,2,1,10,2,2,3,1997,24,2,6,,2,2,,2,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,4,9,,,2,9,03,68,4219.3139767
5412241,1,3,1,10,2,2,7,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,68,4219.3139767
5412243,1,1,1,10,1,2,8,1966,54,1,6,,5,2,,2,,,,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,4,7,,,2,7,03,68,1029.1009699
5412243,1,2,1,10,2,1,10,2000,20,3,6,,6,3,,1,1,,,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,68,1029.1009699
5412244,1,1,1,10,1,1,5,1962,58,1,6,,2,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,4,7,,,2,7,03,68,1029.1009699
5412244,1,2,1,10,2,2,11,1971,49,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,1029.1009699
5412244,1,3,1,10,3,1,9,2010,10,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,68,1029.1009699
5412245,1,1,1,10,1,1,2,1928,93,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,68,1029.1009699
5412245,1,2,1,10,2,2,12,1931,89,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,1,2,2,,1,0,,,2,0,03,68,1029.1009699
5412246,1,1,1,10,1,2,10,1964,56,1,6,,5,2,,2,,,,,,,,,,1,,,,,,1,1,,,3,,,2,1,2,,4,6,,,2,6,03,68,3456.3525568
5412246,1,2,1,10,2,1,10,1993,27,3,6,,6,3,,1,1,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,68,3456.3525568
5412246,1,3,1,10,3,1,6,1998,22,3,6,,6,3,,1,1,,,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,68,3456.3525568
5412247,1,1,1,10,1,1,5,1994,26,1,6,,6,3,,2,,,,,,,1,,,,,,,,,1,2,1,12,,,,2,1,2,,5,11,2,,2,11,03,68,1854.0098141
5412248,1,1,1,10,1,2,7,1957,63,1,6,,2,3,,3,,1,2,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,68,1029.1009699
5412248,1,2,1,10,2,1,5,1949,71,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,68,1029.1009699
5412249,1,1,1,10,1,1,11,1997,23,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,9,,,2,9,03,68,1029.1009699
5412249,1,2,1,10,2,2,4,1986,34,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,68,1029.1009699
5412249,1,3,1,10,2,1,7,2009,11,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,5,,,2,5,03,68,1029.1009699
5412250,1,1,1,10,1,2,2,1979,42,1,6,,6,3,,2,,,,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,4219.3139767
5412250,1,2,1,10,2,1,6,2008,12,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,68,4219.3139767
5412250,1,3,1,10,1,2,11,2017,3,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,68,4219.3139767
5412251,1,1,1,10,1,2,10,1942,78,1,6,,3,3,,3,,1,2,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,1,,,2,1,03,68,1029.1009699
5412251,1,2,1,10,2,1,11,1933,87,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,68,1029.1009699
5412252,1,1,1,10,1,1,6,1970,50,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,68,1029.1009699
5412252,1,2,1,10,2,2,10,1977,43,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,1029.1009699
5412252,1,3,1,10,3,2,8,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,0,2,2,2,11,03,68,1029.1009699
5412253,1,1,1,10,1,1,1,1982,39,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,2,1,24,,,,2,1,2,,3,5,,,2,5,03,68,4219.3139767
5412253,1,2,1,10,2,2,12,1990,30,2,6,,2,3,,3,,1,1,,,,1,,,,,,,,,,2,1,12,,,,1,1,2,,4,8,,,2,8,03,68,4219.3139767
5412253,1,3,1,10,2,1,10,2008,12,3,6,,6,3,,1,2,,,,,,,,,,,,,1,,,2,1,12,,,,2,1,2,,3,5,,,2,5,03,68,4219.3139767
5412253,1,4,1,10,2,2,6,2010,10,3,6,,6,3,,1,2,,,,,,,,,,,,,1,,,2,1,12,,,,2,1,2,,3,5,,,2,5,03,68,4219.3139767
5412253,1,5,1,10,2,2,4,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,1,12,,,,2,2,2,,1,0,,,2,0,03,68,4219.3139767
5412254,1,1,1,10,1,2,5,1996,24,1,6,,2,3,,3,,2,,,,,1,,,,,,,,,1,2,1,1,,,,2,1,2,,4,6,,,2,6,03,68,1029.1009699
5412255,1,1,1,10,1,1,7,1950,70,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,68,1029.1009699
5412255,1,2,1,10,2,2,2,1955,66,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,68,1029.1009699
5412255,1,3,1,10,3,2,4,1992,28,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,2,1,88000,2,1,1,2,6,6,5,,2,17,03,68,1029.1009699
5412256,1,1,1,10,1,2,11,1969,51,1,6,,6,2,,1,3,,,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,6,1,3,,2,12,03,68,1029.1009699
5412256,1,2,1,10,2,1,7,1996,24,3,6,,6,2,,1,1,,,,,,,1,,,,,,,,,2,1,3,,,,2,1,2,,6,5,4,,2,16,03,68,1029.1009699
5412256,1,3,1,10,3,2,7,1945,75,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,03,68,1029.1009699
5412257,1,1,1,10,1,1,4,1975,45,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,200000,2,1,2,,6,5,4,,2,16,03,68,1029.1009699
5412257,1,2,1,10,2,2,5,1986,34,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,1,3,,2,12,03,68,1029.1009699
5412257,1,3,1,10,2,1,10,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,2,0,03,68,1029.1009699
5412258,1,1,1,10,1,1,2,1978,43,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36000,2,1,2,,3,4,,,2,4,03,68,1029.1009699
5412258,1,2,1,10,2,2,4,1984,36,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,2,1,88000,2,1,2,,6,5,4,,2,16,03,68,1029.1009699
5412259,1,1,1,10,1,2,1,1975,46,1,6,,4,3,,2,,,,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,5,11,2,,2,11,03,68,1029.1009699
5412259,1,2,1,10,2,1,2,2008,13,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,68,1029.1009699
5412259,1,3,1,10,3,2,5,2009,11,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,68,1029.1009699
5412259,1,4,1,10,4,2,5,2009,11,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,68,1029.1009699
5412260,1,1,1,10,1,2,9,1949,71,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,68,1029.1009699
5412261,1,1,1,10,1,1,11,1991,29,1,6,,6,2,,2,,,,,,,,,,,,,,1,,1,2,1,12,,,,2,1,2,,5,11,2,,2,11,03,68,1854.0098141
5412327,1,1,1,10,1,2,10,1981,39,1,6,,2,3,,2,,2,,,1,1,,,,1,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,17,3138.7246569
5412327,1,2,1,10,2,1,11,2000,20,3,6,,6,3,,1,1,,,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,5,10,1,,2,10,03,17,3138.7246569
5412327,1,3,1,10,1,1,10,2005,15,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,17,3138.7246569
5412327,1,4,1,10,1,2,3,2019,2,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,17,3138.7246569
5412328,1,1,1,10,1,2,4,1938,82,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,17,2414.7053953
5412329,1,1,1,10,1,2,1,1978,43,1,6,,2,1,3,3,,2,,,1,1,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,17,1992.7943713
5412329,1,2,1,10,1,2,9,2012,8,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,03,17,1992.7943713
5412329,1,3,1,10,3,1,10,1943,77,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,17,1992.7943713
5412330,1,1,1,10,1,2,7,1978,42,1,6,,4,3,,2,,,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,2024.1028453
5412330,1,2,1,10,2,2,10,1997,23,3,6,,6,2,,1,1,,,,,,,,,1,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,2024.1028453
5412330,1,3,1,10,2,2,5,2015,5,4,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,17,2024.1028453
5412330,1,4,1,10,4,2,3,2000,21,3,6,,6,2,,1,1,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,2024.1028453
5412330,1,5,1,10,1,1,5,2003,17,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,17,2024.1028453
5412331,1,1,1,10,1,2,3,1980,41,1,6,,2,2,,3,,1,2,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,17,3368.871412
5412331,1,2,1,10,2,1,3,1968,53,2,6,,2,3,,3,,1,1,,1,1,1,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,17,3368.871412
5412331,1,3,1,10,3,2,10,1996,24,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,3368.871412
5412331,1,4,1,10,3,2,8,2012,8,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,17,3368.871412
5412331,1,5,1,10,3,1,2,2015,6,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,03,17,3368.871412
5412331,1,6,1,10,1,2,8,2004,16,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,17,3368.871412
5412331,1,7,1,10,1,1,9,2020,0,4,6,,,2,,1,6,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,17,3368.871412
5412332,1,1,1,10,1,2,2,1994,27,1,6,,4,2,,2,,,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,2915.3443401
5412332,1,2,1,10,1,2,2,2018,3,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,17,2915.3443401
5412332,1,3,1,10,1,1,9,2020,0,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,17,2915.3443401
5412334,1,1,1,10,1,1,1,1994,27,1,6,,1,2,,2,,1,2,,1,1,,,,1,,1,,,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,17,3487.9880171
5412334,1,2,1,10,2,2,7,1999,21,2,6,,1,3,,2,,1,1,,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,3487.9880171
5412334,1,3,1,10,2,2,9,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,17,3487.9880171
5412335,1,1,1,10,1,2,6,1990,30,1,6,,1,2,,2,,1,2,,,1,,,,,,,,,,2,1,,,3,,,2,1,1,1,4,0,,,2,5,03,17,2690.292825
5412335,1,2,1,10,2,1,1,1983,38,2,6,,1,3,,2,,1,1,,,,,,1,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,2690.292825
5412335,1,3,1,10,1,2,12,2007,13,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,0,,,2,5,03,17,2690.292825
5412335,1,4,1,10,1,2,7,2011,9,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,2,2,03,17,2690.292825
5412337,1,1,1,10,1,2,6,1969,51,1,6,,4,3,,3,,,,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,17,1363.715382
5412337,1,2,1,10,2,2,9,1999,21,3,6,,6,2,,1,1,,,,1,,,,,1,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,17,1363.715382
5412337,1,3,1,10,2,2,12,2017,3,4,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,17,1363.715382
5412337,1,4,1,10,1,2,4,2005,15,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,17,1363.715382
5412337,1,5,1,10,5,2,12,1991,29,3,6,,2,2,,1,1,1,6,,1,1,,,,,,,,,,,2,1,1,,,,2,1,2,,3,3,,,2,3,03,17,1363.715382
5412337,1,6,1,10,6,1,7,1987,33,5,6,,2,3,,2,,1,5,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,17,1363.715382
5412337,1,7,1,10,5,1,12,2005,15,4,6,,6,2,,1,5,,,,,,,,,,,,,1,,,2,1,1,,,,2,1,2,,3,4,,,2,4,03,17,1363.715382
5412337,1,8,1,10,5,2,4,2008,12,4,6,,6,2,,1,5,,,,,,,,,,1,,,,,,2,1,1,,,,2,1,1,1,4,6,,,2,6,03,17,1363.715382
5412337,1,9,1,10,5,2,5,2010,10,4,6,,6,2,,1,5,,,,,,,,,,1,,,,,,2,1,1,,,,2,1,1,1,3,4,,,2,4,03,17,1363.715382
5412357,1,1,1,10,1,1,6,1967,53,1,6,,4,3,,3,,,,,,,,,,,,1,,,,2,1,,,3,,,2,1,2,,4,9,,,2,9,03,17,3397.1932133
5412359,1,1,1,10,1,2,10,1943,77,1,6,,5,3,,3,,,,,1,1,,,,,,1,,,,1,2,1,11,,,,1,1,2,,4,8,,,2,8,03,17,2414.7053953
5412360,1,1,1,10,1,2,7,1957,63,1,6,,6,3,,2,,,,,,,,,,,,,,1,,2,1,,,2,1,88387,2,1,2,,6,6,5,,2,17,03,17,2414.7053953
5412361,1,1,1,10,1,1,6,1948,72,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,2,2,99,2,1,2,,6,5,4,,2,16,03,17,2329.3449789
5412364,1,1,1,10,1,2,5,1987,33,1,6,,4,3,,2,,,,,,,,,,,,1,,,,1,1,,,3,,,1,1,2,,4,6,,,2,6,03,17,2915.3443401
5412364,1,2,1,10,1,2,10,2011,9,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,1,1,1,1,3,3,,,2,3,03,17,2915.3443401
5412364,1,3,1,10,1,1,2,2019,2,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,17,2915.3443401
5412366,1,1,1,10,1,2,5,1965,55,1,6,,4,3,,3,,,,,,,,,,,,1,,,,2,1,,,1,5,,2,1,2,,5,11,2,,2,11,03,17,2016.6196104
5412366,1,2,1,10,2,1,7,1953,67,5,6,,4,3,,3,,,,,,,,,,,,,1,,NO PODER ASISTIR A CITAS MEDICAS,,1,,,1,3,113566,2,1,2,,4,9,,,2,9,03,17,2016.6196104
5412367,1,1,1,10,1,1,8,1962,58,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,3,5,,,2,5,03,17,2871.1746856
5412367,1,2,1,10,2,2,12,1972,48,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,2,11,03,17,2871.1746856
5412367,1,3,1,10,3,1,12,1988,32,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,3,,,2,3,03,17,2871.1746856
5412367,1,4,1,10,4,1,6,1994,26,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,5,11,2,,2,11,03,17,2871.1746856
5412368,1,1,1,10,1,1,9,1988,32,1,6,,2,1,3,2,,1,2,,,,,,,,,,,1,,1,1,,,1,5,,2,1,2,,5,11,2,,2,11,03,17,2575.3344865
5412368,1,2,1,10,2,2,10,1993,27,2,6,,2,2,,2,,1,1,1,,,,,,1,,1,,,,,1,,,1,3,113566,2,1,2,,6,2,3,,2,13,03,17,2575.3344865
5412368,1,3,1,10,3,1,10,1957,63,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,2575.3344865
5412368,1,4,1,10,4,1,1,1998,23,5,6,,6,1,3,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,2575.3344865
5412369,1,1,1,10,1,1,11,1962,58,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,60000,2,1,2,,5,11,2,,2,11,03,17,2056.1139706
5412369,1,2,1,10,2,2,3,1975,46,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,4,,,2,4,03,17,2056.1139706
5412369,1,3,1,10,2,1,8,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,3,0,,,2,0,03,17,2056.1139706
5412370,1,1,1,10,1,2,10,1995,25,1,6,,2,2,,2,,2,,,,,,,,,,,,1,,2,1,,,1,1,24000,2,1,2,,5,11,2,,2,11,03,17,2978.6639394
5412370,1,2,1,10,1,1,3,2015,6,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,2,0,03,17,2978.6639394
5412370,1,3,1,10,1,1,2,2020,1,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,2,,03,17,2978.6639394
5412373,1,1,1,10,2,1,3,1956,65,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,2,2,540000,2,1,2,,4,8,,,2,8,03,17,2016.6196104
5412373,1,2,1,10,2,2,3,1960,61,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,2,5,,2,1,2,,3,5,,,2,5,03,17,2016.6196104
5412385,1,1,1,10,1,1,7,1985,35,1,6,,2,2,,2,,1,2,,,,,,,1,,,,,,1,2,1,12,,,,2,1,2,,5,11,2,,2,11,03,17,2753.6124243
5412385,1,2,1,10,2,2,11,1985,35,2,6,,2,2,,2,,1,1,,,,,,,1,,,,,,,2,1,12,,,,2,1,2,,5,11,2,,2,11,03,17,2753.6124243
5412385,1,3,1,10,2,2,6,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,2,1,12,,,,2,1,1,1,4,7,,,2,7,03,17,2753.6124243
5412385,1,4,1,10,2,1,5,2013,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,2,,,,,2,1,1,1,3,2,,,2,2,03,17,2753.6124243
5412386,1,1,1,10,1,1,4,1973,47,1,6,,4,3,,3,,,,,1,,1,,,,,,,,,2,1,,,3,,,2,1,2,,4,6,,,2,6,03,17,3397.1932133
5412387,1,1,1,10,1,1,7,1985,35,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,2,1,36,,,,2,1,2,,3,4,,,2,4,03,17,3026.8434327
5412387,1,2,1,10,2,2,7,2002,18,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,4,8,,,2,8,03,17,3026.8434327
5412388,1,1,1,10,1,2,5,1965,55,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,3,5,,,2,5,03,17,1646.2698297
5412388,1,2,1,10,2,1,9,1965,55,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,3,5,,,2,5,03,17,1646.2698297
5412388,1,3,1,10,1,2,3,2004,17,3,6,,6,1,2,2,,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,2,,5,11,2,,2,11,03,17,1646.2698297
5412389,1,1,1,10,1,1,7,2003,17,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,2731.0032336
5412389,1,2,1,10,1,2,2,2007,14,5,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,17,2731.0032336
5412390,1,1,1,10,1,1,1,1963,58,1,6,,2,2,,2,,1,2,,1,1,,,,,,,,,,1,1,,,1,1,36341,2,1,2,,3,5,,,2,5,03,17,1831.0624555
5412390,1,2,1,10,2,2,2,1968,53,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,6,,,2,6,03,17,1831.0624555
5412390,1,3,1,10,3,1,12,1987,33,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,5,11,2,,2,11,03,17,1831.0624555
5412390,1,4,1,10,4,2,12,2000,20,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,1,1,2,,5,11,2,,2,11,03,17,1831.0624555
5412391,1,1,1,10,1,1,9,1985,35,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,17,2690.292825
5412391,1,2,1,10,2,2,9,1986,34,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,17,2690.292825
5412391,1,3,1,10,2,2,7,2009,11,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,17,2690.292825
5412391,1,4,1,10,2,2,8,2011,9,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,3,,,2,3,03,17,2690.292825
5412392,1,1,1,10,1,1,7,1970,50,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,1,1,36341,2,2,2,,1,0,,,2,0,03,17,2319.9430443
5412392,1,2,1,10,2,2,12,1971,49,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,2,5,03,17,2319.9430443
5412392,1,3,1,10,3,2,11,1996,24,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,2,11,03,17,2319.9430443
5412392,1,4,1,10,3,2,8,2016,4,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,2,0,03,17,2319.9430443
5412392,1,5,1,10,2,2,9,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,6,,,2,6,03,17,2319.9430443
5412393,1,1,1,10,1,1,11,1981,39,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,1,1,,,1,1,36341,2,1,2,,4,6,,,2,6,03,17,2753.6124243
5412393,1,2,1,10,2,2,10,1993,27,2,6,,2,3,,2,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,2,11,03,17,2753.6124243
5412393,1,3,1,10,2,2,3,2011,10,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,3,4,,,2,4,03,17,2753.6124243
5412393,1,4,1,10,2,1,1,2013,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,2,2,03,17,2753.6124243
5412394,1,1,1,10,1,1,10,1995,25,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,2,1,12,,,,2,1,2,,4,8,,,2,8,03,17,3123.962205
5412394,1,2,1,10,2,2,3,1995,26,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,2,1,2,,,,2,1,2,,5,11,2,,2,11,03,17,3123.962205
5412394,1,3,1,10,2,1,6,2014,6,3,6,,,2,,1,2,,,,,,,,,,,,,,,,2,1,5,,,,2,2,2,,1,0,,,2,0,03,17,3123.962205
5412395,1,1,1,10,1,2,7,1989,31,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,1,5,,2,1,2,,5,10,1,,2,10,03,17,3585.1067895
5412395,1,2,1,10,2,1,6,1981,39,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,40000,2,1,2,,4,9,,,2,9,03,17,3585.1067895
