DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,CLASE,ESC,MES,DPTO,fex_c_2011
5409476,1,2,1,10,2,2,9,1987,33,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,70,1183.1952795
5409476,1,3,1,10,2,2,6,2010,10,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,2,1,40,,,,2,1,1,1,3,3,,,2,3,03,70,1183.1952795
5409476,1,4,1,10,2,2,5,2013,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,70,1183.1952795
5409476,1,5,1,10,2,1,11,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,70,1183.1952795
5409477,1,1,1,10,1,1,11,1970,50,1,6,,2,2,,2,,1,2,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,70,851.96681316
5409477,1,2,1,10,2,2,6,1968,52,2,6,,2,3,,3,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,6,2,3,,2,13,03,70,851.96681316
5409477,1,3,1,10,3,1,10,1996,24,3,6,,6,1,1,1,2,,,,,,,1,,,,,,,,,1,,,3,,,2,1,2,,6,5,4,,2,16,03,70,851.96681316
5409477,1,4,1,10,4,1,2,2002,19,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,2,6,1,2,2,2,12,03,70,851.96681316
5409478,1,1,1,10,1,1,8,1987,33,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,70,1048.0020126
5409478,1,2,1,10,2,2,10,1995,25,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,70,1048.0020126
5409478,1,3,1,10,2,2,4,2011,9,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,70,1048.0020126
5409478,1,4,1,10,2,2,9,2012,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,70,1048.0020126
5409479,1,1,1,10,1,2,1,1958,63,1,6,,5,3,,3,,,,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,70,844.89774275
5409479,1,2,1,10,2,1,11,1997,23,4,6,,1,2,,2,,2,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,1,2,2,2,12,03,70,844.89774275
5409480,1,1,1,10,1,1,8,1960,60,1,6,,1,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,70,443.40516244
5409480,1,2,1,10,2,2,7,1987,33,2,6,,1,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,70,443.40516244
5409480,1,3,1,10,3,2,2,2004,17,3,6,,6,2,,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,70,443.40516244
5409481,1,1,1,10,1,1,9,1991,29,1,6,,1,2,,2,,1,2,,,,1,,,,,,,,,1,2,1,24,,,,2,1,2,,4,8,,,2,8,03,70,1201.8654545
5409481,1,2,1,10,2,2,5,1990,30,2,6,,1,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,03,70,1201.8654545
5409481,1,3,1,10,2,1,7,2009,11,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,70,1201.8654545
5409481,1,4,1,10,2,2,3,2013,8,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,1,,,2,1,03,70,1201.8654545
5409481,1,5,1,10,2,2,11,2016,4,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,70,1201.8654545
5409482,1,1,1,10,1,1,10,1959,61,1,6,,4,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,6,,,2,6,03,70,858.40119684
5409482,1,2,1,10,1,1,5,2005,15,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,70,858.40119684
5409483,1,1,1,10,1,2,11,1981,39,1,6,,4,3,,2,,,,,1,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,70,1438.6494444
5409483,1,2,1,10,2,1,8,1999,21,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,70,1438.6494444
5409483,1,3,1,10,1,2,3,2006,15,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,70,1438.6494444
5409483,1,4,1,10,1,1,4,2011,9,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,70,1438.6494444
5409483,1,5,1,10,1,1,12,2016,4,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,70,1438.6494444
5409484,1,1,1,10,1,2,8,1965,55,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,70,554.03333965
5409484,1,2,1,10,2,1,11,1952,68,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,70,554.03333965
5409484,1,3,1,10,3,1,2,1982,39,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,70,554.03333965
5409484,1,4,1,10,1,2,6,1986,34,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,70,554.03333965
5409484,1,5,1,10,5,2,8,2003,17,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,2,6,0,2,2,2,11,03,70,554.03333965
5409484,1,6,1,10,6,2,4,1994,26,3,6,,4,1,2,1,1,,,,,1,,1,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,70,554.03333965
5409484,1,7,1,10,6,1,1,2016,5,4,6,,,2,,1,6,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,70,554.03333965
5409484,1,8,1,10,6,1,2,2018,3,4,6,,,2,,1,6,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,70,554.03333965
5409484,1,9,1,10,1,2,2,2005,16,4,6,,6,2,,3,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,70,554.03333965
5409485,1,1,1,10,1,2,2,1958,63,1,6,,5,3,,2,,,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,70,458.59112997
5409485,1,2,1,10,1,2,6,1984,36,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,70,458.59112997
5409485,1,3,1,10,3,1,5,2003,17,4,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,70,458.59112997
5409498,1,1,1,10,1,1,8,1960,60,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,76,1841.9981706
5409498,1,2,1,10,2,2,4,1965,55,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,76,1841.9981706
5409498,1,3,1,10,2,2,7,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,76,1841.9981706
5409500,1,1,1,10,1,2,9,1966,54,1,5,,5,3,,2,,,,,,,,,,,,,,1,,2,2,1,5,,,,2,1,2,,4,6,,,2,6,03,76,1573.6137573
5409500,1,2,1,10,1,1,12,2004,16,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,76,1573.6137573
5409500,1,3,1,10,3,2,2,1984,37,3,6,,4,3,,1,1,,,,,,,1,,1,,1,,,,,2,1,12,,,,2,1,2,,5,11,2,,2,11,03,76,1573.6137573
5409500,1,4,1,10,4,1,11,2001,19,4,6,,6,2,,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,03,76,1573.6137573
5409500,1,5,1,10,3,1,1,2005,16,4,6,,6,2,,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,76,1573.6137573
5409502,1,1,1,10,2,1,7,1960,60,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,76,2143.6112432
5409502,1,2,1,10,2,2,2,1959,62,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,2,1,36,,,,1,1,2,,3,3,,,2,3,03,76,2143.6112432
5409504,1,1,1,10,1,2,8,1955,65,1,1,999_01,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,5,11,2,,2,11,03,76,2476.7592436
5409504,1,2,1,10,2,1,6,1969,51,2,6,,3,3,,3,,1,1,,,,1,,,,,,,,,,1,,,3,,,1,2,2,,3,1,,,2,1,03,76,2476.7592436
5409505,1,1,1,10,1,1,10,1981,39,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,74844,2,1,2,,5,11,2,,2,11,03,76,2752.0672009
5409505,1,2,1,10,2,2,6,1992,28,2,6,,2,3,,2,,1,1,,,1,1,1,,1,1,1,,,,,1,,,3,,,2,1,1,1,6,1,2,2,2,12,03,76,2752.0672009
5409505,1,3,1,10,2,1,10,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,6,,,2,6,03,76,2752.0672009
5409505,1,4,1,10,2,2,7,2010,10,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,3,3,,,2,3,03,76,2752.0672009
5409506,1,1,1,10,1,1,10,1945,75,1,6,,4,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,76,3566.6646264
5409507,1,1,1,10,3,1,5,1927,93,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,3,,,2,3,03,76,1443.5866077
5409507,1,2,1,10,3,2,5,1935,85,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,76,1443.5866077
5409507,1,3,1,10,3,2,11,1971,49,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,76,1443.5866077
5409507,1,4,1,10,3,1,10,2007,13,4,6,,6,2,,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,76,1443.5866077
5409508,1,1,1,10,1,2,9,1976,44,1,6,,4,2,,2,,,,,,,,,,1,,,,,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,76,3990.2770792
5409508,1,2,1,10,2,1,12,1994,26,3,6,,6,2,,1,1,,,,,1,1,,,,,,,,,,1,,,1,1,36341,2,1,2,,6,3,3,,2,14,03,76,3990.2770792
5409508,1,3,1,10,3,2,2,1997,24,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,76,3990.2770792
5409508,1,4,1,10,3,2,8,2016,4,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,76,3990.2770792
5409508,1,5,1,10,3,2,7,2019,1,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,76,3990.2770792
5409508,1,6,1,10,3,2,6,1998,22,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,6,4,3,,2,15,03,76,3990.2770792
5409514,1,1,1,10,1,2,1,1984,37,1,6,,2,2,,2,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,76,3053.6802735
5409514,1,2,1,10,1,1,6,1979,41,2,6,,2,3,,3,,1,1,,1,,1,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,76,3053.6802735
5409514,1,3,1,10,1,1,2,2006,15,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,76,3053.6802735
5409515,1,1,1,10,1,1,6,1982,38,1,6,,2,3,,2,,1,2,,,1,1,,,,,1,,,,2,1,,,3,,,2,1,2,,3,2,,,2,2,03,76,3409.4508546
5409515,1,2,1,10,2,2,8,1989,31,2,6,,2,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,76,3409.4508546
5409515,1,3,1,10,2,1,10,2009,11,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,76,3409.4508546
5409515,1,4,1,10,2,1,1,2013,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,1,,,2,1,03,76,3409.4508546
5409515,1,5,1,10,2,1,3,2017,3,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,76,3409.4508546
5409516,1,1,1,10,1,1,8,2003,17,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,1,,,2,1,03,76,3644.5837125
5409516,1,2,1,10,2,1,5,1998,22,9,6,,6,2,,3,,,,,,,1,,,,,,,,,,2,1,24,,,,2,1,2,,4,7,,,2,7,03,76,3644.5837125
5409517,1,1,1,10,1,1,1,1984,37,1,6,,6,2,,3,,,,,,1,1,1,,,,,,,,1,2,2,,,,,2,1,2,,3,5,,,2,5,03,76,3899.8126268
5409519,1,1,1,10,1,1,2,1964,57,1,6,,2,3,,3,,1,2,,1,1,,1,,1,,1,,,,1,2,1,12,,,,1,1,2,,5,11,2,,2,11,03,76,2341.8270245
5409519,1,2,1,10,2,2,12,1968,52,2,5,,2,3,,2,,1,1,,,1,,1,,1,,1,,,,,2,1,8,,,,2,1,2,,6,5,4,,2,16,03,76,2341.8270245
5409524,1,1,1,10,3,1,2,1941,80,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,1,0,,,2,0,03,76,1443.5866077
5409524,1,2,1,10,3,2,10,1947,73,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,1,0,,,2,0,03,76,1443.5866077
5409524,1,3,1,10,3,2,2,1968,53,3,6,,4,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,76,1443.5866077
5409525,1,1,1,10,1,1,5,1959,61,1,6,,3,3,,3,,1,2,,,,1,,,,,1,,,,1,2,1,180,,,,2,2,2,,1,0,,,2,0,03,76,2341.8270245
5409525,1,2,1,10,2,2,12,1968,52,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,2,1,180,,,,2,1,2,,3,2,,,2,2,03,76,2341.8270245
5409526,1,1,1,10,1,1,5,1965,55,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,76,2720.5322731
5409526,1,2,1,10,2,2,6,1982,38,2,6,,3,3,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,76,2720.5322731
5409526,1,3,1,10,2,1,5,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,76,2720.5322731
5409559,1,1,1,10,1,1,7,1936,84,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,68,1810.5860133
5409559,1,2,1,10,2,1,1,1988,33,3,6,,6,1,1,3,,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,68,1810.5860133
5409560,1,1,1,10,1,1,7,1968,52,1,6,,6,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,1029.1009699
5409560,1,2,1,10,2,2,4,2005,15,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,68,1029.1009699
5409561,1,1,1,10,1,2,1,1984,37,1,6,,2,2,,3,,1,2,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,1029.1009699
5409561,1,2,1,10,2,1,7,1972,48,2,6,,2,2,,2,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,68,1029.1009699
5409562,1,1,1,10,1,1,8,1966,54,1,6,,4,3,,2,,,,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,1029.1009699
5409562,1,2,1,10,2,2,11,2004,16,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,68,1029.1009699
5409562,1,3,1,10,3,2,6,2007,13,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,68,1029.1009699
5409562,1,4,1,10,4,1,3,2009,12,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,68,1029.1009699
5409562,1,5,1,10,5,2,9,2010,10,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,03,68,1029.1009699
5409563,1,1,1,10,1,2,10,1967,53,1,6,,4,3,,3,,,,,,,1,,,,,,,,,2,1,,,1,5,,2,1,2,,3,5,,,2,5,03,68,1029.1009699
5409563,1,2,1,10,2,1,11,1969,51,9,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,1029.1009699
5409564,1,1,1,10,1,1,8,1999,21,1,6,,1,2,,2,,1,2,,,,,,,1,,,,,,1,1,,,3,,,2,1,2,,4,9,,,2,9,03,68,2276.85343
5409564,1,2,1,10,2,2,8,2000,20,2,6,,1,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,10,1,,2,10,03,68,2276.85343
5409565,1,1,1,10,1,2,8,1956,64,1,6,,4,3,,3,,,,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,68,1029.1009699
5409565,1,2,1,10,2,1,10,1996,24,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,2,6,03,68,1029.1009699
5409565,1,3,1,10,3,1,1,1995,26,3,6,,2,2,,1,1,1,4,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,68,1029.1009699
5409565,1,4,1,10,4,2,12,1998,22,5,6,,2,2,,2,,1,3,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,68,1029.1009699
5409566,1,1,1,10,1,2,4,1960,60,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,3,,,2,3,03,68,4219.3139767
5409566,1,2,1,10,2,1,6,1963,57,2,6,,3,3,,3,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,4219.3139767
5409566,1,3,1,10,3,1,6,1989,31,3,6,,6,1,2,1,1,,,,,,1,,,,,,,,,,2,1,4,,,,2,1,2,,3,5,,,2,5,03,68,4219.3139767
5409566,1,4,1,10,4,1,10,2010,10,4,6,,6,1,3,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,68,4219.3139767
5409566,1,5,1,10,5,2,12,2005,15,4,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,68,4219.3139767
5409566,1,6,1,10,6,1,2,2009,12,4,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,68,4219.3139767
5409566,1,7,1,10,1,1,5,2011,9,4,6,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,68,4219.3139767
5409566,1,8,1,10,1,1,3,2013,8,4,6,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,68,4219.3139767
5409567,1,1,1,10,1,1,2,1983,38,1,6,,6,2,,2,,,,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,4,7,,,2,7,03,68,1854.0098141
5409568,1,1,1,10,1,2,9,1984,36,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,1029.1009699
5409568,1,2,1,10,2,1,6,1984,36,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,68,1029.1009699
5409568,1,3,1,10,3,2,6,2005,15,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,68,1029.1009699
5409568,1,4,1,10,1,1,8,2017,3,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,68,1029.1009699
5409569,1,1,1,10,1,1,6,1949,71,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,1,5,,2,1,2,,3,4,,,2,4,03,68,1029.1009699
5409569,1,2,1,10,2,2,10,1972,48,2,6,,3,2,,3,,1,1,,,,,,,,,,,1,,,1,,,1,3,113500,1,1,2,,5,11,2,,2,11,03,68,1029.1009699
5409570,1,1,1,10,1,1,12,1980,40,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,4,6,,,2,6,03,68,4219.3139767
5409570,1,2,1,10,2,2,4,1986,34,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,2,7,03,68,4219.3139767
5409570,1,3,1,10,3,1,6,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,68,4219.3139767
5409570,1,4,1,10,2,1,10,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,68,4219.3139767
5409570,1,5,1,10,2,1,10,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,68,4219.3139767
5409571,1,1,1,10,1,1,5,1952,68,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,1,1,,,1,3,113000,2,1,2,,3,3,,,2,3,03,68,1029.1009699
5409571,1,2,1,10,2,2,10,1954,66,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,2,5,03,68,1029.1009699
5409572,1,1,1,10,1,1,3,1965,56,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,3,,,2,3,03,68,4219.3139767
5409572,1,2,1,10,2,2,12,1973,47,2,6,,3,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,6,1,3,,2,12,03,68,4219.3139767
5409572,1,3,1,10,2,1,10,2012,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,68,4219.3139767
5409572,1,4,1,10,2,1,6,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,68,4219.3139767
5409573,1,1,1,10,1,1,3,1948,73,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,1,1,,,1,5,,2,1,2,,3,1,,,2,1,03,68,1029.1009699
5409573,1,2,1,10,2,2,5,1949,71,2,6,,3,3,,3,,1,1,,,,1,,,,,,,,,,1,,,1,3,113000,2,1,2,,3,1,,,2,1,03,68,1029.1009699
5409574,1,1,1,10,1,1,1,1937,84,1,6,,3,3,,3,,1,2,1,,,,,,,,,,,,2,1,,,1,5,,2,1,2,,3,1,,,2,1,03,68,1029.1009699
5409574,1,2,1,10,2,2,12,1948,72,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,1,3,113000,2,1,2,,3,3,,,2,3,03,68,1029.1009699
5409574,1,3,1,10,3,1,6,1948,72,9,6,,3,3,,3,,1,4,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,1,,,2,1,03,68,1029.1009699
5409574,1,4,1,10,4,2,2,1950,71,9,6,,3,3,,3,,1,3,,,,,,,,,,,1,,,1,,,1,3,113000,2,1,2,,3,1,,,2,1,03,68,1029.1009699
5409575,1,1,1,10,1,1,3,1960,61,1,6,,2,3,,3,,1,2,,,1,,1,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,68,1029.1009699
5409575,1,2,1,10,2,2,2,1978,43,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,68,1029.1009699
5409575,1,3,1,10,3,2,9,2002,18,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,0,2,2,2,11,03,68,1029.1009699
5409575,1,4,1,10,3,1,8,2020,0,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,68,1029.1009699
5410235,1,1,1,10,1,2,5,1980,40,1,6,,4,2,,2,,,,,,1,1,,,,,1,,,,2,1,,,1,3,113566,1,1,2,,6,2,3,,2,13,03,25,2382.1109255
5410235,1,2,1,10,2,1,1,2000,21,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,1,2,2,2,12,03,25,2382.1109255
5410235,1,3,1,10,3,1,4,2008,12,3,6,,6,2,,1,1,,,,,,,,,,1,1,,,,,1,,,1,5,,2,1,1,2,4,7,,,2,7,03,25,2382.1109255
5410236,1,1,1,10,1,1,10,1962,58,1,1,999_01,3,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,6,,,2,6,03,25,8300.5505616
5410236,1,2,1,10,2,2,9,1967,53,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,25,8300.5505616
5410236,1,3,1,10,2,1,4,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,25,8300.5505616
5410236,1,4,1,10,4,2,5,1987,33,3,6,,4,1,1,1,2,,,,,1,1,,,,,,,,,,1,,,1,1,40000,2,1,2,,5,11,2,,2,11,03,25,8300.5505616
5410236,1,5,1,10,4,2,1,2011,10,4,6,,6,3,,1,4,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,0,,,2,5,03,25,8300.5505616
