DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S1A1,P750S2,P750S2A1,P1661S1,P1661S1A1,P1661S2,P1661S2A1,P1661S3,P1661S3A1,P1661S4,P1661S4A1,P1661S4A2,P750S3,P750S3A1,P750S4,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,CLASE,MES,DPTO,fex_c_2011
5398355,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5398355,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5398356,1,1,1,95,1,2,,1,980000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5398357,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5398357,1,2,1,95,2,,,,,,,1,2,,2,,1,210000,,,1,210000,1,210000,,,,,,,,,,,2,,2,,2,,2,03,15,665.21370892
5398357,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5398357,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5398357,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5398358,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5398358,1,2,1,95,2,,,,,,,1,2,,2,,1,210000,,,1,210000,1,210000,,,,,,,,,,,2,,2,,2,,2,03,15,2727.3762066
5399036,1,1,1,95,2,,,,,,,1,2,,2,,1,600000,,,1,600000,,,,,,,1,DEVOLUCION DEL IVA,600000,,,,2,,2,,2,,2,03,15,2727.3762066
5399036,1,2,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,,,1,INGRESO SOLIDARIO,1600000,,,,2,,2,,2,,2,03,15,2727.3762066
5399037,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399037,1,2,1,95,2,,,,,,,1,2,,2,,1,360000,,,1,360000,1,360000,,,,,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399037,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399038,1,1,1,95,2,,,,,,,1,2,,2,,1,1740000,,,1,1740000,,,,,1,1740000,,,,,,,2,,2,,2,,2,03,15,2727.3762066
5399038,1,2,1,95,2,,,,,,,1,1,900000,2,,1,1740000,,,1,1740000,,,,,1,1740000,,,,,,,2,,2,,2,,2,03,15,2727.3762066
5399039,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399039,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399040,1,1,1,95,1,1,120000,2,,2,,1,2,,2,,1,1760000,,,1,1760000,,,,,1,1760000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399041,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1947.288157
5399041,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1947.288157
5399042,1,1,1,95,1,2,,1,3000000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399042,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399042,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399042,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399043,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399043,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399044,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399044,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399044,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399044,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399045,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399045,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399045,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399046,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399046,1,2,1,95,2,,,,,,,1,2,,2,,1,1500000,,,1,1500000,1,1500000,,,,,,,,,,,2,,2,,2,,2,03,15,2727.3762066
5399046,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399046,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399047,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399047,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399048,1,1,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,,,1,INGRESO SOLIDARIO,1600000,,,,2,,2,,2,,2,03,15,2727.3762066
5399048,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399049,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,2,03,15,665.21370892
5399049,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399050,1,1,1,95,2,,,,,,,1,1,1200000,2,,1,1740000,,,1,1740000,,,,,1,1740000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399050,1,2,1,95,2,,,,,,,1,1,600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399050,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399051,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399051,1,2,1,95,2,,,,,,,1,2,,2,,1,720000,,,1,720000,1,720000,,,,,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399051,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399051,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399051,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399052,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399052,1,2,1,95,2,,,,,,,1,1,500000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399053,1,1,1,95,1,2,,1,1200000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399053,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399054,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1302.3581531
5399055,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399055,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399056,1,1,1,95,2,,,,,,,1,1,1200000,2,,1,1740000,,,1,1740000,,,,,1,1740000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399057,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399057,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,2,03,15,665.21370892
5399057,1,3,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,2,03,15,665.21370892
5399057,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399058,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399058,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399059,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399059,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399059,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399060,1,1,1,95,1,2,,1,908600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399060,1,2,1,95,2,,,,,,,1,1,400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399061,1,1,1,95,2,,,,,,,1,2,,2,,1,1400000,,,1,1400000,1,1400000,,,,,,,,,,,2,,2,,2,,2,03,15,2727.3762066
5399061,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399062,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1302.3581531
5399063,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399063,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399063,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399063,1,4,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,150000,2,03,15,665.21370892
5399064,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399064,1,2,1,95,2,,,,,,,1,2,,2,,1,960000,,,1,960000,,,,,,,1,INGRESO SOLIDARIO,960000,,,,2,,2,,2,,2,03,15,665.21370892
5399064,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399064,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399065,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399065,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399065,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399065,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399065,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399066,1,1,1,95,2,,,,,,,1,2,,2,,1,720000,,,1,720000,,,,,,,1,BONO SOLIDARIO,720000,,,,2,,2,,2,,2,03,15,2727.3762066
5399066,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399066,1,5,1,95,2,,,,,,,1,2,,2,,1,1680000,,,1,1680000,,,,,1,1680000,,,,,,,2,,2,,2,,2,03,15,2727.3762066
5399067,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2709.7196498
5399067,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2709.7196498
5399067,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2709.7196498
5399071,1,1,1,95,2,,,,,,,1,2,,2,,1,670000,,,1,670000,1,220000,,,,,1,INGRESO SOLIDARIO,450000,,,,2,,2,,2,,2,03,15,665.21370892
5399071,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399072,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2338.116927
5399072,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2338.116927
5399072,1,3,1,95,2,,,,,,,1,2,,2,,1,820000,,,1,820000,,,,,,,1,INGRESO SOIDARIO,820000,,,,2,,2,,2,,2,03,15,2338.116927
5399073,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399073,1,2,1,95,2,,,,,,,1,2,,2,,1,420000,,,1,420000,1,420000,,,,,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399073,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399074,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399074,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399075,1,1,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,,,1,INGRESO SOLIDARIO,1600000,,,,2,,2,,2,,2,03,15,1738.5160157
5399075,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1738.5160157
5399075,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1738.5160157
5399075,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1738.5160157
5399075,1,5,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,,,1,INGRESO SOLIDARIO,1600000,,,,2,,2,,2,,2,03,15,1738.5160157
5399076,1,1,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,,,1,INGRESO SOLIDARIO,1600000,,,,2,,2,,2,,2,03,15,665.21370892
5399077,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399077,1,2,1,95,2,,,,,,,1,2,,2,,1,1300000,,,1,1300000,1,1300000,,,,,,,,,,,2,,2,,2,,2,03,15,2727.3762066
5399077,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399077,1,6,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,2727.3762066
5399077,1,7,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,2727.3762066
5399078,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399078,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399079,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399079,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399080,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399080,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399080,1,4,1,95,2,,,,,,,1,2,,2,,1,900000,,,1,900000,,,,,,,1,BONO SOLIDARIO,900000,,,,2,,2,,2,,2,03,15,665.21370892
5399081,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,1200000,2,03,15,665.21370892
5399081,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399082,1,1,1,95,1,1,908526,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399082,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399083,1,1,1,95,2,,,,,,,1,2,,2,,1,2700000,,,1,2700000,1,2700000,,,,,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399083,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399085,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399085,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2727.3762066
5399087,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,1302.3581531
5399089,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399089,1,2,1,95,2,,,,,,,1,2,,2,,1,980000,,,1,980000,,,,,,,1,BONO SOLIDARIO,980000,,,,2,,2,,2,,2,03,15,665.21370892
5399089,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399090,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399090,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399090,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399090,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399091,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1308.4701303
5399091,1,2,1,95,2,,,,,,,1,2,,2,,1,640000,,,1,640000,,,,,,,1,INGRESO SOLIDARIO,640000,,,,2,,2,,2,,2,03,15,1308.4701303
5399091,1,3,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,1000000,2,03,15,1308.4701303
5399091,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1308.4701303
5399091,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1308.4701303
5399092,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399092,1,2,1,95,2,,,,,,,1,2,,2,,1,980000,,,1,980000,,,,,,,1,BONO SOLIDARIO,980000,,,,2,,2,,2,,2,03,15,665.21370892
5399092,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399093,1,1,1,95,2,,,,,,,1,1,98,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399093,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399094,1,1,1,95,2,,,,,,,1,2,,2,,1,840000,,,1,840000,1,840000,,,,,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399094,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399095,1,1,1,95,2,,,,,,,1,1,1200000,2,,1,480000,,,1,480000,,,,,,,1,AUXILIO DE CULTURA,480000,,,,2,,2,,2,,2,03,15,665.21370892
5399095,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,665.21370892
5399098,1,1,1,95,2,,,,,,,1,1,5000000,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399098,1,2,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399099,1,1,1,95,2,,,,,,,1,1,1000000,2,,1,1580000,,,1,1580000,,,,,1,1580000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399100,1,1,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399100,1,2,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399100,1,3,1,95,2,,,,,,,1,1,98,2,,1,1760000,,,1,1760000,,,,,,,1,INGRESO SOLIDARIO,1760000,,,,2,,2,,2,,2,03,15,665.21370892
5399101,1,1,1,95,2,,,,,,,1,2,,2,,1,1580000,,,1,1580000,,,,,1,1580000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399101,1,2,1,95,2,,,,,,,1,2,,2,,1,1580000,,,1,1580000,,,,,1,1580000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399102,1,1,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399102,1,2,1,95,2,,,,,,,1,2,,2,,1,480000,,,1,480000,,,,,1,480000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399103,1,1,1,95,2,,,,,,,1,2,,2,,1,1580000,,,1,1580000,,,,,1,1580000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399103,1,2,1,95,2,,,,,,,1,2,,2,,1,1580000,,,1,1580000,,,,,1,1580000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399104,1,1,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399104,1,2,1,95,2,,,,,,,1,2,,2,,1,1840000,,,1,1840000,,,,,1,1840000,,,,,,,2,,2,,2,,2,03,15,665.21370892
5399105,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1597.1790886
5399105,1,2,1,95,2,,,,,,,1,2,,2,,1,480000,,,1,480000,1,480000,,,,,,,,,,,2,,2,,2,,2,03,15,1597.1790886
5399105,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1597.1790886
5402337,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,889.26741651
5402337,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,889.26741651
5402337,1,3,1,95,2,,,,,,,1,2,,2,,1,2070000,,,1,2070000,1,2070000,,,,,,,,,,,2,,2,,2,,2,03,23,889.26741651
5402337,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,889.26741651
5402337,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,889.26741651
5402337,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,889.26741651
5402338,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1103.2874613
5402338,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1103.2874613
5402338,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1103.2874613
5402339,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1931.6422482
5402339,1,2,1,95,2,,,,,,,1,1,2400000,2,,1,1780000,,,1,1780000,1,1780000,,,,,,,,,,,2,,2,,2,,2,03,23,1931.6422482
5402339,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1931.6422482
5402339,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1931.6422482
5402339,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1931.6422482
5402339,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1931.6422482
5402341,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,954.6483164
5402341,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,954.6483164
5402342,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1598.6435974
5402342,1,2,1,95,2,,,,,,,1,2,,2,,1,1260000,,,1,1260000,1,1260000,,,,,,,,,,,2,,2,,2,,2,03,23,1598.6435974
5402342,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1598.6435974
5402342,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,1598.6435974
5402343,1,1,1,95,2,,,,,,,1,2,,2,,1,600000,,,1,600000,1,600000,,,,,,,,,,,2,,2,,2,,2,03,23,3194.9470594
5402343,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,3194.9470594
5402343,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,3194.9470594
5402343,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,3194.9470594
5402343,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,3194.9470594
5402343,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,3194.9470594
5402343,1,8,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,23,3194.9470594
