DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S1A1,P750S2,P750S2A1,P1661S1,P1661S1A1,P1661S2,P1661S2A1,P1661S3,P1661S3A1,P1661S4,P1661S4A1,P1661S4A2,P750S3,P750S3A1,P750S4,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,CLASE,MES,DPTO,fex_c_2011
5411329,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2390.5418607
5411330,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2329.3449789
5411331,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2853.8091628
5411332,1,1,1,95,2,,,,,,,1,2,,2,,1,1440000,,,1,1440000,,,,,,,1,INGRESO SOLODARIO,1440000,,,,2,,2,,2,,2,03,05,2355.5266394
5411332,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2355.5266394
5411332,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2355.5266394
5411332,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2355.5266394
5411333,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,1996.366841
5411333,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,1996.366841
5411333,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,1996.366841
5411333,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,1996.366841
5411334,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2229.1482405
5411334,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2229.1482405
5411334,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2229.1482405
5411335,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,3397.1932133
5411336,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2603.0704909
5411336,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2603.0704909
5411336,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2603.0704909
5411336,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2603.0704909
5411337,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,3026.8434327
5411337,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,3026.8434327
5411338,1,1,1,95,2,,,,,,,1,1,7000000,2,,1,960000,,,1,960000,,,,,1,960000,,,,,,,2,,2,,2,,2,03,05,2414.7053953
5411339,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2329.3449789
5411340,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,3497.8844553
5411340,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,3497.8844553
5411340,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,3497.8844553
5411345,1,1,1,95,2,,,,,,,1,1,3600000,2,,1,960000,,,1,960000,,,,,1,960000,,,,,,,2,,2,,2,,2,03,05,2016.6196104
5411345,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,2016.6196104
5411346,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,1646.2698297
5411346,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,98,2,,2,03,05,1646.2698297
5411346,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,05,1646.2698297
5411351,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,655.46028462
5411351,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,655.46028462
5411351,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,655.46028462
5411351,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,655.46028462
5411352,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,475.44213389
5411352,1,2,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,1,1200000,,,,,,,,,,,2,,2,,2,,2,03,66,475.44213389
5411352,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,475.44213389
5411352,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,475.44213389
5411353,1,1,1,95,1,1,600000,1,2640000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,708.23625114
5411353,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,708.23625114
5411353,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,708.23625114
5411354,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1204.922696
5411354,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1204.922696
5411354,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1204.922696
5411355,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1464.7264591
5411355,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1464.7264591
5411355,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1464.7264591
5411355,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1464.7264591
5411356,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1000.6434622
5411356,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1000.6434622
5411356,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1000.6434622
5411357,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1568.7670858
5411357,1,2,1,95,2,,,,,,,1,1,4800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,1568.7670858
5411358,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1175.5041071
5411358,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1175.5041071
5411358,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1175.5041071
5411359,1,1,1,95,2,,,,,,,1,1,4800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,1137.485485
5411359,1,2,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,1137.485485
5411360,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,975.42823532
5411360,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,975.42823532
5411360,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,975.42823532
5411361,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1019.2722139
5411362,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1175.5041071
5411362,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1175.5041071
5411362,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1175.5041071
5411363,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1137.485485
5411363,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1137.485485
5411364,1,1,1,95,1,1,400000,2,,2,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,919.78210821
5411364,1,2,1,95,2,,,,,,,1,2,,2,,1,960000,,,1,960000,,,,,1,960000,,,,,,,2,,2,,2,,2,03,66,919.78210821
5411365,1,1,1,95,2,,,,,,,1,1,4800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,1019.2722139
5411366,1,1,1,95,2,,,,,,,1,1,2400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,1541.0597652
5411366,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1541.0597652
5411367,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1430.559401
5411367,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1430.559401
5411367,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1430.559401
5411368,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,845.9748064
5411368,1,2,1,95,2,,,,,,,1,1,1200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,845.9748064
5411368,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,845.9748064
5411369,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1292.0957565
5411369,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1292.0957565
5411369,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1292.0957565
5411369,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1292.0957565
5411369,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1292.0957565
5411369,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1292.0957565
5411369,1,7,1,95,2,,,,,,,1,2,,2,,1,1800000,,,1,1800000,,,,,1,1800000,,,,,,,2,,2,,2,,2,03,66,1292.0957565
5411371,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,845.9748064
5411371,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,845.9748064
5411371,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,845.9748064
5411372,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,596.73307693
5411372,1,2,1,95,2,,,,,,,1,2,,2,,1,960000,,,1,960000,,,,,1,960000,,,,,,,2,,2,,2,,2,03,66,596.73307693
5411372,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,596.73307693
5411373,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,822.59795831
5411373,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,822.59795831
5411373,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,822.59795831
5411373,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,822.59795831
5411374,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1301.1059721
5411374,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1301.1059721
5411374,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1301.1059721
5411375,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1339.2726251
5411375,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1339.2726251
5411376,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,947.78926804
5411376,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,947.78926804
5411376,1,3,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,947.78926804
5411376,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,947.78926804
5411376,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,947.78926804
5411376,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,947.78926804
5411376,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,947.78926804
5411376,1,8,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,947.78926804
5411376,1,9,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,947.78926804
5411377,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1019.2722139
5411379,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1272.3599071
5411379,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1272.3599071
5411379,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1272.3599071
5411379,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1272.3599071
5411380,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1137.485485
5411380,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1137.485485
5411381,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1468.578023
5411381,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1468.578023
5411381,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1468.578023
5411381,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1468.578023
5411382,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,683.91755672
5411382,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,683.91755672
5411382,1,3,1,95,2,,,,,,,1,1,1200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,66,683.91755672
5411382,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,683.91755672
5411383,1,1,1,95,2,,,,,,,1,2,,2,,1,960000,,,1,960000,1,960000,,,,,,,,,,,2,,2,,2,,2,03,66,2059.6285469
5411383,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,2059.6285469
5411383,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,2059.6285469
5411383,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,2059.6285469
5411383,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,2059.6285469
5411384,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1175.5041071
5411384,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1175.5041071
5411384,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1175.5041071
5411385,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,596.73307693
5411385,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,596.73307693
5411386,1,1,1,95,2,,,,,,,1,2,,1,7200000,1,900000,,,1,900000,1,900000,,,,,,,,,,,2,,2,,2,,2,03,66,1957.8824387
5411386,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1957.8824387
5411386,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1957.8824387
5411386,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,66,1957.8824387
