DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,P3044,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6424S5,P6426,P6430S1,P3045S1,P3045S2,P3045S3,P3046,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P3047,P3048,P3049,P6765,P6765S1,P3053,P3054,P3055,P3056,P6760,P3061,P3063,P3064,P3065,P3066,P3067,P3067S1,P3067S2,P6775,P3068,P6750,P3073,P550,P6780,P6780S1,P1879,P1805,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P3069,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P1880,P1880S1,P7040,P7045,P7050,P7070,P7075,P7077,P7090,P7100,P7110,P7120,P7130,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P1881,P1882,P7240,CLASE,OCI,AREA,P6430,RAMA4D_R4,OFICIO_C8,RAMA2D_R4,MES,PERIODO,DPTO,FT,FEX_C18,INGLABO,P3363,P3364,P3364S1,P6640S1,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P3051,P3051S1,P3052,P3052S1,P3365,P3365S1,P3054S1,P3055S1,P3057,P3058S1,P3058S2,P3058S3,P3058S4,P3058S5,P3059,P3062S1,P3062S2,P3062S3,P3062S4,P3062S5,P3062S6,P3062S7,P3062S8,P3062S9,P3063S1,P3064S1,P3366,PER,REGIS
5015549,1,4,1,SEGURIDAD PRIVADA A DIFERENTES EMPRESAS,1,2,1,,1,,1,1,2,1,1,60,,1,1,1,1,2,1200000,2,,,2,,2,,2,,2,,2,,,1,116800,2,2,,,2,,,2,,,2,,,1,1200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,1,1,12,1,1,1,0,84,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,60,8,1,1,05,1,8010,5414,80,1,20220103,05,1,1087.5029416,1200000,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015550,1,1,1,TRANSPORTE PUBLICO DE PERSONAS,1,2,1,,1,,1,1,2,1,1,36,,1,1,2,1,2,1200000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,4,,1,,1,1,1,20,1,1,1,0,48,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,36,2,1,1,05,1,4921,8331,49,1,20220103,05,1,2053.3161927,1200000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015552,1,3,1,SERVICIOS FINANCIEROS,1,2,1,,1,,1,1,2,1,1,120,,1,1,1,1,1,2000000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,2000000,1,1000000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,42,,,42,,,10,7,,1,,1,2,1,24,1,1,1,1,156,1,,12,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,1,1,1,4,40,3,1,1,05,1,6412,4211,64,1,20220103,05,1,1020.3571718,2000000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015552,1,4,1,PREPARACION Y VENTA DE ALIMENTOS CON SERVICIO A LA MESA,1,2,1,,1,,1,1,2,1,1,210,,1,1,1,1,2,908526,2,,,1,100000,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,908000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,7,7,,1,,1,1,1,20,1,1,1,0,24,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,4,60,3,1,1,05,1,5611,5230,56,1,20220103,05,1,1020.3571718,1008526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015553,1,1,1,CERRAJERIA INSTALAR CHAPAS PARA PUERTAS,1,2,2,12,1,,1,1,2,1,1,24,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,908000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,5,7,,1,,1,1,1,98,1,1,1,0,12,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,10,2,1,1,05,1,9529,7222,95,1,20220103,05,1,1115.178693,908526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015553,1,2,1,PRODUCTOS FARMACEUTICOS MEDICAMENTOS,1,2,1,,1,,1,1,2,1,1,84,,1,1,1,1,2,1300000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,1200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,2,1,8,1,1,1,0,48,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,5,40,3,1,1,05,1,2100,4110,21,1,20220103,05,1,1115.178693,1300000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015554,1,3,1,SERVICIOS DE MOVILIDAD,1,2,1,,1,,1,1,2,1,1,72,,1,1,1,1,1,1700000,2,,,2,,2,,2,,2,,2,,,2,,,1,35000,2,2,,,2,,,2,,,1,1700000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,1,1,10,1,1,1,4,12,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,4,90,1,1,1,05,1,8559,2411,85,1,20220103,05,1,1240.4054229,1700000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015555,1,1,1,ROPA INTERIOR,1,2,2,12,1,,1,1,2,1,1,30,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,508000,1,400000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,4,2,,1,,1,1,1,15,1,1,1,0,60,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,20,2,1,1,05,1,1410,8153,14,1,20220103,05,1,967.86722138,908526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015557,1,1,1,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,1,2,2,3,1,,1,1,2,1,1,2,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,1,106800,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,48,,,48,,,6,7,,1,,1,1,1,0,1,1,1,2,6,4,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,20,8,1,1,05,1,2511,7212,25,1,20220103,05,1,1115.178693,908526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015559,1,2,1,FABRICACION DE CARPAS PLASTICAS INDUSTRIALES,1,2,1,,1,,1,1,2,1,1,84,,1,1,1,1,2,1500000,2,,,2,,2,,2,,2,,2,,,1,111000,1,2,,,2,,,2,,,2,,,1,1500000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,54,,,54,,,9,7,,1,,1,1,1,19,1,1,1,0,144,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,4,90,8,1,1,05,1,1392,3122,13,1,20220103,05,1,1034.5721877,1500000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015560,1,2,1,SERVICIOS DE MANICURE Y PEDICURE A DOMICILIO,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,800000,1,,3,,1,2,12,48,,,48,,,1,2,,10,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,4,30,8,1,1,05,4,9602,5142,96,1,20220103,05,1,1130.9720603,800000,,,,,2,,,,,3,,,800000,800000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015561,1,5,1,SERVICIOS DE TIPOGRAFIA Y VENTA DE PAPELERIA AL POR MENOR,1,1,,,1,,2,2,2,2,2,240,,1,1,9,9,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,1,,30,,,3,7,,2,,2,,,,2,2,2,,,,,,,1,28,1,99,2,5,2,,,,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,20,8,1,1,05,1,1812,9333,18,1,20220103,05,1,696.79522151,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015561,1,6,1,SERVICIOS HOSPITALARIOS DE CARACTER GENERAL Y ALTO NIVEL DE COMPLEJIDAD,1,2,1,,1,,1,1,2,1,1,72,,1,1,1,1,2,99,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,98,2,,1,98,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,54,,,54,,,10,7,,1,,1,1,1,6,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,3,15,8,1,1,05,1,8610,5151,86,1,20220103,05,1,696.79522151,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015564,1,1,1,TRAJES DE QUINCES CORTE DE CABELLO,1,2,1,,2,2,1,1,2,1,1,48,,1,1,1,1,2,2064000,2,,,2,,2,,2,,2,,2,,,2,,,1,99000,2,2,,,2,,,2,,,1,900000,2,,1,450000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,84,,,60,7,DESCANSO ASIGANDO,9,7,,1,,1,1,1,4,1,1,1,0,36,4,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,2,2,1,1,4,20,8,1,1,05,1,9602,5414,96,1,20220103,05,1,1101.363663,2064000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015564,1,2,1,SALUD EN GENERAL,1,2,1,,1,,1,1,2,1,1,60,,1,1,1,1,2,908600,2,,,2,,2,,2,,2,,2,,,1,106800,2,2,,,2,,,2,,,2,,,1,900000,2,,1,450000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,1,1,6,1,1,1,0,12,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,4,40,8,1,1,05,1,8610,9112,86,1,20220103,05,1,1101.363663,908600,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015565,1,1,1,CONFECCION Y VENTA DE ROPA EN GENERAL,1,2,2,12,1,,1,1,2,1,1,86,,1,1,1,1,2,1500000,1,200000,1,1,300000,2,,2,,2,,2,,,1,107000,1,2,,,2,,,2,,,2,,,1,1500000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,8,4,,1,,1,2,1,15,1,1,1,0,120,4,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,15,8,1,1,05,1,1410,8332,14,1,20220103,05,1,984.93556679,1800000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015565,1,2,1,SERVICIOS DE ESTAMPACION A DIFERENTES EMPRESAS,1,2,2,12,1,,1,1,2,1,1,180,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,908000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,3,7,,3,,2,,,,2,2,1,1,12,1,,9,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,20,1,1,1,05,1,1811,1120,18,1,20220103,05,1,984.93556679,908526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015565,1,3,1,SERVICIOS DE COBROS DE CARTERA A DIFERENTES EMPRESAS,1,2,2,12,1,,1,1,2,1,1,4,,1,1,1,1,1,908526,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,450000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,8,7,,1,,1,1,1,1,1,1,1,1,98,1,,3,,2,,,,,,2,,,,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,4,30,3,1,1,05,1,8291,4223,82,1,20220103,05,1,984.93556679,908526,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015566,1,1,1,Transporte de pasajeros,2,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,2,2,,,,,,2,2,,,,,,14000000,1,,1,,3,2,12,48,,,48,,,1,4,,1,,1,1,2,25,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,2,1,1,05,4,4921,8323,49,1,20220103,05,1,1072.8009749,14000000,,,,,2,,,,,3,14000000,14000000,,,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015566,1,2,1,Alimentos,1,2,2,3,1,,1,2,2,2,2,3,,1,1,1,1,2,950000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48,,,48,,,6,7,,1,,1,1,1,2,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,45,8,1,1,05,1,1089,5242,10,1,20220103,05,1,1072.8009749,950000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015571,1,1,1,SERVICIO DE TRANSORTE DE MERCANCIA,1,2,1,,1,,1,1,1,1,1,96,,1,1,1,1,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,1,98,1,98,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,6,7,,1,,1,2,1,5,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,30,3,1,1,05,1,5320,3341,53,1,20220103,05,1,4548.2225419,,1,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015571,1,2,1,TRANSPORTE DE MERCANCIA,1,2,1,,1,,1,1,1,1,1,48,,1,1,1,1,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,1,98,1,98,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,48,,,48,,,6,7,,1,,1,2,1,15,1,1,1,0,10,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,30,3,1,1,05,1,4923,1324,49,1,20220103,05,1,4548.2225419,,1,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015572,1,1,1,CONSTRUYEN CASAS CAMPESTRES,1,2,2,12,1,,1,1,2,1,1,0,,1,1,1,1,2,1360000,2,,,2,,2,,1,352000,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,60,,,60,,,6,9,,1,,1,2,1,20,1,1,1,1,10,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,7,120,3,1,1,05,1,4111,7221,41,1,20220103,05,1,1168.8992233,1360000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015573,1,2,1,ARREGLOS Y CONTRUCCION DE EDIFICIOS DE VIVIENDA,1,2,1,,1,,1,2,2,2,2,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,,1,2,2,,,,,,2,2,,,,,,1200000,1,,3,,4,2,12,48,,,48,,,9,9,,1,,1,1,2,21,1,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,60,2,1,1,05,4,4111,9313,41,1,20220103,05,1,1047.5866645,1200000,,,,,2,,,,,2,,,1200000,1200000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015573,1,3,1,CUIDADOS DE ADULTO MAYOR,1,2,1,,1,,1,1,2,1,1,18,,1,1,2,1,2,1200000,2,,,2,,2,,2,,2,,2,,,1,100000,1,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,6,7,,1,,1,2,1,1,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,25,3,1,1,05,1,8710,5322,87,1,20220103,05,1,1047.5866645,1200000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015575,1,2,1,SALUD,1,2,1,,1,,1,1,2,1,1,84,,1,1,1,1,2,2100000,2,,,2,,2,,2,,2,,2,,,1,100000,1,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,48,,,48,,,10,7,,1,,1,2,1,37,1,1,1,9,204,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,1,1,1,4,60,3,1,1,05,2,8610,5321,86,1,20220103,05,1,1251.4495039,2100000,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015576,1,1,1,COMIDAS TIPICAS COLOMBIANAS,1,2,1,,1,,1,1,2,1,1,0,,1,1,1,1,2,250000,2,,,2,,2,,2,,2,,2,,,1,29000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,1,,24,,,6,7,,1,,1,2,1,10,1,2,1,0,0,1,,3,,2,,,,,,1,24,1,1,2,,,,,,,,,,,,1,1,1,2,1,1,11,60,3,1,1,05,1,5611,5131,56,1,20220103,05,1,1427.9534325,250000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015576,1,5,1,PROCESA ANIMALES PARA EL CONSUMO JUMANO,1,2,1,,1,,1,1,2,1,1,5,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,1,104526,2,2,,,2,,,2,,,2,,,1,908526,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,8,7,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,25,3,1,1,05,1,1011,4311,10,1,20220103,05,1,1427.9534325,908526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015577,1,1,1,FABRICACION DE ROPA Y TEXTILES,1,2,1,,1,,1,1,2,1,1,7,,1,1,1,1,2,99,1,98,1,2,,2,,2,,2,,2,,,1,117000,1,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,48,,,48,,,10,7,,1,,1,1,1,12,1,1,1,12,96,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,90,8,1,1,05,1,1410,7543,14,1,20220103,05,1,2893.4813353,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015577,1,2,1,SERVICIOS DE BPO Y CONTAC CENTER,1,2,1,,1,,1,1,2,1,1,5,,1,1,1,1,2,99,1,98,1,2,,2,,2,,2,,2,,,1,117000,1,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48,,,48,,,10,7,,1,,1,2,1,0,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,2,1,11,40,3,1,1,05,1,8220,4222,82,1,20220103,05,1,2893.4813353,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015578,1,1,1,MATERIALES RECICLABLES CARTON ENVASES PLASTICOS VIDRIO MADERA,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,500000,1,,3,,1,1,12,48,,,48,,,1,6,,2,,2,,,,2,2,1,18,24,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,2,2,2,1,2,20,2,1,1,05,4,3830,9611,38,1,20220103,05,1,1279.8194957,500000,,,,,2,,,,,1,,,500000,500000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015579,1,1,1,FABRICACION DE REJAS Y VENTANAS EN HIERRO,2,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,900000,1,,3,,8,2,12,48,,,48,,,1,7,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,60,8,1,1,05,4,2511,7222,25,1,20220103,05,1,1016.1689285,900000,,,,,2,,,,,3,,,900000,900000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015579,1,2,1,TRANSPORTE PUBLICO DE PASAJEROS,2,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,1000000,1,,3,,4,1,12,70,,,70,,,1,4,,11,,2,,,,2,2,1,20,24,1,,5,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,3,5,8,1,1,05,4,4921,8324,49,1,20220103,05,1,1016.1689285,1000000,,,,,2,,,,,3,,,1000000,1000000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015580,1,1,1,SERVICIO DE PUBLICIDAD Y VENTAS EN REDES SOCIALES,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,1,2,2,,,,,,2,2,,,,,,100000,1,,1,,6,2,12,48,,,48,,,1,7,,5,,2,,,,2,2,1,0,21,1,,10,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,4,60,3,1,1,05,4,7310,2432,73,1,20220103,05,1,805.43807219,100000,,,,,2,,,,,3,,,100000,100000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015580,1,2,1,TOMATE CHONTO,1,2,2,12,1,,1,1,2,1,1,30,,1,1,1,9,2,900000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,500000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,,,40,,,5,7,,1,,1,2,1,2,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,2,1,2,30,2,1,1,05,1,4631,4321,46,1,20220103,05,1,805.43807219,900000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015582,1,1,1,TRANSPORTE PUBLICO DE PASAJEROS,2,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,1200000,1,,3,,4,1,12,84,,,84,,,1,4,,1,,1,1,1,16,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,3,5,8,1,1,05,4,4921,8331,49,1,20220103,05,1,1137.2212759,1200000,,,,,2,,,,,3,,,1200000,1200000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015582,1,2,1,CONFECCION ROPA UNISEX,1,1,,,1,,1,2,2,2,2,18,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,5,7,,3,,2,,,,2,2,1,0,22,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,40,8,1,1,05,1,1410,7531,14,1,20220103,05,1,1137.2212759,908526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015584,1,1,1,CONSTRUCCION Y REMODELACION DE VIVIENDAS,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,400000,1,,3,,3,1,12,24,1,,24,,,1,2,,3,,2,,,,2,2,1,10,2,4,,1,,2,,,,,,1,24,1,1,2,,,,,,,,,,,,1,1,1,2,1,1,2,90,8,1,1,05,4,4111,7112,41,1,20220103,05,1,1078.2846548,400000,,,,,2,,,,,3,,,400000,400000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015584,1,2,1,SERVICIO DOMESTICO HOGAR,1,2,1,,1,,1,1,2,1,1,204,,2,2,2,2,2,908526,2,,,1,98,2,,2,,2,,2,,,1,106400,2,2,,,2,,,2,,,2,,,1,908000,2,,1,454000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,1,2,,1,,1,2,1,21,1,1,1,84,60,1,,9,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,2,90,8,1,1,05,3,9700,9111,97,1,20220103,05,1,1078.2846548,908526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5015584,1,3,1,CONTENEDORES  CANECAS INSTITUCIONALES  BALDES PONCHERAS CANASTOS PARA ROPA ETC,1,2,1,,1,,1,1,2,1,1,96,,1,1,1,1,2,908526,2,,,2,,2,,2,,2,,2,,,1,106400,2,2,,,2,,,2,,,2,,,1,908000,2,,1,454000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,1,1,8,1,1,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,30,8,1,1,05,1,4774,4120,47,1,20220103,05,1,1078.2846548,908526,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
