DIRECTORIO,SECUENCIA_P,ORDEN,P6016,P3271,P6030S1,P6030S3,P6040,P6050,P6083,P6083S1,P6081,P6081S1,P2057,P2059,P2061,P6080,P6080S1,P6080S1A1,P6070,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P6090,P6100,P6110,P6120,P1906S1,P1906S2,P1906S3,P1906S4,P1906S5,P1906S6,P1906S7,P1906S8,P6160,P6170,P3041,P3042,P3042S1,P3042S2,P3043,P3043S1,HOGAR,CLASE,P3038,P3039,AREA,MES,PERIODO,DPTO,pt,FEX_C18,LGB_Numerica,LGB_sectores,Trans_numerica,LGBT_Numerica,Discapacidad,Dificultad,Campesina,POB_MAY18,PER,REGIS
5025465,1,1,1,1,10,1964,57,1,2,,2,,2,2,2,6,,,3,1,2,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,76,1,2391.9708351,0,,0,0,0,0,0,1,2022,10
5025465,1,2,2,2,1,1969,53,2,1,5,3,,2,2,2,6,,,3,1,1,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,76,1,2391.9708351,0,,0,0,0,0,0,1,2022,10
5025465,1,3,3,2,7,1988,33,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,10,10,313,7,313,1,1,1,2,,1,20220104,76,1,2391.9708351,0,,0,0,0,0,0,1,2022,10
5025465,1,4,4,1,8,2009,12,8,1,3,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,4,2,,,,1,1,,,,1,20220104,76,1,2391.9708351,,,,,0,0,0,,2022,10
5025465,1,5,5,2,3,1947,74,5,3,,3,,2,2,2,6,,,5,,,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,1,2,,1,20220104,76,1,2391.9708351,0,,0,0,0,0,0,1,2022,10
5025466,1,1,1,1,6,1984,37,1,2,,2,,2,2,2,6,,,3,1,2,,,,,,,,,1,,,,1,2,1,98,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,2,1,,1,20220104,76,1,5225.1683682,0,,0,0,0,0,0,1,2022,10
5025466,1,2,2,2,7,1988,33,2,2,,2,,2,2,2,6,,,3,1,1,,,,,,,,,,,1,,1,2,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,5225.1683682,0,,0,0,0,0,0,1,2022,10
5025466,1,3,1,1,10,2015,6,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,2,5,,4,4,4,4,4,4,4,4,2,1,1,3,0,,,,1,1,,,,1,20220104,76,1,5225.1683682,,,,,0,0,0,,2022,10
5025466,1,4,1,2,12,2020,1,3,1,2,1,1,9,2,2,6,,,,,,,,,,,,,,,,,,1,2,5,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,,1,20220104,76,1,5225.1683682,,,,,,,9,,2022,10
5025467,1,1,1,2,11,1967,54,1,3,,3,,2,1,2,6,,,5,,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,1,2,,1,20220104,76,1,2168.241133,0,,0,0,0,0,0,1,2022,10
5025467,1,2,2,1,12,2006,15,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,1,,,,1,20220104,76,1,2168.241133,,,,,0,0,0,,2022,10
5025468,1,1,1,2,8,1970,51,1,2,,3,,2,2,2,6,,,5,,,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,1,2,,1,20220104,76,1,3355.0908223,0,,0,0,0,0,0,1,2022,10
5025468,1,2,1,2,7,2013,8,8,2,,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,3,2,,,,1,1,,,,1,20220104,76,1,3355.0908223,,,,,0,0,0,,2022,10
5025468,1,3,1,2,1,2017,5,8,2,,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,1,0,,,,1,1,,,,1,20220104,76,1,3355.0908223,,,,,0,0,0,,2022,10
5025469,1,1,1,1,3,1954,67,1,3,,3,,1,,2,6,,,4,,,,1,,1,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,76,1,3381.0263616,0,,0,0,0,0,0,1,2022,10
5025470,1,1,1,2,11,1965,56,1,2,,2,,2,2,2,6,,,5,,,,,,,,,,,,,1,,1,1,2,80000,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,76,1,3054.3967884,0,,0,0,0,0,0,1,2022,10
5025470,1,2,2,1,3,1996,25,3,1,1,3,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,10,9,613,2,,1,1,2,1,,1,20220104,76,1,3054.3967884,0,,0,0,0,0,0,1,2022,10
5025471,1,1,1,2,2,1964,57,1,3,,3,,2,2,2,6,,,4,,,1,1,1,,,,,,1,,,,1,1,5,,4,4,4,3,4,4,4,4,1,2,,4,3,,,,1,1,1,2,,1,20220104,76,1,2331.766945,0,,0,0,0,1,0,1,2022,10
5025471,1,2,1,1,2,1946,75,9,3,,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,5,,3,4,3,2,3,4,4,4,1,2,,3,3,,,,1,1,2,1,,1,20220104,76,1,2331.766945,0,,0,0,1,1,0,1,2022,10
5025472,1,1,1,2,1,1966,55,1,2,,2,,2,2,2,6,,,5,,,1,,,1,,,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,2307.0067255,0,,0,0,0,0,0,1,2022,10
5025473,1,1,1,1,8,1972,49,1,3,,3,,2,2,2,6,,,6,,,1,,,,,,,,,,,,1,1,1,75600,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,76,1,4103.6562049,0,,0,0,0,0,0,1,2022,10
5025474,1,1,1,1,11,1953,68,1,3,,3,,2,2,2,6,,,3,1,2,,1,1,1,,,1,,1,,,,1,3,,,4,4,4,4,3,4,4,4,1,2,,4,3,,,,1,1,2,1,,1,20220104,76,1,3079.1570079,0,,0,0,0,1,0,1,2022,10
5025474,1,2,2,2,6,1959,62,2,3,,3,,2,2,2,6,,,3,1,1,,1,1,1,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,76,1,3079.1570079,0,,0,0,0,0,0,1,2022,10
5025474,1,3,3,1,7,1991,30,3,1,2,1,1,2,2,2,6,,,6,,,,1,1,1,1,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,76,1,3079.1570079,0,,0,0,0,0,0,1,2022,10
5025476,1,1,1,1,4,1986,35,1,2,,3,,1,,2,6,,,3,1,2,,,,1,,,,,1,,,,1,1,3,115000,4,4,4,4,4,4,4,4,1,2,,10,10,488,7,488,1,1,2,1,,1,20220104,76,1,5805.7426314,0,,0,0,0,0,0,1,2022,10
5025476,1,2,2,2,4,1987,34,2,2,,2,,2,2,2,6,,,3,1,1,,,,,,,,,1,,,,1,1,1,400000,4,4,4,4,4,4,4,4,1,2,,10,10,488,7,488,1,1,1,2,,1,20220104,76,1,5805.7426314,0,,0,0,0,0,0,1,2022,10
5025476,1,3,3,2,1,2010,11,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,4,2,,,,1,1,,,,1,20220104,76,1,5805.7426314,,,,,0,0,0,,2022,10
5025476,1,4,4,1,9,2012,9,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,3,4,,,,1,1,,,,1,20220104,76,1,5805.7426314,,,,,0,0,0,,2022,10
5025477,1,1,1,1,12,1965,56,1,3,,3,,2,1,2,6,,,2,1,2,,1,1,,,,1,,1,,,,1,3,,,4,4,3,3,3,4,4,4,1,2,,3,3,,,,1,1,2,1,,1,20220104,76,1,2202.95232,0,,0,0,0,1,0,1,2022,10
5025477,1,2,2,2,3,1965,56,2,3,,1,4,2,1,2,6,,,2,1,1,,1,1,1,1,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,1,2,,1,20220104,76,1,2202.95232,0,,0,0,0,0,0,1,2022,10
5025477,1,3,3,1,12,1999,22,3,1,2,1,1,2,2,2,6,,,6,,,,,,,1,,,1,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,8,4,712,2,,1,1,2,1,,1,20220104,76,1,2202.95232,0,,0,0,0,0,0,1,2022,10
5025477,1,4,3,1,8,1938,83,5,3,,3,,2,1,2,6,,,5,,,,,,,,,,,,,1,,1,3,,,2,4,3,3,3,2,3,3,1,2,,3,2,,,,1,1,2,1,,1,20220104,76,1,2202.95232,0,,0,0,1,1,0,1,2022,10
5025478,1,1,1,2,6,1952,69,1,3,,3,,2,1,2,6,,,6,,,,,1,1,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,1,2,,1,20220104,76,1,2395.6931602,0,,0,0,0,0,0,1,2022,10
5025478,1,2,2,2,5,1979,42,3,1,1,2,,2,2,2,6,,,6,,,1,,,,,,,,,,,,1,1,1,100000,4,4,4,4,4,4,4,4,1,2,,10,10,613,7,613,1,1,1,2,,1,20220104,76,1,2395.6931602,0,,0,0,0,0,0,1,2022,10
5025478,1,3,3,2,3,1994,27,8,1,2,2,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,2395.6931602,0,,0,0,0,0,0,1,2022,10
5025478,1,4,4,2,5,2003,18,8,1,2,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,2395.6931602,0,,0,0,0,0,0,1,2022,10
5025478,1,5,5,2,8,2007,14,8,1,2,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,1,,,,1,20220104,76,1,2395.6931602,,,,,0,0,0,,2022,10
5025478,1,6,6,1,2,1942,79,4,3,,2,,2,1,2,6,,,5,,,1,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,2,1,,1,20220104,76,1,2395.6931602,0,,0,0,0,0,0,1,2022,10
5025479,1,1,1,2,3,1981,40,1,3,,2,,2,2,2,5,,,4,,,1,,,1,,,1,,1,,,,1,1,3,115000,4,4,4,4,4,4,4,4,1,2,,10,10,411,7,411,1,1,1,2,,1,20220104,76,1,2562.7316591,0,,0,0,0,0,0,1,2022,10
5025480,1,1,1,2,5,1950,71,1,3,,3,,2,2,1,6,,,6,,,,,,1,,,,,,,,,1,1,3,125000,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,76,1,1860.8206679,0,,0,0,0,0,0,1,2022,10
5025480,1,2,2,1,4,1952,69,6,3,,3,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,2,1,,1,20220104,76,1,1860.8206679,0,,0,0,0,0,0,1,2022,10
5025480,1,3,3,2,6,1954,67,6,3,,3,,2,2,2,6,,,5,,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,1860.8206679,0,,0,0,0,0,0,1,2022,10
5025480,1,4,4,1,12,1956,65,6,3,,3,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,1,3,125000,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,,1,20220104,76,1,1860.8206679,0,,0,0,0,0,0,1,2022,10
5025481,1,1,1,1,2,1995,26,1,2,,2,,2,2,2,6,,,2,2,,,1,1,1,,,,,1,,,,1,1,1,48000,4,4,4,4,4,4,4,4,1,2,,8,4,913,5,913,1,1,2,1,,1,20220104,76,1,4103.6562049,0,,0,0,0,0,0,1,2022,10
5025482,1,1,1,1,6,1945,76,1,3,,3,,1,,2,6,,,3,1,2,1,1,,,,,,,1,,,,1,1,2,130000,4,4,4,2,3,4,4,4,2,2,,1,0,,,,1,1,2,1,,1,20220104,76,1,2331.766945,0,,0,0,1,1,0,1,2022,10
5025482,1,2,2,2,9,1954,67,2,2,,3,,1,,2,6,,,3,1,1,1,,,,,,,,1,,,,1,1,5,,4,4,3,3,4,4,4,4,1,2,,4,1,,,,1,1,1,2,,1,20220104,76,1,2331.766945,0,,0,0,0,1,0,1,2022,10
5025483,1,1,1,2,2,1957,64,1,3,,3,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,1,2,80000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,2153.4318808,0,,0,0,0,0,0,1,2022,10
5025483,1,2,2,1,10,2001,20,3,1,1,2,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,76,1,2153.4318808,0,,0,0,0,0,0,1,2022,10
5025484,1,1,1,1,5,1945,76,1,3,,3,,2,2,2,6,,,3,1,2,,,,,,,,,1,,,,1,1,2,195000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,76,1,2587.4918786,0,,0,0,0,0,0,1,2022,10
5025484,1,2,2,2,12,1968,53,2,3,,2,,2,2,2,6,,,3,1,1,,,,1,,,,,1,,,,1,1,5,,4,4,4,1,1,4,1,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,2587.4918786,0,,0,0,1,1,0,1,2022,10
5025485,1,1,1,2,3,1948,73,1,3,,3,,2,2,2,6,,,5,,,,,,,,,,,,,1,,1,1,2,80000,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,76,1,3054.3967884,0,,0,0,0,0,0,1,2022,10
5025485,1,2,2,1,3,1972,49,3,1,1,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,1,48000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,76,1,3054.3967884,0,,0,0,0,0,0,1,2022,10
5025486,1,1,1,1,2,1982,39,1,3,,3,,1,,2,6,,,3,1,2,,1,,1,1,,,,1,,,,1,1,1,100000,4,4,4,4,4,4,4,4,1,2,,10,10,719,7,719,1,1,2,1,,1,20220104,76,1,5223.1691152,0,,0,0,0,0,0,1,2022,10
5025486,1,2,2,2,7,1985,36,2,2,,2,,2,2,2,6,,,3,1,1,,1,1,1,1,,1,,1,,,,1,1,3,113000,4,4,4,4,4,4,4,4,1,2,,10,10,911,7,911,1,1,2,2,,1,20220104,76,1,5223.1691152,1,2,0,1,0,0,0,1,2022,10
5025486,1,3,1,1,8,2013,8,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,3,1,,,,1,1,,,,1,20220104,76,1,5223.1691152,,,,,0,0,0,,2022,10
5025487,1,1,1,1,7,1972,49,1,2,,2,,2,2,2,6,,,3,1,2,1,,,,,,,,1,,,,1,2,1,120000,4,4,4,4,4,4,4,4,1,2,,9,6,539,6,539,1,1,2,1,,1,20220104,76,1,4961.116903,0,,0,0,0,0,0,1,2022,10
5025487,1,2,2,2,10,1981,40,2,2,,3,,2,2,2,6,,,3,1,1,1,,,,,,,,,,,,1,2,5,,4,4,4,4,4,4,4,4,1,2,,9,6,688,6,688,1,1,1,2,,1,20220104,76,1,4961.116903,0,,0,0,0,0,0,1,2022,10
5025487,1,3,3,2,1,2007,15,3,1,2,1,1,2,2,2,6,,,6,,,1,,,,,,,,1,,,,1,2,5,,4,4,4,4,4,4,4,4,1,1,2,5,1,,1,,1,1,,,,1,20220104,76,1,4961.116903,,,,,0,0,0,,2022,10
5025487,1,4,2,2,10,2018,3,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,2,5,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,,1,20220104,76,1,4961.116903,,,,,,,0,,2022,10
5025489,1,1,1,1,12,1949,72,1,3,,3,,1,,2,6,,,3,1,2,1,1,,,,,,,1,,,,1,1,2,80000,4,4,3,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,,1,20220104,76,1,2331.766945,0,,0,0,0,0,0,1,2022,10
5025489,1,2,2,2,8,1956,65,2,3,,3,,1,,2,6,,,1,1,1,1,1,,1,,,1,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,1,2,,1,20220104,76,1,2331.766945,0,,0,0,0,0,0,1,2022,10
5025490,1,1,1,1,11,1987,34,1,2,,3,,1,,2,6,,,3,1,2,,1,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,76,1,3310.121722,0,,0,0,0,0,0,1,2022,10
5025490,1,2,2,2,11,1992,29,2,2,,2,,2,2,2,6,,,3,1,1,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,3310.121722,0,,0,0,0,0,0,1,2022,10
5025491,1,1,1,2,10,1979,42,1,2,,2,,2,2,2,6,,,6,,,,,1,1,1,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,2949.2719946,0,,0,0,0,0,0,1,2022,10
5025491,1,2,2,2,8,1997,24,3,1,1,2,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,8,5,212,5,212,1,1,1,2,,1,20220104,76,1,2949.2719946,0,,0,0,0,0,0,1,2022,10
5025491,1,3,2,1,9,2015,6,8,1,2,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,1,1,2,0,,,,1,1,,,,1,20220104,76,1,2949.2719946,,,,,0,0,0,,2022,10
5025492,1,1,1,2,3,1967,54,1,1,4,3,,1,,1,6,,,5,,,,,,,,,,,,,1,,1,1,2,75000,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,76,1,1413.8041524,0,,0,0,0,0,1,1,2022,10
5025492,1,2,2,2,4,1988,33,3,1,1,3,,1,,1,6,,,4,,,,,,,,,,,,,1,,1,1,1,89000,4,4,4,4,4,4,4,4,1,2,,10,10,411,7,411,1,1,1,2,,1,20220104,76,1,1413.8041524,0,,0,0,0,0,1,1,2022,10
5025492,1,3,3,1,2,2009,12,8,1,2,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,4,3,,,,1,1,,,,1,20220104,76,1,1413.8041524,,,,,0,0,0,,2022,10
5025492,1,4,4,2,12,1925,96,4,3,,3,,1,,1,6,,,5,,,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,1,2,,1,20220104,76,1,1413.8041524,0,,0,0,0,0,1,1,2022,10
5025492,1,5,5,1,3,1960,61,6,1,4,3,,1,,1,6,,,6,,,1,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,,1,20220104,76,1,1413.8041524,0,,0,0,0,0,1,1,2022,10
5025493,1,1,1,1,12,1973,48,1,2,,3,,2,2,2,6,,,3,1,2,,,,,,1,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,4,,,,1,1,2,1,,1,20220104,76,1,1771.033279,0,,0,0,0,0,0,1,2022,10
5025493,1,2,2,2,1,1978,44,2,1,4,2,,2,2,2,6,,,3,1,1,1,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,76,1,1771.033279,0,,0,0,0,0,0,1,2022,10
5025493,1,3,3,2,12,2006,15,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,1,,,,1,20220104,76,1,1771.033279,,,,,0,0,0,,2022,10
5025493,1,4,4,2,10,1951,70,5,3,,3,,2,1,2,6,,,6,,,1,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,1,2,,1,20220104,76,1,1771.033279,0,,0,0,0,0,0,1,2022,10
5025494,1,1,2,1,9,1973,48,1,2,,2,,1,,2,6,,,2,1,2,1,,1,1,1,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,76,1,3088.4008398,0,,0,0,0,0,0,1,2022,10
5025494,1,2,2,2,1,1989,33,2,2,,2,,2,2,2,6,,,2,1,1,1,1,1,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,9,4,411,6,411,1,1,1,2,,1,20220104,76,1,3088.4008398,0,,0,0,0,0,0,1,2022,10
5025494,1,3,2,1,12,2009,12,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,2,,,,1,1,,,,1,20220104,76,1,3088.4008398,,,,,0,0,0,,2022,10
5025494,1,4,2,2,12,2014,7,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,2,,,,1,1,,,,1,20220104,76,1,3088.4008398,,,,,0,0,0,,2022,10
5025495,1,1,1,2,10,1970,51,1,3,,3,,1,,1,6,,,5,,,,,,,,,,,1,,,,1,2,2,80000,4,4,4,4,4,4,4,4,1,2,,9,4,913,6,913,1,1,1,2,,1,20220104,76,1,1363.2610177,0,,0,0,0,0,1,1,2022,10
5025496,1,1,1,1,1,1948,74,1,3,,3,,2,2,2,6,,,3,1,2,,,,,,,,,,,1,,1,1,2,80000,4,4,4,4,4,4,4,4,1,2,,3,1,,,,1,1,2,1,,1,20220104,76,1,1386.6258472,0,,0,0,0,0,0,1,2022,10
5025496,1,2,2,2,9,1956,65,2,3,,3,,2,2,2,6,,,3,1,1,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,3,1,,,,1,1,1,2,,1,20220104,76,1,1386.6258472,0,,0,0,0,0,0,1,2022,10
5025496,1,3,3,2,7,1977,44,3,1,2,1,1,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,1,3,125000,4,4,4,4,4,4,4,4,1,2,,8,5,613,5,613,1,1,1,2,,1,20220104,76,1,1386.6258472,0,,0,0,0,0,0,1,2022,10
5025496,1,4,4,2,2,2003,18,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,10,4,719,2,,1,1,1,2,,1,20220104,76,1,1386.6258472,0,,0,0,0,0,0,1,2022,10
5025497,1,1,1,1,7,1973,48,1,2,,2,,1,,2,6,,,3,1,2,,1,,1,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,2,1,,1,20220104,76,1,2696.8021486,0,,0,0,0,0,0,1,2022,10
5025497,1,2,2,2,6,1982,39,2,2,,2,,2,2,2,6,,,3,1,1,,1,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,8,3,919,5,919,1,1,1,2,,1,20220104,76,1,2696.8021486,0,,0,0,0,0,0,1,2022,10
5025497,1,3,3,1,5,2001,20,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,10,4,613,2,,1,1,2,1,,1,20220104,76,1,2696.8021486,0,,0,0,0,0,0,1,2022,10
5025497,1,4,2,1,1,2008,14,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,3,,,,1,1,,,,1,20220104,76,1,2696.8021486,,,,,0,0,0,,2022,10
5025498,1,1,1,2,11,1962,59,1,3,,3,,1,,1,5,,,3,1,2,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,76,1,1240.397904,0,,0,0,0,0,1,1,2022,10
5025498,1,2,2,1,3,1962,59,2,3,,3,,1,,1,5,,,3,1,1,,,,,,,,,1,,,,1,3,,,4,4,4,2,4,4,3,4,1,2,,3,5,,,,1,1,2,1,,1,20220104,76,1,1240.397904,0,,0,0,1,1,1,1,2022,10
5025500,1,1,1,2,4,1947,74,1,3,,3,,2,2,2,6,,,5,,,,,,1,,,,,,,,,1,1,2,80000,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,76,1,989.87510787,0,,0,0,0,0,0,1,2022,10
5025500,1,2,2,2,12,1967,54,3,1,1,2,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,8,5,411,5,411,1,1,1,2,,1,20220104,76,1,989.87510787,0,,0,0,0,0,0,1,2022,10
5025500,1,3,3,2,8,1985,36,3,1,1,3,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,8,5,488,5,488,1,1,1,2,,1,20220104,76,1,989.87510787,0,,0,0,0,0,0,1,2022,10
5025500,1,4,4,2,7,2005,16,8,1,3,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,1,,,,1,20220104,76,1,989.87510787,,,,,0,0,0,,2022,10
5025502,1,1,1,1,5,1961,60,1,3,,3,,1,,1,5,,,3,1,2,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,2,2,1,,1,20220104,76,1,1159.0859211,0,,0,0,0,0,1,1,2022,10
5025502,1,2,2,2,,,55,2,2,,2,,1,,1,5,,,3,1,1,,,,,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,1,,,,1,2,1,2,,1,20220104,76,1,1159.0859211,0,,0,0,0,0,1,1,2022,10
5025503,1,1,1,1,11,1973,48,1,2,,1,5,1,,1,6,,,2,1,2,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,2,2,1,,1,20220104,76,1,852.54388421,0,,0,0,0,0,1,1,2022,10
5025503,1,2,2,2,7,1985,36,2,2,,2,,1,,1,6,,,2,1,1,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,4,,,,1,2,1,2,,1,20220104,76,1,852.54388421,0,,0,0,0,0,1,1,2022,10
5025503,1,3,3,2,9,2001,20,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,8,3,411,2,,1,2,1,2,,1,20220104,76,1,852.54388421,0,,0,0,0,0,0,1,2022,10
