DIRECTORIO,SECUENCIA_P,ORDEN,P6016,P3271,P6030S1,P6030S3,P6040,P6050,P6083,P6083S1,P6081,P6081S1,P2057,P2059,P2061,P6080,P6080S1,P6080S1A1,P6070,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P6090,P6100,P6110,P6120,P1906S1,P1906S2,P1906S3,P1906S4,P1906S5,P1906S6,P1906S7,P1906S8,P6160,P6170,P3041,P3042,P3042S1,P3042S2,P3043,P3043S1,HOGAR,CLASE,P3038,P3039,AREA,MES,PERIODO,DPTO,pt,FEX_C18,LGB_Numerica,LGB_sectores,Trans_numerica,LGBT_Numerica,Discapacidad,Dificultad,Campesina,POB_MAY18,PER,REGIS
5000849,1,1,1,2,9,1943,78,1,3,,3,,1,,2,6,,,5,,,,,,,,,,,,,1,,1,1,5,,4,4,4,3,4,4,4,4,1,2,,3,5,,,,1,1,1,2,05,1,20220102,05,1,587.78460821,0,,0,0,0,1,0,1,2022,10
5000849,1,2,2,2,8,1965,56,3,1,1,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,3,99,4,4,4,4,4,4,4,4,1,2,,10,10,413,7,413,1,1,1,2,05,1,20220102,05,1,587.78460821,0,,0,0,0,0,0,1,2022,10
5000849,1,3,3,1,10,1968,53,3,1,1,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,3,99,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,587.78460821,0,,0,0,0,0,0,1,2022,10
5000849,1,4,4,1,3,1975,46,3,1,1,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,1,34600,4,4,4,4,4,4,4,4,1,2,,10,10,619,7,619,1,1,2,1,05,1,20220102,05,1,587.78460821,0,,0,0,0,0,0,1,2022,10
5000849,1,5,5,2,12,1977,44,3,1,1,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,10,10,313,7,313,1,1,1,2,05,1,20220102,05,1,587.78460821,0,,0,0,0,0,0,1,2022,10
5000850,1,1,1,1,7,1986,35,1,2,,2,,2,2,2,6,,,6,,,,1,,1,,,,,,,,,1,1,3,98,4,4,4,4,4,4,4,4,1,2,,10,10,413,7,413,1,1,2,1,05,1,20220102,05,1,790.16311144,0,,0,0,0,0,0,1,2022,10
5000852,1,1,1,1,4,1951,70,1,3,,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,2,98,4,4,4,4,4,4,4,4,1,2,,10,10,719,7,719,1,1,2,1,05,1,20220102,05,1,1243.1948123,0,,0,0,0,0,0,1,2022,10
5000852,1,2,2,1,9,1949,72,6,3,,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,2,98,4,4,4,4,4,4,4,4,1,2,,10,10,719,7,719,1,1,2,1,05,1,20220102,05,1,1243.1948123,0,,0,0,0,0,0,1,2022,10
5000852,1,3,3,1,3,1954,67,6,3,,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,2,98,4,4,4,4,4,4,4,4,1,2,,10,10,912,7,912,1,1,2,1,05,1,20220102,05,1,1243.1948123,0,,0,0,0,0,0,1,2022,10
5000854,1,1,1,1,6,1970,51,1,2,,3,,2,2,2,6,,,2,1,2,1,1,1,1,,,,,1,,,,1,1,3,98,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,05,1,20220102,05,1,1088.9352046,0,,0,0,0,0,0,1,2022,10
5000854,1,2,2,2,11,1977,44,2,2,,3,,2,2,2,6,,,2,1,1,1,1,,,,,,,1,,,,1,1,5,,4,4,3,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,05,1,20220102,05,1,1088.9352046,0,,0,0,0,0,0,1,2022,10
5000854,1,3,3,2,12,1994,27,3,1,2,1,1,2,2,2,6,,,6,,,1,,,,,,,,1,,,,1,1,5,,4,4,4,2,4,4,4,4,1,2,,5,2,,2,,1,1,3,2,05,1,20220102,05,1,1088.9352046,1,3,0,1,1,1,0,1,2022,10
5000854,1,4,4,2,6,1998,23,3,1,2,1,1,2,2,2,6,,,6,,,1,,,,,,,,1,,,,1,1,5,,4,4,3,4,4,4,4,4,1,1,2,10,8,421,2,,1,1,1,2,05,1,20220102,05,1,1088.9352046,0,,0,0,0,0,0,1,2022,10
5000854,1,5,5,2,8,2007,14,3,1,2,1,1,2,2,2,6,,,6,,,1,,,,,,,1,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,4,3,,,,1,1,,,05,1,20220102,05,1,1088.9352046,,,,,0,0,0,,2022,10
5000855,1,1,1,2,8,1956,65,1,1,2,3,,2,2,2,6,,,6,,,1,1,1,1,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,05,1,20220102,05,1,2247.0939175,0,,0,0,0,0,0,1,2022,10
5000855,1,2,2,2,8,1930,91,4,3,,3,,1,,2,6,,,5,,,1,1,,,,,,,1,,,,1,3,,,3,3,3,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,05,1,20220102,05,1,2247.0939175,0,,0,0,0,1,0,1,2022,10
5000855,1,3,3,2,9,1948,73,9,3,,3,,1,,2,6,,,6,,,1,1,,,,,,,1,,,,1,3,,,1,1,4,4,4,2,4,1,2,2,,1,0,,,,1,1,1,2,05,1,20220102,05,1,2247.0939175,0,,0,0,1,1,0,1,2022,10
5000856,1,1,1,1,1,1984,37,1,2,,3,,2,2,2,6,,,3,1,2,,,1,1,,,1,,1,,,,1,1,1,48000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,863.20926224,0,,0,0,0,0,0,1,2022,10
5000856,1,2,2,2,1,1986,36,2,2,,2,,2,2,2,6,,,3,1,1,,,1,1,,,1,,1,,,,1,1,1,44000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,863.20926224,0,,0,0,0,0,0,1,2022,10
5000856,1,3,3,2,1,2004,18,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,6,2,,3,,1,1,1,2,05,1,20220102,05,1,863.20926224,0,,0,0,0,0,0,1,2022,10
5000856,1,4,4,2,5,2014,7,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,3,1,,,,1,1,,,05,1,20220102,05,1,863.20926224,,,,,0,0,0,,2022,10
5000858,1,1,1,1,7,1984,37,1,2,,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,10,10,713,7,713,1,1,2,1,05,1,20220102,05,1,762.12669636,0,,0,0,0,0,0,1,2022,10
5000858,1,2,2,1,2,1994,27,6,2,,2,,2,2,2,6,,,6,,,,,,,,,1,,,,,,2,,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,762.12669636,0,,0,0,0,0,0,1,2022,10
5000859,1,1,1,1,1,1945,76,1,3,,3,,1,,2,6,,,4,,,,,,,,,,,1,,,,1,1,2,99,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,3399.9234741,0,,0,0,0,0,0,1,2022,10
5000860,1,1,1,1,8,1937,84,1,3,,3,,2,1,2,6,,,5,,,,,,,,,,,,,1,,1,1,2,99,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,05,1,20220102,05,1,868.56511285,0,,0,0,0,0,0,1,2022,10
5000860,1,2,2,1,3,1973,48,3,3,,1,1,2,2,2,6,,,5,,,,,,,,,,,,,1,,1,1,3,99,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,868.56511285,0,,0,0,0,0,0,1,2022,10
5000860,1,3,3,2,3,1975,46,3,3,,1,1,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,3,99,4,4,4,4,4,4,4,4,1,2,,8,4,619,5,619,1,1,1,2,05,1,20220102,05,1,868.56511285,0,,0,0,0,0,0,1,2022,10
5000861,1,1,1,1,7,1993,28,1,2,,2,,2,2,2,6,,,3,1,2,,,,,,,,,,,1,,1,1,3,113000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,2931.8687881,0,,0,0,0,0,0,1,2022,10
5000861,1,2,2,2,4,1995,26,2,2,,3,,2,2,2,6,,,3,1,1,,,,,,,,,,,1,,1,1,3,113000,4,4,4,4,4,4,4,4,1,2,,9,6,112,6,112,1,1,1,2,05,1,20220102,05,1,2931.8687881,0,,0,0,0,0,0,1,2022,10
5000864,1,1,1,2,7,1995,26,1,2,,2,,2,2,2,6,,,3,1,2,,1,1,1,,1,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,1,,1,,1,1,1,2,05,1,20220102,05,1,2637.3844524,0,,0,0,0,0,0,1,2022,10
5000864,1,2,2,1,3,1991,30,2,2,,3,,2,2,2,6,,,3,1,1,,1,1,1,,,,,1,,,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,2637.3844524,0,,0,0,0,0,0,1,2022,10
5000864,1,3,3,2,10,2014,7,3,1,1,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,3,2,,,,1,1,,,05,1,20220102,05,1,2637.3844524,,,,,0,0,0,,2022,10
5000864,1,4,1,1,10,2017,4,3,1,1,1,2,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,2,1,1,2,0,,,,1,1,,,05,1,20220102,05,1,2637.3844524,,,,,,,0,,2022,10
5000865,1,1,1,2,5,1962,59,1,3,,3,,1,,2,6,,,6,,,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,2894.0296264,0,,0,0,0,0,0,1,2022,10
5000867,1,1,1,2,7,1959,62,1,3,,3,,1,,2,6,,,2,1,2,1,,,,,,,,,,,,1,1,5,,4,4,4,2,4,4,4,4,1,2,,3,1,,,,1,1,1,2,05,1,20220102,05,1,1584.7446054,0,,0,0,1,1,0,1,2022,10
5000867,1,2,2,1,2,1962,59,2,3,,3,,2,2,2,6,,,2,1,1,1,,,,,,,,,,,,1,1,1,56000,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,2,1,05,1,20220102,05,1,1584.7446054,0,,0,0,0,0,0,1,2022,10
5000867,1,3,3,2,4,1999,22,3,1,1,1,2,2,2,2,6,,,6,,,,,,,,,,,1,,,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,8,4,119,5,119,1,1,1,2,05,1,20220102,05,1,1584.7446054,0,,0,0,0,0,0,1,2022,10
5000867,1,4,4,1,10,2000,21,3,1,1,1,2,2,2,2,6,,,6,,,1,,,,,,,,,,,,1,1,1,40000,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,2,1,05,1,20220102,05,1,1584.7446054,0,,0,0,0,0,0,1,2022,10
5000867,1,5,5,2,12,1997,24,8,2,,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,1,37000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,1584.7446054,0,,0,0,0,0,0,1,2022,10
5000867,1,6,5,2,3,2014,7,9,1,5,2,,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,3,2,,,,1,1,,,05,1,20220102,05,1,1584.7446054,,,,,0,0,0,,2022,10
5000868,1,1,1,2,2,1986,35,1,1,2,3,,2,2,2,6,,,6,,,,1,1,1,,,,,1,,,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,2999.6845454,0,,0,0,0,0,0,1,2022,10
5000868,1,2,2,2,10,1959,62,4,2,,2,,2,2,2,6,,,6,,,,1,,,,,,,1,,,,1,3,,,4,4,4,4,3,4,4,4,1,2,,3,5,,,,1,1,1,2,05,1,20220102,05,1,2999.6845454,0,,0,0,0,1,0,1,2022,10
5000870,1,1,1,1,6,1979,42,1,1,2,2,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,8,4,715,5,715,1,1,2,1,05,1,20220102,05,1,1238.7096072,0,,0,0,0,0,0,1,2022,10
5000870,1,2,2,2,12,1948,73,4,3,,3,,2,2,2,6,,,4,,,,,,1,,,,,,,,,1,1,2,80000,4,4,3,3,4,4,4,4,1,2,,6,2,,3,,1,1,1,2,05,1,20220102,05,1,1238.7096072,0,,0,0,0,1,0,1,2022,10
5000872,1,1,1,1,1,1967,55,1,1,2,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,762.69357875,0,,0,0,0,0,0,1,2022,10
5000872,1,2,2,2,11,1948,73,4,3,,3,,2,2,2,6,,,5,,,,,,,,,,,,,1,,1,1,2,100000,3,3,3,3,3,3,3,3,1,2,,3,5,,,,1,1,1,2,05,1,20220102,05,1,762.69357875,0,,0,0,0,1,0,1,2022,10
5000872,1,3,3,2,11,1983,38,13,3,,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,3,113600,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,762.69357875,0,,0,0,0,0,0,1,2022,10
5000872,1,4,4,1,6,2006,15,13,1,3,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,4,4,,,,1,1,,,05,1,20220102,05,1,762.69357875,,,,,0,0,0,,2022,10
5000877,1,1,1,2,7,1979,42,1,1,3,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,1529.6533221,0,,0,0,0,0,0,1,2022,10
5000877,1,2,2,1,8,2010,11,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,3,4,4,4,4,1,1,2,3,5,,,,1,1,,,05,1,20220102,05,1,1529.6533221,,,,,0,1,0,,2022,10
5000877,1,3,3,2,5,1940,81,4,3,,3,,1,,2,6,,,5,,,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,1,2,05,1,20220102,05,1,1529.6533221,0,,0,0,0,0,0,1,2022,10
5000877,1,4,4,1,5,1977,44,6,1,3,3,,2,2,2,6,,,4,,,,,,,,,,,,,1,,2,,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,1529.6533221,0,,0,0,0,0,0,1,2022,10
5000879,1,1,1,2,2,1988,33,1,1,2,2,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,1,3,113000,4,4,4,4,4,4,4,4,1,2,,10,10,411,7,411,1,1,1,2,05,1,20220102,05,1,1250.7788123,0,,0,0,0,0,0,1,2022,10
5000879,1,2,2,2,3,1969,52,4,2,,2,,2,2,2,6,,,2,1,3,,,,1,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,1250.7788123,0,,0,0,0,0,0,1,2022,10
5000879,1,3,3,1,11,1975,46,13,2,,2,,2,2,2,6,,,2,1,2,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,1250.7788123,0,,0,0,0,0,0,1,2022,10
5000879,1,4,4,2,3,1993,28,6,1,2,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,8,4,913,5,913,1,1,1,2,05,1,20220102,05,1,1250.7788123,0,,0,0,0,0,0,1,2022,10
5000880,1,1,1,2,9,1938,83,1,3,,3,,1,,2,6,,,5,,,1,1,,,,,,,1,,,,1,3,,,4,4,2,3,4,4,4,4,1,2,,3,3,,,,1,1,1,2,05,1,20220102,05,1,1588.8750612,0,,0,0,1,1,0,1,2022,10
5000881,1,1,1,2,7,1957,64,1,3,,3,,2,2,2,6,,,4,,,1,,,1,,,,,,,,,1,1,2,72000,4,4,4,4,4,4,4,4,1,2,,8,4,613,5,613,1,1,1,2,05,1,20220102,05,1,1285.9841245,0,,0,0,0,0,0,1,2022,10
5000883,1,1,1,1,5,1967,54,1,2,,3,,2,2,2,6,,,3,1,2,1,,,,,,,,1,,,,1,1,9,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,1261.8370601,0,,0,0,0,0,0,1,2022,10
5000883,1,2,2,2,9,1969,52,2,2,,2,,2,1,2,6,,,3,1,1,1,,,,,,,,1,,,,1,1,4,,3,4,4,4,4,4,4,4,1,2,,8,4,488,5,488,1,1,1,2,05,1,20220102,05,1,1261.8370601,0,,0,0,0,1,0,1,2022,10
5000883,1,3,3,1,9,1993,28,3,1,2,1,1,2,2,2,6,,,6,,,1,,,,,,,,,,,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,10,10,419,7,419,1,1,2,1,05,1,20220102,05,1,1261.8370601,0,,0,0,0,0,0,1,2022,10
5000884,1,1,1,1,4,1969,52,1,3,,3,,2,2,2,6,,,3,1,2,,1,1,1,,,,,,,,,1,1,3,283000,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,05,1,20220102,05,1,1514.3750367,0,,0,0,0,0,0,1,2022,10
5000884,1,2,2,2,4,1972,49,2,2,,3,,2,2,2,6,,,3,1,1,,1,,1,,,,,1,,,,1,1,5,,4,4,3,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,1514.3750367,0,,0,0,0,0,0,1,2022,10
5000885,1,1,1,1,1,1955,67,1,3,,3,,2,1,2,6,,,3,1,2,,,,,,,,,1,,,,1,1,2,72682,4,4,4,4,4,4,3,3,1,2,,3,4,,,,1,1,2,1,05,1,20220102,05,1,1774.368422,0,,0,0,0,1,0,1,2022,10
5000885,1,2,2,2,7,1962,59,2,2,,3,,1,,2,6,,,3,1,1,,,,,,,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,3,4,,,,1,1,1,2,05,1,20220102,05,1,1774.368422,0,,0,0,0,0,0,1,2022,10
5000885,1,3,3,2,6,1993,28,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,1,44000,4,4,4,4,4,4,4,4,1,2,,9,6,531,6,531,1,1,1,2,05,1,20220102,05,1,1774.368422,0,,0,0,0,0,0,1,2022,10
5000885,1,4,4,1,11,1948,73,6,3,,3,,1,,2,6,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,2,1,05,1,20220102,05,1,1774.368422,0,,0,0,0,0,0,1,2022,10
5000886,1,1,1,2,7,1943,78,1,3,,3,,2,2,2,6,,,5,,,,,,,,,,,,,1,,1,1,2,72000,4,4,3,3,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,1285.9841245,0,,0,0,0,1,0,1,2022,10
5000887,1,1,1,2,1,1976,46,1,1,3,3,,1,,2,6,,,4,,,,1,,1,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,1047.1674663,0,,0,0,0,0,0,1,2022,10
5000887,1,2,2,1,11,2000,21,3,1,1,2,,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,10,3,413,2,,1,1,2,1,05,1,20220102,05,1,1047.1674663,0,,0,0,0,0,0,1,2022,10
5000887,1,3,3,2,6,1931,90,4,3,,3,,1,,2,6,,,5,,,,,,,,,,,,,1,,1,3,,,4,4,3,2,3,4,1,4,1,2,,3,3,,,,1,1,1,2,05,1,20220102,05,1,1047.1674663,0,,0,0,1,1,0,1,2022,10
5000888,1,1,1,2,9,1991,30,1,2,,2,,2,2,2,6,,,2,1,2,,,,,,,,,,,1,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,12,6,731,9,731,1,1,1,2,05,1,20220102,05,1,1025.1154094,0,,0,0,0,0,0,1,2022,10
5000888,1,2,2,1,4,1991,30,2,2,,2,,2,2,2,6,,,2,1,1,,,,,,,,,,,1,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,12,6,731,9,731,1,1,2,1,05,1,20220102,05,1,1025.1154094,0,,0,0,0,0,0,1,2022,10
5000889,1,1,1,2,9,1949,72,1,3,,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,2,220000,4,4,4,4,4,4,4,4,1,2,,10,10,413,7,413,1,1,1,2,05,1,20220102,05,1,879.35779743,0,,0,0,0,0,0,1,2022,10
5000889,1,2,2,2,6,1954,67,6,3,,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,2,4,4,2,2,,1,0,,,,1,1,1,2,05,1,20220102,05,1,879.35779743,0,,0,0,1,1,0,1,2022,10
5000889,1,3,3,2,7,1952,69,6,3,,3,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,3,129000,2,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,05,1,20220102,05,1,879.35779743,0,,0,0,1,1,0,1,2022,10
5000889,1,4,4,1,5,1988,33,9,1,3,2,,2,2,2,6,,,6,,,,,,,,,,,,,1,,1,1,1,34600,2,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,879.35779743,0,,0,0,1,1,0,1,2022,10
5000890,1,1,1,1,1,1976,46,1,2,,3,,2,2,2,6,,,3,1,2,,,,,,,,,,,1,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,13,2,715,7,715,1,1,2,1,05,1,20220102,05,1,1226.6965623,0,,0,0,0,0,0,1,2022,10
5000890,1,2,2,2,10,1978,43,2,2,,3,,2,2,2,6,,,3,1,1,,,,,,,,,,,1,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,10,10,613,7,613,1,1,1,2,05,1,20220102,05,1,1226.6965623,0,,0,0,0,0,0,1,2022,10
5000890,1,3,3,1,8,2012,9,3,1,2,1,1,1,,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,3,3,,,,1,1,,,05,1,20220102,05,1,1226.6965623,,,,,0,0,0,,2022,10
5000890,1,4,2,2,5,2014,7,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,1,3,2,,,,1,1,,,05,1,20220102,05,1,1226.6965623,,,,,0,0,0,,2022,10
5000891,1,1,1,2,1,1983,39,1,2,,2,,2,2,2,6,,,3,1,2,,,,,,,,,1,,,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,11,4,912,8,912,1,1,1,2,05,1,20220102,05,1,1003.2629534,0,,0,0,0,0,0,1,2022,10
5000891,1,2,2,1,5,1980,41,2,2,,2,,2,2,2,6,,,3,1,1,1,,,,,,,,,,,,1,1,1,98,4,4,4,4,4,4,4,4,1,2,,11,4,413,8,413,1,1,2,1,05,1,20220102,05,1,1003.2629534,0,,0,0,0,0,0,1,2022,10
5000891,1,3,3,1,6,2001,20,3,1,1,2,,2,2,2,6,,,6,,,,1,,,1,,,1,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,1,2,10,7,912,2,,1,1,2,1,05,1,20220102,05,1,1003.2629534,0,,0,0,0,0,0,1,2022,10
5000891,1,4,4,1,11,2017,4,3,1,1,1,2,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,2,1,2,2,0,,,,1,1,,,05,1,20220102,05,1,1003.2629534,,,,,,,0,,2022,10
5000893,1,1,1,2,8,1951,70,1,3,,3,,2,2,2,6,,,5,,,,,,,,,,,,,1,,1,1,3,125000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,05,1,20220102,05,1,1075.5461953,0,,0,0,0,0,0,1,2022,10
5000894,1,1,1,1,7,1981,40,1,2,,2,,2,2,2,6,,,2,1,2,,,1,1,,1,1,,1,,,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,11,2,731,8,731,1,1,2,1,05,1,20220102,05,1,807.66668622,0,,0,0,0,0,0,1,2022,10
5000894,1,2,2,2,2,1980,41,2,2,,2,,2,2,2,6,,,2,1,1,,,1,1,,,,,1,,,,1,1,1,99,4,4,4,4,4,4,4,4,1,2,,12,4,111,9,111,1,1,1,2,05,1,20220102,05,1,807.66668622,0,,0,0,0,0,0,1,2022,10
5000896,1,1,1,1,9,1980,41,1,2,,2,,2,2,2,6,,,2,1,2,,,,1,,,,,,,,,1,1,1,37800,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,1138.0294065,0,,0,0,0,0,0,1,2022,10
5000896,1,2,2,2,1,1985,37,2,3,,2,,2,2,2,6,,,2,1,1,,,,,,1,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,8,4,488,5,488,1,1,1,2,05,1,20220102,05,1,1138.0294065,0,,0,0,0,0,0,1,2022,10
5000896,1,3,2,2,8,2018,3,3,1,2,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,05,1,20220102,05,1,1138.0294065,,,,,,,0,,2022,10
5000897,1,1,1,2,9,1977,44,1,2,,2,,2,2,2,6,,,6,,,,,1,1,,,,,1,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,1,2,05,1,20220102,05,1,1440.9861226,0,,0,0,0,0,0,1,2022,10
5000897,1,2,2,2,12,1995,26,3,1,1,2,,2,2,2,6,,,6,,,,,,1,,,,,,,,,1,1,1,47000,4,4,4,4,4,4,4,4,1,2,,9,6,419,6,419,1,1,1,2,05,1,20220102,05,1,1440.9861226,0,,0,0,0,0,0,1,2022,10
5000898,1,1,1,2,1,1957,65,1,3,,3,,2,2,2,6,,,6,,,,,,,,,,,1,,,,1,1,2,99,4,4,4,4,4,4,4,4,1,2,,10,10,311,7,311,1,1,1,2,05,1,20220102,05,1,847.40003264,0,,0,0,0,0,0,1,2022,10
5000899,1,1,1,1,7,1967,54,1,2,,3,,2,2,2,6,,,6,,,,,1,1,1,1,1,,1,,,,1,1,3,99,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,05,1,20220102,05,1,877.95901271,0,,0,0,0,0,0,1,2022,10
5000901,1,1,1,1,2,1991,30,1,2,,2,,2,2,2,6,,,6,,,,,,1,,,1,,,,,,1,1,3,260000,4,4,4,4,4,4,4,4,1,2,,10,10,119,7,119,1,1,2,1,05,1,20220102,05,1,877.95901271,0,,0,0,0,0,0,1,2022,10
5000902,1,1,1,1,7,1984,37,1,2,,3,,2,2,2,6,,,6,,,1,1,,1,,,1,,1,,,,1,1,3,99,4,4,4,4,4,4,4,4,1,2,,10,10,519,7,519,1,1,2,1,05,1,20220102,05,1,877.95901271,0,,0,0,0,0,0,1,2022,10
5000903,1,1,1,1,2,1950,71,1,3,,3,,2,2,2,6,,,3,1,2,1,,,,,,,,,,,,1,1,2,400000,4,4,4,4,4,4,4,4,1,2,,10,10,488,7,488,1,1,2,1,05,1,20220102,05,1,1004.805694,0,,0,0,0,0,0,1,2022,10
