DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P3044;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P3047;P3048;P3049;P6765;P6765S1;P3053;P3054;P3055;P3056;P6760;P3061;P3063;P3064;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;CLASE;OCI;AREA;P6430;RAMA4D_R4;OFICIO_C8;RAMA2D_R4;INGLABO;MES;PERIODO;DPTO;FT;FEX_C18;P3363;P3364;P3364S1;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3051;P3051S1;P3052;P3052S1;P3365;P3365S1;P3054S1;P3055S1;P3057;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063S1;P3064S1;P3366;PER;REGIS
7000951;1;1;1;CERVEZA Y GASEOSA;1;1;;;1;;2;2;2;2;2;24;;1;1;2;2;2;200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;18;2;;18;;;2;1;;2;;2;;;;2;2;1;12;8;1;;11;;2;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;14;;3;1;1;15;1;4711;5223;47;200000;03;20220309;15;1;74.508731077;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000952;1;1;1;FRUTAS;2;;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;500000;1;;3;;1;2;8;35;2;;35;;;1;5;;2;;2;;;;2;2;1;10;24;1;;6;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;2;1;3;60;3;1;1;15;4;4781;5211;47;500000;03;20220309;15;1;56.297888245;;;;;2;;;;;3;;;500000;500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000953;1;2;1;MATERIAL PARA CONSTRUCCION;2;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;3500000;1;;3;;3;2;12;40;;;40;;;1;4;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;60;2;1;1;15;4;4923;8332;49;3500000;03;20220309;15;1;104.45151935;;;;;2;;;;;2;;;3500000;3500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000956;1;1;1;ESTRUCTURAS METALICAS;2;;;;;;;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1300000;1;;3;;3;2;12;48;;;48;;;2;7;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;25;8;1;1;15;4;2511;7221;25;1300000;03;20220309;15;1;71.582636891;;;;;2;;;;;3;;;1500000;1500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000956;1;3;1;LAMINAS METALICAS;1;1;;;1;;1;1;1;1;2;12;;1;1;2;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;2;;1;908000;1;400000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;7;;1;;1;1;1;1;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;2;1;2;25;8;1;1;15;1;2591;7221;25;1000000;03;20220309;15;1;71.582636891;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000957;1;2;1;COMERCIO DE FRUTAS AL POR MENOR;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;0;1;;3;;3;2;12;40;;;40;;;2;6;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;1;80;5;1;1;15;4;4721;5221;47;0;03;20220309;15;1;114.73090059;;;;;2;;;;;2;;;;;;;;;1000000;0;99;0;0;0;;;;;;;;;;;;;;2022;60
7000959;1;1;1;EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD;1;2;1;;2;4;1;1;1;1;2;168;;1;1;1;1;2;3500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3500000;1;3500000;1;1750000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;14;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;8;1;1;15;2;8424;2611;84;3500000;03;20220309;15;1;81.699557198;5;1;1000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000960;1;1;1;ADMINISTRACION PUBLICA Y GESTION MUNIPAL;1;2;1;;1;;1;1;1;1;1;120;;1;1;1;1;2;1600000;2;;;2;;2;;2;;2;;1;60000;1;1;117000;1;2;;;2;;;2;;;2;;;1;800000;1;1600000;1;800000;1;800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;2;1;25;1;1;1;4;18;2;;13;PASO CONVOCATORIA;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;1;1;1;1;90;8;1;1;15;2;8412;4225;84;1600000;03;20220309;15;1;89.359896321;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000962;1;1;1;TRANSPORTE INDIVIDUAL DE PASAJEROS;1;1;;;1;;2;2;2;2;2;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;4;3;;1;2;2;;;;;;1;1;;;;;;1200000;1;;3;;10;1;12;72;;;72;;;1;4;;2;;2;;;;1;2;2;;;;;;;2;;;;;;2;;;;1;1;1;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;3;5;8;1;1;15;4;4921;8324;49;1200000;03;20220309;15;1;164.03379508;;;;;2;;;;;1;;;1200000;1200000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000964;1;1;1;PRODUCCION DE FLORES;1;2;1;;1;;1;1;2;1;1;0;;1;1;2;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40;;;40;;;4;8;;10;;2;;;;1;9;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;5;1;1;15;1;0125;9214;01;1000000;03;20220309;15;1;102.70251421;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000964;1;2;1;ELABORACION DE PRODUCTOS DE PANADERIA;1;1;;;1;;2;2;2;2;2;2;;1;1;2;2;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;40;;;40;;;3;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;20;5;1;1;15;1;1081;7512;10;600000;03;20220309;15;1;102.70251421;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000965;1;1;1;ACTIVIDADES DE RESTITUCION DE TIERRAS;1;2;2;12;1;;1;2;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;8600000;1;;3;;4;1;12;40;;;40;;;10;7;;1;;1;1;2;25;1;2;1;2;96;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;15;4;8414;2165;84;8600000;03;20220309;15;1;112.20244642;;;;;2;;;;;3;8600000;8600000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000965;1;2;1;COORDINACION Y CONTROL DE ARCHIVOS HISTORICOS PUBLICOS;1;2;2;8;1;;1;2;2;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;4200000;1;;3;;4;1;12;40;;;40;;;10;7;;1;;1;1;2;98;1;2;1;3;12;4;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;15;2;1;1;15;4;9101;2622;91;4200000;03;20220309;15;1;112.20244642;;;;;2;;;;;3;4200000;4200000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000966;1;3;1;SERVICIOS DE TELEVISION POR CABLE;1;2;1;;1;;1;1;2;1;1;36;;1;1;1;1;1;2000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;7;;1;;1;1;1;98;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;2;1;1;15;1;6110;2634;61;2000000;03;20220309;15;1;103.25137111;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000977;1;1;1;SERVICIO DE INYECCIONES;2;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;300000;1;;3;;1;1;12;10;1;;10;;;1;2;;2;;2;;;;2;2;1;0;6;1;;1;;2;;;;;;1;30;1;1;1;1;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;3;15;8;1;1;15;4;8710;5321;87;300000;03;20220309;15;1;84.136898756;;;;;2;;;;;3;;;300000;300000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000983;1;2;1;DOMESTICO HOGAR;1;1;;;1;;1;2;2;2;2;1;;2;2;2;2;2;240000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;908526;2;;2;;1;1100000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8;1;;8;;;1;2;;4;;2;;;;2;2;1;2;10;1;;1;;2;;;;;;1;40;2;1;1;1;1;2;1;2;2;2;2;2;1;1;1;2;1;2;1;1;2;30;3;1;1;17;3;9700;9111;97;240000;03;20220309;17;1;169.69593215;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000983;1;3;1;COMERCIALIZACION DE ALIMENTOS;1;1;;;1;;2;2;2;2;2;8;;1;1;1;1;2;780000;2;;;2;;2;;1;115200;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;66;;;108;;;10;5;;3;;2;;;;2;2;1;4;8;1;;1;;2;;;;;;2;;;;1;1;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;7;60;5;1;1;17;1;4631;9621;46;780000;03;20220309;17;1;169.69593215;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000984;1;1;1;HERRAMIENTAS INDUSTRIALES;1;2;2;12;1;;1;1;2;1;1;48;;1;1;1;1;2;1100000;2;;;2;;2;;2;;2;;2;;;1;117172;2;1;37000;2;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;25;1;1;1;3;8;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;25;2;1;1;17;1;2593;7223;25;1100000;03;20220309;17;1;98.06870385;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000984;1;2;1;MEDICAMENTOS;1;2;2;12;1;;1;1;2;1;1;48;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;1;37000;2;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;8;7;;1;;1;1;1;4;1;1;1;3;12;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;2;1;1;17;1;4711;2145;47;1000000;03;20220309;17;1;98.06870385;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000986;1;1;1;CONSTRUCCION OBRAS CIVILES;1;2;1;;1;;1;1;2;1;1;72;;1;1;1;1;2;2500000;1;250000;2;2;;2;;2;;2;;2;;;2;;;1;37000;2;2;;;2;;;2;;;1;3000000;2;;2;;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;52;;;58;;;10;9;;1;;1;1;1;8;1;1;1;0;8;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;40;1;1;1;17;1;4210;2142;42;2500000;03;20220309;17;1;122.70011598;1;2;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000987;1;1;1;PRODUCCION DE QUESO;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;500000;1;;3;;3;1;12;70;;;70;;;2;7;;1;;2;;;;2;2;1;0;24;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;6;5;1;1;17;5;1040;7513;10;500000;03;20220309;17;1;203.24803549;;;;;1;2;2;0;0;3;;;;;;;;;5000000;2000000;500000;500000;600000;250000;;;;;;;;;;;;;;2022;60
7000987;1;2;1;VENTA DE PRENDAS DE VESTIR AL POR MENOR;1;2;1;;1;;1;1;2;1;1;120;;1;1;2;2;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;1;;1;1;1;10;1;1;1;0;12;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;1;1;17;1;4771;5223;47;1000000;03;20220309;17;1;203.24803549;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000988;1;2;1;PRODUCTOS EN ACERO INOXIDABLE;1;2;1;;1;;1;1;2;1;1;24;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;900000;2;;1;450000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;5;7;;1;;1;1;1;14;1;1;1;18;144;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;25;1;1;1;17;1;2599;7221;25;1000000;03;20220309;17;1;272.46451604;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000988;1;4;1;REMODELACION Y ADECUACION;1;1;;;1;;1;2;2;2;2;60;;2;2;2;9;2;1120000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;58;;;58;;;3;2;;2;;2;;;;2;2;1;2;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;1;1;17;1;4111;9313;41;1120000;03;20220309;17;1;272.46451604;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000990;1;1;1;TRANSPORTE DE MERCANCIA VIA TERRESTRE;1;2;2;12;1;;1;1;2;1;1;84;;1;1;1;1;2;1200000;1;180000;2;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;22;1;1;1;0;12;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;6;3;1;1;17;1;4923;4321;49;1200000;03;20220309;17;1;278.99373995;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000990;1;2;1;PRENDAS DE VESTIR;1;2;2;6;1;;1;2;2;1;1;24;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;1;2;;;2;;;2;;;2;;;1;910000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;65;;;65;;;10;7;;1;;1;1;1;2;1;1;1;0;24;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;1;2;2;45;8;1;1;17;1;1410;8153;14;1000000;03;20220309;17;1;278.99373995;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000992;1;3;1;GAS NATURAL;1;2;1;;1;;1;1;2;1;1;180;;1;1;1;1;2;1300000;2;;;2;;2;;2;;2;;2;;;1;117172;1;2;;;2;;;2;;;2;;;1;450000;2;;1;450000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;8;7;;1;;1;2;1;16;1;1;1;2;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;2;2;36;2;1;1;17;1;3520;1120;35;1300000;03;20220309;17;1;150.44749579;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000993;1;1;1;CARNE DE RES;1;1;;;1;;1;2;2;2;1;4;;1;1;1;9;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;6;7;;1;;1;1;1;98;1;2;1;0;12;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;13;40;5;1;1;17;1;4723;7511;47;1000000;03;20220309;17;1;257.06305507;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000995;1;1;1;SERVICIO DE REPARACIONES DE PRENDAS DE VESTIR;2;;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;30000;1;;1;;5;2;12;10;1;;5;1;;1;1;;1;;3;;;;2;2;1;0;240;1;;4;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;1;14;;10;1;1;17;4;9529;7531;95;30000;03;20220309;17;1;192.0316266;;;;;2;;;;;3;;;30000;30000;2;;;;;;;;;;;;;;;;;;;;;;2;2022;60
7000997;1;1;1;TRANSMISION DE DATOS A TRAVES DE REDES;1;2;1;;1;;1;1;2;1;1;5;;1;1;1;1;2;1196000;1;36000;1;2;;2;;1;52800;2;;2;;;1;58581;2;1;37000;2;2;;;2;;;1;160000;2;1;450000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;48;;;48;;;10;7;;1;;1;1;1;11;1;1;1;2;6;1;;1;;2;;;;;;1;10;2;1;2;;;;;;;;;;;;1;1;1;2;1;1;7;40;1;1;1;17;1;6110;5244;61;1196000;03;20220309;17;1;98.06870385;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000997;1;2;1;FABRICACION DE ARTICULOS DE HORMIGON CEMENTO Y YESO;1;2;1;;2;1;1;1;2;1;1;3;;1;1;1;1;2;1200000;1;200000;1;2;;2;;1;240000;2;;1;98;2;2;;;2;;;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;48;;;48;;;10;7;;1;;1;2;1;20;1;1;1;2;18;1;;8;;2;;;;;;1;12;2;1;2;;;;;;;;;;;;1;1;1;2;1;1;7;40;1;1;1;17;1;2395;8344;23;1200000;03;20220309;17;1;98.06870385;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000999;1;1;1;SERVICIO DE TRANSPORTE PUBLICO DE PASAJEROS A NIVEL URBANO;1;1;;;1;;1;2;2;2;2;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;600000;1;;3;;3;2;12;60;;;60;;;1;4;;1;;3;;;;1;2;1;0;12;4;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;5;1;1;17;4;4921;8324;49;600000;03;20220309;17;1;181.18110592;;;;;2;;;;;3;;;2600000;2600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000999;1;2;1;VENTA DE LENTES Y MONTURAS AL POR MENOR;1;2;1;;1;;1;1;2;1;1;120;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;2;;;;1;2;1;0;132;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;30;5;1;1;17;1;4774;9112;47;1000000;03;20220309;17;1;181.18110592;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7001001;1;1;1;REEDUCACION DE MENORES INFRACTORES;1;2;1;;1;;1;1;2;1;1;240;;1;1;1;1;2;1500000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;10;7;;1;;1;1;1;20;1;1;1;0;24;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;5;3;1;1;17;1;9499;2351;94;1500000;03;20220309;17;1;191.35147065;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7001001;1;2;1;REEDUCACION DE MENORES INFRACTORES;1;2;1;;1;;1;1;2;1;1;84;;1;1;1;1;2;1000000;1;400000;2;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;7;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;7;5;3;1;1;17;1;9499;9112;94;1000000;03;20220309;17;1;191.35147065;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7001001;1;3;1;SERVICIOS DE SALUD MENTAL;1;2;1;;1;;1;2;2;2;2;7;;1;1;1;1;2;1300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;48;;;48;;;9;7;;1;;1;1;2;0;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;5;3;1;1;17;1;8621;5321;86;1300000;03;20220309;17;1;191.35147065;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7001001;1;4;1;TRATAMIENTOS DE BELLEZA PARA EL CUIDADO DE LA PIEL Y EL CUERPO;1;1;;;1;;1;2;2;2;2;5;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;48;;;48;;;3;7;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;25;3;1;1;17;1;9602;5142;96;1000000;03;20220309;17;1;191.35147065;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7001003;1;1;1;SERVICIO DE RESTAURANTE A LA MESA;1;1;;;1;;1;2;2;2;2;8;;1;1;1;1;2;1000000;2;;;1;250000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;3;7;;2;;2;;;;2;2;1;0;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;10;3;1;1;17;1;5611;5120;56;1250000;03;20220309;17;1;272.5117488;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7001004;1;2;1;ADMINISTRACION PUBLICA DEPARTAMENTAL;1;2;1;;1;;1;1;1;1;1;23;;1;1;1;1;2;1450000;2;;;2;;2;;2;;2;;1;67000;2;1;117000;2;2;;;2;;;2;;;2;;;1;2007913;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;1;1;20;1;1;1;6;60;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;3;1;1;17;2;8412;4110;84;1450000;03;20220309;17;1;114.03006666;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7001005;1;1;1;VIVERES Y ABARROTES;1;2;1;;1;;1;1;2;1;1;3;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;1;70200;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;48;;;48;;;10;4;;1;;1;1;1;5;1;1;1;15;36;1;;13;POR LA PANDEMIA;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;20;1;1;1;17;1;4711;9621;47;1000000;03;20220309;17;1;305.54059546;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
