DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P3044;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P3047;P3048;P3049;P6765;P6765S1;P3053;P3054;P3055;P3056;P6760;P3061;P3063;P3064;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;CLASE;OCI;AREA;P6430;RAMA4D_R4;OFICIO_C8;RAMA2D_R4;INGLABO;MES;PERIODO;DPTO;FT;FEX_C18;P3363;P3364;P3364S1;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3051;P3051S1;P3052;P3052S1;P3365;P3365S1;P3054S1;P3055S1;P3057;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063S1;P3064S1;P3366;PER;REGIS
7014426;1;1;1;EDUCACION PREESCOLAR BASICA PRIMARIA SECUNDARIA Y MEDIA VOCACIONAL;1;2;1;;1;;1;1;1;1;1;300;;1;1;1;1;2;3000000;2;;;2;;2;;2;;2;;2;;;2;;;1;120000;2;2;;;2;;;2;;;1;2700000;1;2700000;1;1350000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;3;1;25;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;1;1;1;1;60;1;1;1;23;2;8530;2330;85;3000000;03;20220311;23;1;76.199199488;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014426;1;2;1;ADMINISTRACION DEL REGIMEN CONTRIBUTIVO EN SALUD;1;2;1;;1;;1;1;2;1;1;4;;1;1;1;1;2;4500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;48;;;48;;;10;7;;1;;1;1;1;0;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;25;1;1;1;23;1;8621;2269;86;4500000;03;20220311;23;1;76.199199488;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014426;1;5;1;VENTA AL POR MAYOR DE PAPELERIA;1;2;1;;1;;1;1;2;1;1;2;;1;1;1;1;1;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;48;;;48;;;10;7;;1;;1;1;1;0;1;1;1;12;24;1;;13;PANDEMIA COVID;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;12;20;3;1;1;23;1;4719;5230;47;1000000;03;20220311;23;1;76.199199488;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014427;1;2;1;ARREGLO DE UÑAS;2;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;6;;1;2;2;;;;;;2;2;;;;;;130000;1;;3;;3;2;12;40;;;40;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;23;4;9602;5141;96;130000;03;20220311;23;1;76.199199488;;;;;2;;;;;3;;;150000;150000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014427;1;5;1;EXPENDIO A LA MESA DE COMIDAS PREPARADAS EN RESTAURANTE;1;1;;;1;;1;2;2;2;2;12;;1;1;2;2;2;360000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;35;2;;35;;;5;7;;2;;2;;;;2;2;1;0;12;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;12;5;3;1;1;23;1;5611;5131;56;360000;03;20220311;23;1;76.199199488;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014428;1;1;1;RECREACION Y ESPARCIMIENTO;1;2;1;;1;;1;2;2;1;2;230;;1;1;2;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;7;;1;;1;1;1;16;1;2;1;3;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;2;12;10;1;1;1;23;1;9329;9112;93;1000000;03;20220311;23;1;234.60840426;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014428;1;2;1;SERVICIO DE INTERNET;2;;;;;;;;;;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;300000;1;;3;;3;2;12;48;;;48;;;1;7;;2;;2;;;;2;2;1;6;36;1;;1;;2;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;14;;2;1;1;23;4;6120;4120;61;300000;03;20220311;23;1;234.60840426;;;;;2;;;;;3;;;;;;;;;400000;0;0;0;0;0;;;;;;;;;;;;;;2022;60
7014428;1;3;1;CONSTRUCCION;1;1;;;1;;1;2;2;2;2;2;;2;2;2;2;2;250000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;40;;;40;;;2;9;;2;;2;;;;2;2;1;2;2;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;2;1;13;10;2;1;1;23;1;4111;9313;41;250000;03;20220311;23;1;234.60840426;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014429;1;1;1;SERVICIO DE SOLDADURA ELECTRICA;2;;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1200000;1;;3;;3;2;12;48;;;48;;;1;6;;2;;2;;;;2;2;1;0;120;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;1;1;23;4;2599;7214;25;1200000;03;20220311;23;1;192.82475112;;;;;2;;;;;2;;;1200000;1200000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014430;1;1;1;CONFECCION DE ROPA EN GENERAL;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;6;;1;2;2;;;;;;2;2;;;;;;200000;1;;3;;1;1;12;30;1;;25;6;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;1;15;2;1;2;;;;;;;;;;;;1;1;2;2;1;1;14;;8;1;1;23;4;4759;7531;47;200000;03;20220311;23;1;76.199199488;;;;;2;;;;;3;;;200000;200000;2;;;;;;;;;;;;;;;;;;;;;;1;2022;60
7014431;1;2;1;VENTA DE CALZADO;2;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;600000;1;;1;;1;1;12;30;2;;30;;;1;11;MEDIO VIRTUAL FACEBOOK;2;;2;;;;2;2;1;0;19;1;;13;Pandemia;2;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;11;20;2;1;1;23;4;4772;5221;47;600000;03;20220311;23;1;131.46582716;;;;;2;;;;;3;;;;;;;;;1200000;0;600000;0;0;0;;;;;;;;;;;;;;2022;60
7014432;1;1;1;VENTA DE PAN PRENSADO Y POSTRES AL POR MENOR;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;380000;1;;3;;1;1;12;35;1;;35;;;1;1;;2;;2;;;;2;2;1;48;84;3;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;23;4;4719;5221;47;380000;03;20220311;23;1;289.1982792;;;;;2;;;;;2;;;500000;500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014432;1;2;1;DISEÑOS GRAFICOS;1;1;;;1;;1;2;2;2;2;24;;2;1;2;1;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;3;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;12;20;3;1;1;23;1;7410;2166;74;500000;03;20220311;23;1;289.1982792;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014432;1;3;1;EXPENDIO DE LICORES PARA CONSUMIR DENTRO DEL ESTABLECIMIENTO;1;1;;;1;;1;2;2;2;2;1;;1;1;1;1;2;540000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;27;3;TRABAJA TRES DIAS A LA SEMANA;27;;;3;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;1;20;2;2;2;;;;;;;;;;;;1;1;1;2;1;1;12;15;5;1;1;23;1;5630;5131;56;540000;03;20220311;23;1;289.1982792;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014433;1;2;1;REMODELACION DE VIVIENDAS;1;1;;;1;;1;2;2;2;2;1;;2;2;2;2;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;40;;;40;;;2;9;;2;;2;;;;2;2;1;2;2;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;13;15;3;1;1;23;1;4330;9313;43;600000;03;20220311;23;1;121.91871918;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014434;1;2;1;SERVICIO DE ASEO EN VIVIENDAS;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;250000;1;;3;;10;2;12;40;;;40;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;12;15;3;1;1;23;4;8121;9112;81;250000;03;20220311;23;1;146.46151011;;;;;2;;;;;3;;;300000;300000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014434;1;3;1;TRANSPORTE URBANO DE PASAJEROS EN MOTO;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;500000;1;;3;;3;2;12;45;;;45;;;1;4;;2;;2;;;;2;2;1;2;36;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;5;3;1;1;23;4;4921;8321;49;500000;03;20220311;23;1;146.46151011;;;;;2;;;;;3;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014435;1;1;1;ALQUILER DE LAVADORAS ELECTRICAS;2;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;6;;1;2;2;;;;;;2;2;;;;;;600000;1;;3;;3;2;12;40;;;40;;;2;1;;2;;2;;;;2;2;1;0;120;3;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;14;;8;1;1;23;4;7729;5249;77;600000;03;20220311;23;1;121.91871918;;;;;1;1;0;0;1;3;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014435;1;2;1;EDUCACION DESDE PREESCOLAR HASTA MEDIA;1;1;;;1;;2;2;2;2;2;1;;1;1;1;1;2;300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;30;3;PORQUE SON LAS HORAS PERMITIDAS POR EL MAGISTERIO PARA DICTAR CLASES;30;;;5;7;;2;;2;;;;2;2;1;1;12;4;;13;PORQUE QUERIA TENER MAS EXPERIENCIA LABORAL E IR ENRIQUECIENDO SU CONOCIMIENTO;1;21;6;;2;1;2;;;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;3;15;8;1;1;23;1;8530;2330;85;300000;03;20220311;23;1;121.91871918;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014435;1;3;1;HOGAR;1;1;;;1;;2;2;2;2;2;1;;2;2;2;2;2;500000;2;;;1;120000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;1;2;;2;;2;;;;2;2;1;0;84;1;;8;;2;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;12;23;8;1;1;23;3;9700;9111;97;620000;03;20220311;23;1;121.91871918;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014435;1;4;1;CONSTRUCCION DE VIVIENDAS;2;;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;6;;1;2;2;;;;;;2;2;;;;;;700000;1;;2;;1;1;12;60;;;60;;;1;2;;2;;2;;;;2;2;1;0;2;1;;1;;2;;;;;;2;;;;1;1;1;2;2;2;2;1;1;2;2;1;2;2;1;2;2;1;12;10;8;1;1;23;4;4111;9313;41;700000;03;20220311;23;1;121.91871918;;;;;2;;;;;2;;;700000;700000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014435;1;8;1;ELBORACION Y VENTAS DE COMIDAS RAPIDAS;1;1;;;1;;1;2;2;2;2;36;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;70;;;70;;;5;7;;2;;2;;;;2;2;1;0;8;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;11;10;8;1;1;23;1;5619;5212;56;1000000;03;20220311;23;1;121.91871918;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014438;1;1;1;HOGAR;1;1;;;1;;1;2;2;2;2;1;;2;2;2;2;2;300000;2;;;1;90000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;1;2;;2;;2;;;;2;2;1;0;24;3;;3;;2;;;;;;2;;;;1;2;1;1;2;2;2;1;1;2;1;1;2;2;2;2;1;1;12;8;3;1;1;23;3;9700;9111;97;390000;03;20220311;23;1;247.12035967;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014438;1;2;1;DICTAR TAREAS DIRIGIDAS A DOMICILIO;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;150000;1;;3;;5;2;6;21;2;;21;;;1;2;;2;;2;;;;2;2;1;0;6;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;6;8;1;1;23;4;8530;2330;85;150000;03;20220311;23;1;247.12035967;;;;;2;;;;;2;;;150000;150000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014439;1;1;1;FRITOS;2;;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;200000;1;;3;;1;1;12;35;1;;35;;;2;1;;2;;2;;;;2;2;1;4;12;1;;1;;2;;;;;;2;;;;1;1;1;2;2;2;2;2;1;2;1;1;1;2;1;2;1;1;14;;8;1;1;23;4;5619;5212;56;200000;03;20220311;23;1;126.14863785;;;;;1;1;0;1;0;3;;;;;;;;;200000;0;100000;0;20000;0;;;;;;;;;;;;;;2022;60
7014439;1;3;1;FRITOS;2;;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;200000;1;;3;;5;2;12;40;;;40;;;2;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;8;1;1;23;4;5619;5120;56;200000;03;20220311;23;1;126.14863785;;;;;1;1;0;1;0;3;;;;;;;;;200000;0;100000;0;20000;0;;;;;;;;;;;;;;2022;60
7014440;1;1;1;MATERIAL RECICLAJE;1;1;;;1;;2;2;2;2;2;48;;1;1;1;1;2;900000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;5;7;;2;;2;;;;2;2;1;2;60;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;12;30;2;1;1;23;1;3811;9611;38;900000;03;20220311;23;1;330.40784019;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014440;1;2;1;FRUTAS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;500000;1;;3;;1;1;12;48;;;48;;;1;3;;2;;2;;;;2;2;1;1;24;1;;10;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;12;25;3;1;1;23;4;4721;5230;47;500000;03;20220311;23;1;330.40784019;;;;;2;;;;;3;;;800000;800000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014441;1;2;1;MERCANCIA EN GENERAL;1;1;;;1;;2;2;2;2;2;12;;1;1;2;2;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;25;1;;25;;;3;7;;11;;2;;;;2;2;1;6;30;1;;1;;2;;;;;;1;20;1;1;1;2;1;2;2;2;2;1;1;2;1;1;2;2;1;2;1;1;12;10;8;1;1;23;1;4719;4321;47;800000;03;20220311;23;1;89.155442951;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014441;1;3;1;CONSULTORIAS;1;2;2;2;2;1;1;2;2;1;2;2;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;48;;;48;;;10;7;;1;;1;1;1;0;1;2;1;3;4;1;;1;;2;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;12;10;1;1;1;23;1;9411;4120;94;1000000;03;20220311;23;1;89.155442951;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014442;1;1;1;VIVERES Y ABARROTES;1;1;;;1;;1;2;2;2;2;2;;1;1;1;2;2;100000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;20;2;;20;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;12;15;3;1;1;23;1;4711;5221;47;100000;03;20220311;23;1;419.59650532;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014443;1;1;1;CONSTRUCCION DE OBRAS CIVILES;1;2;1;;1;;1;1;2;1;1;96;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;1;1;8;1;1;1;0;60;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;1;1;1;23;1;4290;5211;42;1000000;03;20220311;23;1;80.685230116;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014443;1;4;1;ACTIVIDADES DEPORTIVAS Y ACONDICIONAMIENTO FISICO;2;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1300000;1;;3;;1;1;12;40;;;40;;;1;7;;2;;2;;;;2;2;1;9;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;11;20;8;1;1;23;4;8552;3422;85;1300000;03;20220311;23;1;80.685230116;;;;;2;;;;;3;;;1300000;1300000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014444;1;3;1;EDUCACION;1;2;2;12;2;4;1;2;2;1;2;1;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;48;;;48;;;8;7;;1;;1;1;1;1;1;2;1;6;5;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;1;1;1;23;1;8530;9112;85;1000000;03;20220311;23;1;76.199199488;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014445;1;1;1;ARREGLO DE CABELLOS;2;;;;;;;;;;;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;500000;1;;3;;1;1;12;30;1;;30;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;1;1;14;;2;1;1;23;4;9602;5141;96;500000;03;20220311;23;1;161.52194605;;;;;2;;;;;3;;;;;;;;;700000;99;99;99;99;99;;;;;;;;;;;;;;2022;60
7014446;1;1;1;COMISIONAR LA VENTA DE GANADO;2;;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;4;;1;2;2;;;;;;2;2;;;;;;1600000;1;;3;;6;1;12;48;;;48;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;25;3;1;1;23;4;4711;3334;47;1600000;03;20220311;23;1;131.074149;;;;;2;;;;;3;;;1800000;1800000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014447;1;2;1;ADMINISTRACION DE JUSTICIA;1;2;1;;1;;1;1;1;1;1;120;;1;1;1;1;2;3500000;2;;;2;;2;;2;;2;;2;;;2;;;1;90000;2;2;;;2;;;2;;;1;1750000;1;3500000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;1;1;10;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;10;2;1;1;23;2;8424;2611;84;3500000;03;20220311;23;1;88.668159404;5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014447;1;6;1;TRANSACCIONES FINANCIERAS REALIZADAS EN BANCOS;1;2;2;3;1;;1;2;2;1;1;8;;1;1;1;1;2;2000000;2;;;2;;2;;2;;2;;2;;;1;117200;2;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;1;1;3;1;1;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;2;1;1;23;1;6412;5230;64;2000000;03;20220311;23;1;88.668159404;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014448;1;1;1;VENTA DE VIVERES;1;1;;;1;;1;2;2;2;2;36;;1;1;9;1;2;1200000;2;;;1;120000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;70;;;70;;;3;7;;2;;2;;;;2;2;1;36;36;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;1;2;11;15;3;1;1;23;1;4711;5221;47;1320000;03;20220311;23;1;292.94161508;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014448;1;2;1;DIRIGIR TAREAS A ESTUDIANTES;2;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;6;;1;2;2;;;;;;2;2;;;;;;400000;1;;1;;1;1;6;30;1;;30;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;1;1;2;1;2;2;2;1;3;10;3;1;1;23;4;8530;2330;85;400000;03;20220311;23;1;292.94161508;;;;;2;;;;;2;;;500000;500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014449;1;1;1;EDUCACION DESDE PREESCOLAR A MEDIA;1;2;1;;1;;1;1;1;1;2;300;;1;1;9;9;2;3000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1400000;1;2800000;1;1400000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;3;ES LA JORNADA  ESTABLECIDA PARA DOCENTES;30;;;10;7;;1;;1;3;1;25;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;1;1;23;2;8530;2330;85;3000000;03;20220311;23;1;232.06769904;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
